,team,race,idlag1,idlag2,idlag3,idlag4,idlag5
0,PENN,11028,11025,10972,10966,10827,10732
0,PENN,11035,11028,11025,10972,10966,10827
0,PENN,11037,11035,11028,11025,10972,10966
0,PENN,11216,11037,11035,11028,11025,10972
0,PENN,11484,11216,11037,11035,11028,11025
0,PENN,11586,11484,11216,11037,11035,11028
0,PENN,11649,11586,11484,11216,11037,11035
0,PENN,11706,11649,11586,11484,11216,11037
0,PITT,7744,7741,7737,7732,5660,5501
0,PITT,8904,7744,7741,7737,7732,5660
0,PITT,8905,8904,7744,7741,7737,7732
0,PITT,9163,8905,8904,7744,7741,7737
0,PITT,9165,9163,8905,8904,7744,7741
0,PITT,9294,9165,9163,8905,8904,7744
0,PITT,9297,9294,9165,9163,8905,8904
0,PITT,9314,9297,9294,9165,9163,8905
0,PITT,9503,9314,9297,9294,9165,9163
0,PITT,9732,9503,9314,9297,9294,9165
0,PITT,9768,9732,9503,9314,9297,9294
0,PITT,10097,9768,9732,9503,9314,9297
0,PITT,10187,10097,9768,9732,9503,9314
0,PITT,10194,10187,10097,9768,9732,9503
0,PITT,10643,10194,10187,10097,9768,9732
0,PITT,10671,10643,10194,10187,10097,9768
0,PITT,11470,10671,10643,10194,10187,10097
0,PITT,11504,11470,10671,10643,10194,10187
0,PRIN,3587,1238,1098,917,648,492
0,PRIN,3752,3587,1238,1098,917,648
0,PRIN,4000,3752,3587,1238,1098,917
0,PRIN,4307,4000,3752,3587,1238,1098
0,PRIN,4395,4307,4000,3752,3587,1238
0,PRIN,4577,4395,4307,4000,3752,3587
0,PRIN,5214,4577,4395,4307,4000,3752
0,PRIN,5864,5214,4577,4395,4307,4000
0,PRIN,6636,5864,5214,4577,4395,4307
0,PRIN,6757,6636,5864,5214,4577,4395
0,PRIN,7004,6757,6636,5864,5214,4577
0,PRIN,7219,7004,6757,6636,5864,5214
0,PRIN,7382,7219,7004,6757,6636,5864
0,PRIN,7533,7382,7219,7004,6757,6636
0,PRIN,7708,7533,7382,7219,7004,6757
0,PRIN,7710,7708,7533,7382,7219,7004
0,PRIN,7797,7710,7708,7533,7382,7219
0,PRIN,7810,7797,7710,7708,7533,7382
0,PRIN,7831,7810,7797,7710,7708,7533
0,PRIN,8136,7831,7810,7797,7710,7708
0,PRIN,8279,8136,7831,7810,7797,7710
0,PRIN,8477,8279,8136,7831,7810,7797
0,PRIN,8705,8477,8279,8136,7831,7810
0,PRIN,8892,8705,8477,8279,8136,7831
0,PRIN,9035,8892,8705,8477,8279,8136
0,PRIN,9236,9035,8892,8705,8477,8279
0,PRIN,9238,9236,9035,8892,8705,8477
0,PRIN,9498,9238,9236,9035,8892,8705
0,PRIN,9593,9498,9238,9236,9035,8892
0,PRIN,9684,9593,9498,9238,9236,9035
0,PRIN,9840,9684,9593,9498,9238,9236
0,PRIN,9922,9840,9684,9593,9498,9238
0,PRIN,10016,9922,9840,9684,9593,9498
0,PRIN,10148,10016,9922,9840,9684,9593
0,PRIN,10152,10148,10016,9922,9840,9684
0,PRIN,10214,10152,10148,10016,9922,9840
0,PRIN,10220,10214,10152,10148,10016,9922
0,PRIN,10223,10220,10214,10152,10148,10016
0,PRIN,10355,10223,10220,10214,10152,10148
0,PRIN,10430,10355,10223,10220,10214,10152
0,PRIN,10532,10430,10355,10223,10220,10214
0,PRIN,10641,10532,10430,10355,10223,10220
0,PRIN,10754,10641,10532,10430,10355,10223
0,PRIN,10811,10754,10641,10532,10430,10355
0,PRIN,10973,10811,10754,10641,10532,10430
0,PRIN,10980,10973,10811,10754,10641,10532
0,PRIN,11023,10980,10973,10811,10754,10641
0,PRIN,11033,11023,10980,10973,10811,10754
0,PRIN,11039,11033,11023,10980,10973,10811
0,PRIN,11220,11039,11033,11023,10980,10973
0,PRIN,11304,11220,11039,11033,11023,10980
0,PRIN,11484,11304,11220,11039,11033,11023
0,PRIN,11562,11484,11304,11220,11039,11033
0,PRIN,11644,11562,11484,11304,11220,11039
0,PRIN,11714,11644,11562,11484,11304,11220
0,PSU,5869,5521,3700,3564,3253,408
0,PSU,7451,5869,5521,3700,3564,3253
0,PSU,8879,7451,5869,5521,3700,3564
0,PSU,9159,8879,7451,5869,5521,3700
0,PSU,9170,9159,8879,7451,5869,5521
0,PSU,9502,9170,9159,8879,7451,5869
0,PSU,9734,9502,9170,9159,8879,7451
0,PSU,9768,9734,9502,9170,9159,8879
0,PSU,9902,9768,9734,9502,9170,9159
0,PSU,9990,9902,9768,9734,9502,9170
0,PSU,10018,9990,9902,9768,9734,9502
0,PSU,10579,10018,9990,9902,9768,9734
0,PSU,10643,10579,10018,9990,9902,9768
0,PSU,10671,10643,10579,10018,9990,9902
0,PUGS,5250,3985,3698,3561,3559,3337
0,PUGS,7005,5250,3985,3698,3561,3559
0,PUGS,7282,7005,5250,3985,3698,3561
0,PUGS,8119,7282,7005,5250,3985,3698
0,PUGS,8478,8119,7282,7005,5250,3985
0,PUGS,8929,8478,8119,7282,7005,5250
0,PUGS,9587,8929,8478,8119,7282,7005
0,PUGS,9833,9587,8929,8478,8119,7282
0,PUGS,9868,9833,9587,8929,8478,8119
0,PUGS,10264,9868,9833,9587,8929,8478
0,PUGS,10353,10264,9868,9833,9587,8929
0,PUGS,10463,10353,10264,9868,9833,9587
0,PUGS,10781,10463,10353,10264,9868,9833
0,PUGS,11078,10781,10463,10353,10264,9868
0,PUGS,11080,11078,10781,10463,10353,10264
0,PUGS,11105,11080,11078,10781,10463,10353
0,PUGS,11363,11105,11080,11078,10781,10463
0,PUGS,11560,11363,11105,11080,11078,10781
0,PURD,7733,3862,3680,3397,336,259
0,PURD,7740,7733,3862,3680,3397,336
0,PURD,7747,7740,7733,3862,3680,3397
0,PURD,7969,7747,7740,7733,3862,3680
0,PURD,9166,7969,7747,7740,7733,3862
0,PURD,9193,9166,7969,7747,7740,7733
0,PURD,9195,9193,9166,7969,7747,7740
0,PURD,9288,9195,9193,9166,7969,7747
0,PURD,9312,9288,9195,9193,9166,7969
0,PURD,9315,9312,9288,9195,9193,9166
0,PURD,9496,9315,9312,9288,9195,9193
0,PURD,9497,9496,9315,9312,9288,9195
0,PURD,9635,9497,9496,9315,9312,9288
0,PURD,9683,9635,9497,9496,9315,9312
0,PURD,9687,9683,9635,9497,9496,9315
0,PURD,9811,9687,9683,9635,9497,9496
0,PURD,9870,9811,9687,9683,9635,9497
0,PURD,10094,9870,9811,9687,9683,9635
0,PURD,10356,10094,9870,9811,9687,9683
0,PURD,10384,10356,10094,9870,9811,9687
0,PURD,10574,10384,10356,10094,9870,9811
0,PURD,10751,10574,10384,10356,10094,9870
0,PURD,10784,10751,10574,10384,10356,10094
0,PURD,10923,10784,10751,10574,10384,10356
0,PURD,10932,10923,10784,10751,10574,10384
0,PURD,11013,10932,10923,10784,10751,10574
0,PURD,11019,11013,10932,10923,10784,10751
0,PURD,11237,11019,11013,10932,10923,10784
0,PURD,11565,11237,11019,11013,10932,10923
0,PURD,11590,11565,11237,11019,11013,10932
0,PURD,11747,11590,11565,11237,11019,11013
0,PURD,11757,11747,11590,11565,11237,11019
0,RIT,6010,5742,3715,1305,695,357
0,RIT,6999,6010,5742,3715,1305,695
0,RIT,8275,6999,6010,5742,3715,1305
0,RIT,8479,8275,6999,6010,5742,3715
0,RIT,8901,8479,8275,6999,6010,5742
0,RIT,9623,8901,8479,8275,6999,6010
0,RIT,9624,9623,8901,8479,8275,6999
0,RIT,9682,9624,9623,8901,8479,8275
0,RIT,9866,9682,9624,9623,8901,8479
0,RIT,9950,9866,9682,9624,9623,8901
0,RIT,9954,9950,9866,9682,9624,9623
0,RIT,10065,9954,9950,9866,9682,9624
0,RIT,10071,10065,9954,9950,9866,9682
0,RIT,10090,10071,10065,9954,9950,9866
0,RIT,10101,10090,10071,10065,9954,9950
0,RIT,10433,10101,10090,10071,10065,9954
0,RIT,10445,10433,10101,10090,10071,10065
0,RIT,10533,10445,10433,10101,10090,10071
0,RIT,10539,10533,10445,10433,10101,10090
0,RIT,10642,10539,10533,10445,10433,10101
0,RIT,10870,10642,10539,10533,10445,10433
0,RIT,10891,10870,10642,10539,10533,10445
0,RIT,10898,10891,10870,10642,10539,10533
0,RIT,10926,10898,10891,10870,10642,10539
0,RIT,10931,10926,10898,10891,10870,10642
0,RIT,11305,10931,10926,10898,10891,10870
0,RIT,11483,11305,10931,10926,10898,10891
0,RIT,11503,11483,11305,10931,10926,10898
0,RIT,11679,11503,11483,11305,10931,10926
0,RIT,11766,11679,11503,11483,11305,10931
0,RIT,11769,11766,11679,11503,11483,11305
0,ROCH,3715,1203,1202,1015,750,517
0,ROCH,3941,3715,1203,1202,1015,750
0,ROCH,5636,3941,3715,1203,1202,1015
0,ROCH,6987,5636,3941,3715,1203,1202
0,ROCH,7085,6987,5636,3941,3715,1203
0,ROCH,8275,7085,6987,5636,3941,3715
0,ROCH,8474,8275,7085,6987,5636,3941
0,ROCH,8545,8474,8275,7085,6987,5636
0,ROCH,8901,8545,8474,8275,7085,6987
0,ROCH,9682,8901,8545,8474,8275,7085
0,ROCH,9852,9682,8901,8545,8474,8275
0,ROCH,9908,9852,9682,8901,8545,8474
0,ROCH,9954,9908,9852,9682,8901,8545
0,ROCH,10065,9954,9908,9852,9682,8901
0,ROCH,10073,10065,9954,9908,9852,9682
0,ROCH,10192,10073,10065,9954,9908,9852
0,ROCH,10520,10192,10073,10065,9954,9908
0,ROCH,10523,10520,10192,10073,10065,9954
0,ROCH,10736,10523,10520,10192,10073,10065
0,ROCH,10745,10736,10523,10520,10192,10073
0,ROCH,10870,10745,10736,10523,10520,10192
0,ROCH,10922,10870,10745,10736,10523,10520
0,ROCH,10928,10922,10870,10745,10736,10523
0,ROCH,11305,10928,10922,10870,10745,10736
0,ROCH,11559,11305,10928,10922,10870,10745
0,ROCH,11575,11559,11305,10928,10922,10870
0,ROCH,11679,11575,11559,11305,10928,10922
0,ROCH,11762,11679,11575,11559,11305,10928
0,ROCH,11766,11762,11679,11575,11559,11305
0,RPI,7292,5913,5704,4532,3840,652
0,RPI,7381,7292,5913,5704,4532,3840
0,RPI,8890,7381,7292,5913,5704,4532
0,RPI,9915,8890,7381,7292,5913,5704
0,RPI,10004,9915,8890,7381,7292,5913
0,RPI,10022,10004,9915,8890,7381,7292
0,RPI,10066,10022,10004,9915,8890,7381
0,RPI,10073,10066,10022,10004,9915,8890
0,RPI,10658,10073,10066,10022,10004,9915
0,RPI,10737,10658,10073,10066,10022,10004
0,RPI,10889,10737,10658,10073,10066,10022
0,RPI,10895,10889,10737,10658,10073,10066
0,RPI,11707,10895,10889,10737,10658,10073
0,RPI,11711,11707,10895,10889,10737,10658
0,RUTG,3585,1249,1093,913,475,287
0,RUTG,3737,3585,1249,1093,913,475
0,RUTG,4309,3737,3585,1249,1093,913
0,RUTG,4501,4309,3737,3585,1249,1093
0,RUTG,5493,4501,4309,3737,3585,1249
0,RUTG,5518,5493,4501,4309,3737,3585
0,RUTG,5654,5518,5493,4501,4309,3737
0,RUTG,5757,5654,5518,5493,4501,4309
0,RUTG,5785,5757,5654,5518,5493,4501
0,RUTG,5854,5785,5757,5654,5518,5493
0,RUTG,6634,5854,5785,5757,5654,5518
0,RUTG,6776,6634,5854,5785,5757,5654
0,RUTG,7230,6776,6634,5854,5785,5757
0,RUTG,7439,7230,6776,6634,5854,5785
0,RUTG,7705,7439,7230,6776,6634,5854
0,RUTG,7713,7705,7439,7230,6776,6634
0,RUTG,8089,7713,7705,7439,7230,6776
0,RUTG,8661,8089,7713,7705,7439,7230
0,RUTG,8897,8661,8089,7713,7705,7439
0,RUTG,8930,8897,8661,8089,7713,7705
0,RUTG,9032,8930,8897,8661,8089,7713
0,RUTG,9095,9032,8930,8897,8661,8089
0,RUTG,9234,9095,9032,8930,8897,8661
0,RUTG,9245,9234,9095,9032,8930,8897
0,RUTG,9493,9245,9234,9095,9032,8930
0,RUTG,9720,9493,9245,9234,9095,9032
0,RUTG,9733,9720,9493,9245,9234,9095
0,RUTG,9737,9733,9720,9493,9245,9234
0,RUTG,9844,9737,9733,9720,9493,9245
0,RUTG,9913,9844,9737,9733,9720,9493
0,RUTG,10007,9913,9844,9737,9733,9720
0,RUTG,10039,10007,9913,9844,9737,9733
0,RUTG,10146,10039,10007,9913,9844,9737
0,RUTG,10149,10146,10039,10007,9913,9844
0,RUTG,10343,10149,10146,10039,10007,9913
0,RUTG,10518,10343,10149,10146,10039,10007
0,RUTG,10673,10518,10343,10149,10146,10039
0,RUTG,10674,10673,10518,10343,10149,10146
0,RUTG,10825,10674,10673,10518,10343,10149
0,RUTG,10965,10825,10674,10673,10518,10343
0,RUTG,10973,10965,10825,10674,10673,10518
0,RUTG,11436,10973,10965,10825,10674,10673
0,RUTG,11557,11436,10973,10965,10825,10674
0,RUTG,11581,11557,11436,10973,10965,10825
0,RUTG,11647,11581,11557,11436,10973,10965
0,RUTG,11708,11647,11581,11557,11436,10973
0,SACS,4060,3678,3658,3549,1067,41
0,SACS,6415,4060,3678,3658,3549,1067
0,SACS,7863,6415,4060,3678,3658,3549
0,SACS,9810,7863,6415,4060,3678,3658
0,SACS,9865,9810,7863,6415,4060,3678
0,SCLA,4526,3852,3678,3549,610,41
0,SCLA,6415,4526,3852,3678,3549,610
0,SCLA,6442,6415,4526,3852,3678,3549
0,SCLA,7663,6442,6415,4526,3852,3678
0,SCLA,7793,7663,6442,6415,4526,3852
0,SCLA,7795,7793,7663,6442,6415,4526
0,SCLA,7812,7795,7793,7663,6442,6415
0,SCLA,7825,7812,7795,7793,7663,6442
0,SCLA,7880,7825,7812,7795,7793,7663
0,SCLA,9194,7880,7825,7812,7795,7793
0,SCLA,9396,9194,7880,7825,7812,7795
0,SCLA,9418,9396,9194,7880,7825,7812
0,SCLA,9625,9418,9396,9194,7880,7825
0,SCLA,9773,9625,9418,9396,9194,7880
0,SCLA,9867,9773,9625,9418,9396,9194
0,SCLA,10014,9867,9773,9625,9418,9396
0,SCLA,10049,10014,9867,9773,9625,9418
0,SCLA,10114,10049,10014,9867,9773,9625
0,SCLA,10206,10114,10049,10014,9867,9773
0,SCLA,10211,10206,10114,10049,10014,9867
0,SCLA,10215,10211,10206,10114,10049,10014
0,SCLA,10222,10215,10211,10206,10114,10049
0,SCLA,10246,10222,10215,10211,10206,10114
0,SCLA,10248,10246,10222,10215,10211,10206
0,SCLA,10268,10248,10246,10222,10215,10211
0,SCLA,10270,10268,10248,10246,10222,10215
0,SCLA,10271,10270,10268,10248,10246,10222
0,SCLA,10272,10271,10270,10268,10248,10246
0,SCLA,10447,10272,10271,10270,10268,10248
0,SCLA,10687,10447,10272,10271,10270,10268
0,SCLA,10833,10687,10447,10272,10271,10270
0,SCLA,10860,10833,10687,10447,10272,10271
0,SCLA,10942,10860,10833,10687,10447,10272
0,SDSU,6460,6394,5088,3680,3329,856
0,SDSU,7873,6460,6394,5088,3680,3329
0,SDSU,7910,7873,6460,6394,5088,3680
0,SDSU,8013,7910,7873,6460,6394,5088
0,SDSU,9288,8013,7910,7873,6460,6394
0,SDSU,9297,9288,8013,7910,7873,6460
0,SDSU,9318,9297,9288,8013,7910,7873
0,SDSU,9377,9318,9297,9288,8013,7910
0,SDSU,9408,9377,9318,9297,9288,8013
0,SDSU,9635,9408,9377,9318,9297,9288
0,SDSU,10014,9635,9408,9377,9318,9297
0,SDSU,10044,10014,9635,9408,9377,9318
0,SDSU,10192,10044,10014,9635,9408,9377
0,SDSU,10198,10192,10044,10014,9635,9408
0,SDSU,10239,10198,10192,10044,10014,9635
0,SDSU,10267,10239,10198,10192,10044,10014
0,SDSU,10358,10267,10239,10198,10192,10044
0,SDSU,10384,10358,10267,10239,10198,10192
0,SDSU,10837,10384,10358,10267,10239,10198
0,SDSU,10861,10837,10384,10358,10267,10239
0,SDSU,11020,10861,10837,10384,10358,10267
0,SKID,5704,4961,4107,3913,3840,1070
0,SKID,6010,5704,4961,4107,3913,3840
0,SKID,6480,6010,5704,4961,4107,3913
0,SKID,7006,6480,6010,5704,4961,4107
0,SKID,7220,7006,6480,6010,5704,4961
0,SKID,7281,7220,7006,6480,6010,5704
0,SKID,8472,7281,7220,7006,6480,6010
0,SKID,8703,8472,7281,7220,7006,6480
0,SKID,8783,8703,8472,7281,7220,7006
0,SKID,8901,8783,8703,8472,7281,7220
0,SKID,9621,8901,8783,8703,8472,7281
0,SKID,9622,9621,8901,8783,8703,8472
0,SKID,9915,9622,9621,8901,8783,8703
0,SKID,10455,9915,9622,9621,8901,8783
0,SKID,10457,10455,9915,9622,9621,8901
0,SKID,10640,10457,10455,9915,9622,9621
0,SKID,10742,10640,10457,10455,9915,9622
0,SKID,10777,10742,10640,10457,10455,9915
0,SKID,10870,10777,10742,10640,10457,10455
0,SKID,10891,10870,10777,10742,10640,10457
0,SKID,10898,10891,10870,10777,10742,10640
0,SKID,10922,10898,10891,10870,10777,10742
0,SKID,10931,10922,10898,10891,10870,10777
0,SKID,11593,10931,10922,10898,10891,10870
0,SKID,11679,11593,10931,10922,10898,10891
0,SKID,11701,11679,11593,10931,10922,10898
0,SKID,11711,11701,11679,11593,10931,10922
0,SKID,11764,11711,11701,11679,11593,10931
0,SKID,11766,11764,11711,11701,11679,11593
0,SONO,9433,9397,7972,7863,3679,41
0,SONO,9810,9433,9397,7972,7863,3679
0,SONO,9868,9810,9433,9397,7972,7863
0,SONO,10578,9868,9810,9433,9397,7972
0,SONO,10659,10578,9868,9810,9433,9397
0,SONO,11079,10659,10578,9868,9810,9433
0,SONO,11218,11079,10659,10578,9868,9810
0,STAN,7537,6691,6060,4561,3856,3684
0,STAN,7793,7537,6691,6060,4561,3856
0,STAN,7795,7793,7537,6691,6060,4561
0,STAN,7813,7795,7793,7537,6691,6060
0,STAN,7826,7813,7795,7793,7537,6691
0,STAN,7862,7826,7813,7795,7793,7537
0,STAN,9033,7862,7826,7813,7795,7793
0,STAN,9244,9033,7862,7826,7813,7795
0,STAN,9620,9244,9033,7862,7826,7813
0,STAN,9774,9620,9244,9033,7862,7826
0,STAN,9860,9774,9620,9244,9033,7862
0,STAN,9864,9860,9774,9620,9244,9033
0,STAN,10001,9864,9860,9774,9620,9244
0,STAN,10141,10001,9864,9860,9774,9620
0,STAN,10211,10141,10001,9864,9860,9774
0,STAN,10212,10211,10141,10001,9864,9860
0,STAN,10213,10212,10211,10141,10001,9864
0,STAN,10220,10213,10212,10211,10141,10001
0,STAN,10361,10220,10213,10212,10211,10141
0,STAN,10364,10361,10220,10213,10212,10211
0,STAN,10387,10364,10361,10220,10213,10212
0,STAN,10469,10387,10364,10361,10220,10213
0,STAN,10635,10469,10387,10364,10361,10220
0,STAN,10644,10635,10469,10387,10364,10361
0,STAN,10685,10644,10635,10469,10387,10364
0,STAN,10816,10685,10644,10635,10469,10387
0,STAN,10886,10816,10685,10644,10635,10469
0,STAN,10971,10886,10816,10685,10644,10635
0,STAN,11026,10971,10886,10816,10685,10644
0,STAN,11029,11026,10971,10886,10816,10685
0,STAN,11034,11029,11026,10971,10886,10816
0,STAN,11038,11034,11029,11026,10971,10886
0,STAN,11640,11038,11034,11029,11026,10971
0,STET,9870,9812,9588,9436,8265,7861
0,STET,10435,9870,9812,9588,9436,8265
0,STET,10525,10435,9870,9812,9588,9436
0,STET,10752,10525,10435,9870,9812,9588
0,STET,10782,10752,10525,10435,9870,9812
0,STET,11108,10782,10752,10525,10435,9870
0,STET,11151,11108,10782,10752,10525,10435
0,STET,11565,11151,11108,10782,10752,10525
0,STET,11582,11565,11151,11108,10782,10752
0,STET,11748,11582,11565,11151,11108,10782
0,STET,11750,11748,11582,11565,11151,11108
0,STJF,9769,9575,8901,7381,7279,7090
0,STJO,4459,3333,1225,422,173,35
0,STJO,5252,4459,3333,1225,422,173
0,STJO,5303,5252,4459,3333,1225,422
0,STJO,5491,5303,5252,4459,3333,1225
0,STJO,5521,5491,5303,5252,4459,3333
0,STJO,5654,5521,5491,5303,5252,4459
0,STJO,5921,5654,5521,5491,5303,5252
0,STJO,6755,5921,5654,5521,5491,5303
0,STJO,6775,6755,5921,5654,5521,5491
0,STJO,7376,6775,6755,5921,5654,5521
0,STJO,8287,7376,6775,6755,5921,5654
0,STJO,8891,8287,7376,6775,6755,5921
0,STJO,9095,8891,8287,7376,6775,6755
0,STJO,9161,9095,8891,8287,7376,6775
0,STJO,9193,9161,9095,8891,8287,7376
0,STJO,9203,9193,9161,9095,8891,8287
0,STJO,9499,9203,9193,9161,9095,8891
0,STJO,9504,9499,9203,9193,9161,9095
0,STJO,9719,9504,9499,9203,9193,9161
0,STJO,9733,9719,9504,9499,9203,9193
0,STJO,9751,9733,9719,9504,9499,9203
0,STJO,9813,9751,9733,9719,9504,9499
0,STJO,9843,9813,9751,9733,9719,9504
0,STJO,9916,9843,9813,9751,9733,9719
0,STJO,10007,9916,9843,9813,9751,9733
0,STJO,10097,10007,9916,9843,9813,9751
0,STJO,10116,10097,10007,9916,9843,9813
0,STJO,10215,10116,10097,10007,9916,9843
0,STJO,10216,10215,10116,10097,10007,9916
0,STJO,10218,10216,10215,10116,10097,10007
0,STJO,10220,10218,10216,10215,10116,10097
0,STJO,10448,10220,10218,10216,10215,10116
0,STJO,10454,10448,10220,10218,10216,10215
0,STJO,10656,10454,10448,10220,10218,10216
0,STJO,10668,10656,10454,10448,10220,10218
0,STJO,10670,10668,10656,10454,10448,10220
0,STJO,10738,10670,10668,10656,10454,10448
0,STJO,10826,10738,10670,10668,10656,10454
0,STJO,10925,10826,10738,10670,10668,10656
0,STJO,10932,10925,10826,10738,10670,10668
0,STJO,11025,10932,10925,10826,10738,10670
0,STJO,11026,11025,10932,10925,10826,10738
0,STJO,11036,11026,11025,10932,10925,10826
0,STJO,11037,11036,11026,11025,10932,10925
0,STJO,11302,11037,11036,11026,11025,10932
0,STJO,11303,11302,11037,11036,11026,11025
0,STJO,11567,11303,11302,11037,11036,11026
0,STJO,11583,11567,11303,11302,11037,11036
0,STJO,11664,11583,11567,11303,11302,11037
0,STJO,11747,11664,11583,11567,11303,11302
0,STJO,11750,11747,11664,11583,11567,11303
0,STLA,1200,1072,1069,1020,940,642
0,STLA,1203,1200,1072,1069,1020,940
0,STLA,3913,1203,1200,1072,1069,1020
0,STLA,4275,3913,1203,1200,1072,1069
0,STLA,5728,4275,3913,1203,1200,1072
0,STLA,6010,5728,4275,3913,1203,1200
0,STLA,7006,6010,5728,4275,3913,1203
0,STLA,7234,7006,6010,5728,4275,3913
0,STLA,7280,7234,7006,6010,5728,4275
0,STLA,8472,7280,7234,7006,6010,5728
0,STLA,8901,8472,7280,7234,7006,6010
0,STLA,9838,8901,8472,7280,7234,7006
0,STLA,9908,9838,8901,8472,7280,7234
0,STLA,9954,9908,9838,8901,8472,7280
0,STLA,10065,9954,9908,9838,8901,8472
0,STLA,10071,10065,9954,9908,9838,8901
0,STLA,10640,10071,10065,9954,9908,9838
0,STLA,10731,10640,10071,10065,9954,9908
0,STLA,10736,10731,10640,10071,10065,9954
0,STLA,10870,10736,10731,10640,10071,10065
0,STLA,10891,10870,10736,10731,10640,10071
0,STLA,10895,10891,10870,10736,10731,10640
0,STLA,11559,10895,10891,10870,10736,10731
0,STLA,11564,11559,10895,10891,10870,10736
0,STLA,11679,11564,11559,10895,10891,10870
0,STMD,9836,9770,9589,9504,8140,7932
0,STMD,9994,9836,9770,9589,9504,8140
0,STMD,10018,9994,9836,9770,9589,9504
0,STMD,11088,10018,9994,9836,9770,9589
0,STMD,11212,11088,10018,9994,9836,9770
0,STMD,11231,11212,11088,10018,9994,9836
0,STMD,11477,11231,11212,11088,10018,9994
0,STMD,11581,11477,11231,11212,11088,10018
0,STMD,11589,11581,11477,11231,11212,11088
0,SYRA,4211,3587,1487,1026,903,492
0,SYRA,4391,4211,3587,1487,1026,903
0,SYRA,4672,4391,4211,3587,1487,1026
0,SYRA,5214,4672,4391,4211,3587,1487
0,SYRA,5771,5214,4672,4391,4211,3587
0,SYRA,5850,5771,5214,4672,4391,4211
0,SYRA,6985,5850,5771,5214,4672,4391
0,SYRA,7228,6985,5850,5771,5214,4672
0,SYRA,7374,7228,6985,5850,5771,5214
0,SYRA,7612,7374,7228,6985,5850,5771
0,SYRA,7705,7612,7374,7228,6985,5850
0,SYRA,7713,7705,7612,7374,7228,6985
0,SYRA,7794,7713,7705,7612,7374,7228
0,SYRA,7796,7794,7713,7705,7612,7374
0,SYRA,7813,7796,7794,7713,7705,7612
0,SYRA,7825,7813,7796,7794,7713,7705
0,SYRA,8481,7825,7813,7796,7794,7713
0,SYRA,8659,8481,7825,7813,7796,7794
0,SYRA,8850,8659,8481,7825,7813,7796
0,SYRA,8931,8850,8659,8481,7825,7813
0,SYRA,9238,8931,8850,8659,8481,7825
0,SYRA,9246,9238,8931,8850,8659,8481
0,SYRA,9853,9246,9238,8931,8850,8659
0,SYRA,9917,9853,9246,9238,8931,8850
0,SYRA,9995,9917,9853,9246,9238,8931
0,SYRA,10135,9995,9917,9853,9246,9238
0,SYRA,10149,10135,9995,9917,9853,9246
0,SYRA,10199,10149,10135,9995,9917,9853
0,SYRA,10217,10199,10149,10135,9995,9917
0,SYRA,10221,10217,10199,10149,10135,9995
0,SYRA,10546,10221,10217,10199,10149,10135
0,SYRA,10646,10546,10221,10217,10199,10149
0,SYRA,10728,10646,10546,10221,10217,10199
0,SYRA,10836,10728,10646,10546,10221,10217
0,SYRA,10966,10836,10728,10646,10546,10221
0,SYRA,10974,10966,10836,10728,10646,10546
0,SYRA,11027,10974,10966,10836,10728,10646
0,SYRA,11033,11027,10974,10966,10836,10728
0,SYRA,11038,11033,11027,10974,10966,10836
0,SYRA,11306,11038,11033,11027,10974,10966
0,SYRA,11558,11306,11038,11033,11027,10974
0,SYRA,11637,11558,11306,11038,11033,11027
0,SYRA,11666,11637,11558,11306,11038,11033
0,TEMP,6754,5921,5304,5259,4459,1225
0,TEMP,6759,6754,5921,5304,5259,4459
0,TEMP,7376,6759,6754,5921,5304,5259
0,TEMP,7861,7376,6759,6754,5921,5304
0,TEMP,8891,7861,7376,6759,6754,5921
0,TEMP,9165,8891,7861,7376,6759,6754
0,TEMP,9188,9165,8891,7861,7376,6759
0,TEMP,9195,9188,9165,8891,7861,7376
0,TEMP,9435,9195,9188,9165,8891,7861
0,TEMP,9499,9435,9195,9188,9165,8891
0,TEMP,9502,9499,9435,9195,9188,9165
0,TEMP,9812,9502,9499,9435,9195,9188
0,TEMP,9842,9812,9502,9499,9435,9195
0,TEMP,9916,9842,9812,9502,9499,9435
0,TEMP,10097,9916,9842,9812,9502,9499
0,TEMP,10115,10097,9916,9842,9812,9502
0,TEMP,10357,10115,10097,9916,9842,9812
0,TEMP,10377,10357,10115,10097,9916,9842
0,TEMP,10448,10377,10357,10115,10097,9916
0,TEMP,10459,10448,10377,10357,10115,10097
0,TEMP,10656,10459,10448,10377,10357,10115
0,TEMP,10668,10656,10459,10448,10377,10357
0,TEMP,10680,10668,10656,10459,10448,10377
0,TEMP,10738,10680,10668,10656,10459,10448
0,TEMP,10780,10738,10680,10668,10656,10459
0,TEMP,10835,10780,10738,10680,10668,10656
0,TEMP,10925,10835,10780,10738,10680,10668
0,TEMP,10933,10925,10835,10780,10738,10680
0,TEMP,11024,10933,10925,10835,10780,10738
0,TEMP,11027,11024,10933,10925,10835,10780
0,TEMP,11035,11027,11024,10933,10925,10835
0,TEMP,11292,11035,11027,11024,10933,10925
0,TEMP,11296,11292,11035,11027,11024,10933
0,TEMP,11561,11296,11292,11035,11027,11024
0,TEMP,11708,11561,11296,11292,11035,11027
0,TEMP,11743,11708,11561,11296,11292,11035
0,TEMP,11747,11743,11708,11561,11296,11292
0,TEMP#,11476,11474,9737,9731,9719,9434
0,TEMP#,11505,11476,11474,9737,9731,9719
