,team,race,idlag1,idlag2,idlag3,idlag4,idlag5
0,TEMP#,11557,11505,11476,11474,9737,9731
0,TEMP#,11583,11557,11505,11476,11474,9737
0,TEX,5140,5139,3541,3421,221,100
0,TEX,6470,5140,5139,3541,3421,221
0,TEX,8138,6470,5140,5139,3541,3421
0,TEX,9289,8138,6470,5140,5139,3541
0,TEX,9297,9289,8138,6470,5140,5139
0,TEX,9311,9297,9289,8138,6470,5140
0,TEX,9315,9311,9297,9289,8138,6470
0,TEX,9398,9315,9311,9297,9289,8138
0,TEX,9690,9398,9315,9311,9297,9289
0,TEX,9848,9690,9398,9315,9311,9297
0,TEX,9859,9848,9690,9398,9315,9311
0,TEX,10189,9859,9848,9690,9398,9315
0,TEX,10190,10189,9859,9848,9690,9398
0,TEX,10196,10190,10189,9859,9848,9690
0,TEX,10265,10196,10190,10189,9859,9848
0,TEX,10282,10265,10196,10190,10189,9859
0,TEX,10752,10282,10265,10196,10190,10189
0,TEX,11018,10752,10282,10265,10196,10190
0,TEX,11573,11018,10752,10282,10265,10196
0,TEX,11590,11573,11018,10752,10282,10265
0,TRIN,5493,4508,4443,3718,1083,370
0,TRIN,5519,5493,4508,4443,3718,1083
0,TRIN,5654,5519,5493,4508,4443,3718
0,TRIN,5724,5654,5519,5493,4508,4443
0,TRIN,5883,5724,5654,5519,5493,4508
0,TRIN,7205,5883,5724,5654,5519,5493
0,TRIN,7217,7205,5883,5724,5654,5519
0,TRIN,8706,7217,7205,5883,5724,5654
0,TRIN,8900,8706,7217,7205,5883,5724
0,TRIN,9720,8900,8706,7217,7205,5883
0,TRIN,9733,9720,8900,8706,7217,7205
0,TRIN,9737,9733,9720,8900,8706,7217
0,TRIN,9899,9737,9733,9720,8900,8706
0,TRIN,9948,9899,9737,9733,9720,8900
0,TRIN,10067,9948,9899,9737,9733,9720
0,TRIN,10072,10067,9948,9899,9737,9733
0,TRIN,10092,10072,10067,9948,9899,9737
0,TRIN,10101,10092,10072,10067,9948,9899
0,TRIN,10437,10101,10092,10072,10067,9948
0,TRIN,10670,10437,10101,10092,10072,10067
0,TRIN,10673,10670,10437,10101,10092,10072
0,TRIN,10739,10673,10670,10437,10101,10092
0,TRIN,10856,10739,10673,10670,10437,10101
0,TRIN,10893,10856,10739,10673,10670,10437
0,TRIN,10896,10893,10856,10739,10673,10670
0,TRIN,10926,10896,10893,10856,10739,10673
0,TRIN,10930,10926,10896,10893,10856,10739
0,TRIN,11213,10930,10926,10896,10893,10856
0,TRIN,11474,11213,10930,10926,10896,10893
0,TRIN,11477,11474,11213,10930,10926,10896
0,TRIN,11486,11477,11474,11213,10930,10926
0,TRIN,11511,11486,11477,11474,11213,10930
0,TRIN,11572,11511,11486,11477,11474,11213
0,TRIN,11664,11572,11511,11486,11477,11474
0,TRIN,11709,11664,11572,11511,11486,11477
0,TRIN,11712,11709,11664,11572,11511,11486
0,TRIN,11767,11712,11709,11664,11572,11511
0,TRIN,11769,11767,11712,11709,11664,11572
0,TUFT,7081,6753,5708,3925,3922,3720
0,TUFT,7235,7081,6753,5708,3925,3922
0,TUFT,7281,7235,7081,6753,5708,3925
0,TUFT,8281,7281,7235,7081,6753,5708
0,TUFT,8282,8281,7281,7235,7081,6753
0,TUFT,8283,8282,8281,7281,7235,7081
0,TUFT,8544,8283,8282,8281,7281,7235
0,TUFT,8704,8544,8283,8282,8281,7281
0,TUFT,8783,8704,8544,8283,8282,8281
0,TUFT,9500,8783,8704,8544,8283,8282
0,TUFT,9698,9500,8783,8704,8544,8283
0,TUFT,9727,9698,9500,8783,8704,8544
0,TUFT,9752,9727,9698,9500,8783,8704
0,TUFT,9854,9752,9727,9698,9500,8783
0,TUFT,9869,9854,9752,9727,9698,9500
0,TUFT,9946,9869,9854,9752,9727,9698
0,TUFT,10068,9946,9869,9854,9752,9727
0,TUFT,10072,10068,9946,9869,9854,9752
0,TUFT,10093,10072,10068,9946,9869,9854
0,TUFT,10095,10093,10072,10068,9946,9869
0,TUFT,10535,10095,10093,10072,10068,9946
0,TUFT,10551,10535,10095,10093,10072,10068
0,TUFT,10552,10551,10535,10095,10093,10072
0,TUFT,10571,10552,10551,10535,10095,10093
0,TUFT,10572,10571,10552,10551,10535,10095
0,TUFT,10653,10572,10571,10552,10551,10535
0,TUFT,10679,10653,10572,10571,10552,10551
0,TUFT,10777,10679,10653,10572,10571,10552
0,TUFT,10826,10777,10679,10653,10572,10571
0,TUFT,10888,10826,10777,10679,10653,10572
0,TUFT,10899,10888,10826,10777,10679,10653
0,TUFT,10926,10899,10888,10826,10777,10679
0,TUFT,10928,10926,10899,10888,10826,10777
0,TUFT,11290,10928,10926,10899,10888,10826
0,TUFT,11299,11290,10928,10926,10899,10888
0,TUFT,11480,11299,11290,10928,10926,10899
0,TUFT,11482,11480,11299,11290,10928,10926
0,TUFT,11593,11482,11480,11299,11290,10928
0,TUFT,11648,11593,11482,11480,11299,11290
0,TUFT,11698,11648,11593,11482,11480,11299
0,TUFT,11709,11698,11648,11593,11482,11480
0,TUFT,11764,11709,11698,11648,11593,11482
0,TUFT,11765,11764,11709,11698,11648,11593
0,TULN,9399,8482,6470,6399,3720,3239
0,TULN,9455,9399,8482,6470,6399,3720
0,TULN,9588,9455,9399,8482,6470,6399
0,TULN,9862,9588,9455,9399,8482,6470
0,TULN,11573,9862,9588,9455,9399,8482
0,TULN,11582,11573,9862,9588,9455,9399
0,UBC,10894,10377,10356,9625,3856,3683
0,UCDV,8483,7875,4060,3679,3658,1067
0,UCDV,9292,8483,7875,4060,3679,3658
0,UCDV,9297,9292,8483,7875,4060,3679
0,UCDV,9311,9297,9292,8483,7875,4060
0,UCDV,9316,9311,9297,9292,8483,7875
0,UCDV,9371,9316,9311,9297,9292,8483
0,UCDV,9396,9371,9316,9311,9297,9292
0,UCDV,9433,9396,9371,9316,9311,9297
0,UCDV,9625,9433,9396,9371,9316,9311
0,UCDV,9855,9625,9433,9396,9371,9316
0,UCDV,10013,9855,9625,9433,9396,9371
0,UCDV,10049,10013,9855,9625,9433,9396
0,UCDV,10113,10049,10013,9855,9625,9433
0,UCDV,10188,10113,10049,10013,9855,9625
0,UCDV,10190,10188,10113,10049,10013,9855
0,UCDV,10196,10190,10188,10113,10049,10013
0,UCDV,10245,10196,10190,10188,10113,10049
0,UCDV,10247,10245,10196,10190,10188,10113
0,UCDV,10260,10247,10245,10196,10190,10188
0,UCDV,10357,10260,10247,10245,10196,10190
0,UCDV,10384,10357,10260,10247,10245,10196
0,UCDV,10659,10384,10357,10260,10247,10245
0,UCDV,10833,10659,10384,10357,10260,10247
0,UCDV,10861,10833,10659,10384,10357,10260
0,UCDV,11018,10861,10833,10659,10384,10357
0,UCDV,11051,11018,10861,10833,10659,10384
0,UCDV,11058,11051,11018,10861,10833,10659
0,UCDV,11079,11058,11051,11018,10861,10833
0,UCIR,3862,3679,3329,856,39,23
0,UCIR,4064,3862,3679,3329,856,39
0,UCIR,4524,4064,3862,3679,3329,856
0,UCIR,5088,4524,4064,3862,3679,3329
0,UCIR,6460,5088,4524,4064,3862,3679
0,UCIR,6752,6460,5088,4524,4064,3862
0,UCIR,7599,6752,6460,5088,4524,4064
0,UCIR,7730,7599,6752,6460,5088,4524
0,UCIR,7741,7730,7599,6752,6460,5088
0,UCIR,7747,7741,7730,7599,6752,6460
0,UCIR,7868,7747,7741,7730,7599,6752
0,UCIR,7910,7868,7747,7741,7730,7599
0,UCIR,8013,7910,7868,7747,7741,7730
0,UCIR,8476,8013,7910,7868,7747,7741
0,UCIR,9371,8476,8013,7910,7868,7747
0,UCIR,9408,9371,8476,8013,7910,7868
0,UCIR,9635,9408,9371,8476,8013,7910
0,UCIR,9701,9635,9408,9371,8476,8013
0,UCIR,10014,9701,9635,9408,9371,8476
0,UCIR,10049,10014,9701,9635,9408,9371
0,UCIR,10188,10049,10014,9701,9635,9408
0,UCIR,10195,10188,10049,10014,9701,9635
0,UCIR,10245,10195,10188,10049,10014,9701
0,UCIR,10267,10245,10195,10188,10049,10014
0,UCIR,10432,10267,10245,10195,10188,10049
0,UCIR,10453,10432,10267,10245,10195,10188
0,UCIR,10638,10453,10432,10267,10245,10195
0,UCIR,10833,10638,10453,10432,10267,10245
0,UCIR,10860,10833,10638,10453,10432,10267
0,UCIR,11051,10860,10833,10638,10453,10432
0,UCIR,11083,11051,10860,10833,10638,10453
0,UCIR,11085,11083,11051,10860,10833,10638
0,UCIR,11461,11085,11083,11051,10860,10833
0,UCLA,3236,1091,837,131,39,3
0,UCLA,3319,3236,1091,837,131,39
0,UCLA,3678,3319,3236,1091,837,131
0,UCLA,4064,3678,3319,3236,1091,837
0,UCLA,4524,4064,3678,3319,3236,1091
0,UCLA,4563,4524,4064,3678,3319,3236
0,UCLA,4985,4563,4524,4064,3678,3319
0,UCLA,5088,4985,4563,4524,4064,3678
0,UCLA,6395,5088,4985,4563,4524,4064
0,UCLA,6442,6395,5088,4985,4563,4524
0,UCLA,6523,6442,6395,5088,4985,4563
0,UCLA,6752,6523,6442,6395,5088,4985
0,UCLA,7208,6752,6523,6442,6395,5088
0,UCLA,7599,7208,6752,6523,6442,6395
0,UCLA,7868,7599,7208,6752,6523,6442
0,UCLA,7910,7868,7599,7208,6752,6523
0,UCLA,7970,7910,7868,7599,7208,6752
0,UCLA,8135,7970,7910,7868,7599,7208
0,UCLA,8685,8135,7970,7910,7868,7599
0,UCLA,8932,8685,8135,7970,7910,7868
0,UCLA,9371,8932,8685,8135,7970,7910
0,UCLA,9408,9371,8932,8685,8135,7970
0,UCLA,9515,9408,9371,8932,8685,8135
0,UCLA,9517,9515,9408,9371,8932,8685
0,UCLA,9635,9517,9515,9408,9371,8932
0,UCLA,9918,9635,9517,9515,9408,9371
0,UCLA,10013,9918,9635,9517,9515,9408
0,UCLA,10049,10013,9918,9635,9517,9515
0,UCLA,10141,10049,10013,9918,9635,9517
0,UCLA,10147,10141,10049,10013,9918,9635
0,UCLA,10187,10147,10141,10049,10013,9918
0,UCLA,10198,10187,10147,10141,10049,10013
0,UCLA,10245,10198,10187,10147,10141,10049
0,UCLA,10267,10245,10198,10187,10147,10141
0,UCLA,10356,10267,10245,10198,10187,10147
0,UCLA,10384,10356,10267,10245,10198,10187
0,UCLA,10432,10384,10356,10267,10245,10198
0,UCLA,10456,10432,10384,10356,10267,10245
0,UCLA,10550,10456,10432,10384,10356,10267
0,UCLA,10834,10550,10456,10432,10384,10356
0,UCLA,10861,10834,10550,10456,10432,10384
0,UCLA,10892,10861,10834,10550,10456,10432
0,UCLA,10967,10892,10861,10834,10550,10456
0,UCLA,10971,10967,10892,10861,10834,10550
0,UCLA,11014,10971,10967,10892,10861,10834
0,UCLA,11019,11014,10971,10967,10892,10861
0,UCLA,11051,11019,11014,10971,10967,10892
0,UCLA,11083,11051,11019,11014,10971,10967
0,UCLA,11084,11083,11051,11019,11014,10971
0,UCLA,11217,11084,11083,11051,11019,11014
0,UCLA,11481,11217,11084,11083,11051,11019
0,UCSB,3862,3679,837,610,39,23
0,UCSB,4072,3862,3679,837,610,39
0,UCSB,4150,4072,3862,3679,837,610
0,UCSB,4524,4150,4072,3862,3679,837
0,UCSB,5088,4524,4150,4072,3862,3679
0,UCSB,6442,5088,4524,4150,4072,3862
0,UCSB,6525,6442,5088,4524,4150,4072
0,UCSB,7599,6525,6442,5088,4524,4150
0,UCSB,7730,7599,6525,6442,5088,4524
0,UCSB,7740,7730,7599,6525,6442,5088
0,UCSB,7747,7740,7730,7599,6525,6442
0,UCSB,7868,7747,7740,7730,7599,6525
0,UCSB,7910,7868,7747,7740,7730,7599
0,UCSB,7970,7910,7868,7747,7740,7730
0,UCSB,8142,7970,7910,7868,7747,7740
0,UCSB,9292,8142,7970,7910,7868,7747
0,UCSB,9312,9292,8142,7970,7910,7868
0,UCSB,9315,9312,9292,8142,7970,7910
0,UCSB,9371,9315,9312,9292,8142,7970
0,UCSB,9375,9371,9315,9312,9292,8142
0,UCSB,9377,9375,9371,9315,9312,9292
0,UCSB,9408,9377,9375,9371,9315,9312
0,UCSB,9620,9408,9377,9375,9371,9315
0,UCSB,9918,9620,9408,9377,9375,9371
0,UCSB,10013,9918,9620,9408,9377,9375
0,UCSB,10049,10013,9918,9620,9408,9377
0,UCSB,10189,10049,10013,9918,9620,9408
0,UCSB,10195,10189,10049,10013,9918,9620
0,UCSB,10245,10195,10189,10049,10013,9918
0,UCSB,10267,10245,10195,10189,10049,10013
0,UCSB,10358,10267,10245,10195,10189,10049
0,UCSB,10377,10358,10267,10245,10195,10189
0,UCSB,10834,10377,10358,10267,10245,10195
0,UCSB,10860,10834,10377,10358,10267,10245
0,UCSB,10892,10860,10834,10377,10358,10267
0,UCSB,11014,10892,10860,10834,10377,10358
0,UCSB,11021,11014,10892,10860,10834,10377
0,UCSB,11051,11021,11014,10892,10860,10834
0,UCSD,5432,4526,3852,3678,3297,31
0,UCSD,5454,5432,4526,3852,3678,3297
0,UCSD,5460,5454,5432,4526,3852,3678
0,UCSD,7663,5460,5454,5432,4526,3852
0,UCSD,7868,7663,5460,5454,5432,4526
0,UCSD,7880,7868,7663,5460,5454,5432
0,UCSD,9194,7880,7868,7663,5460,5454
0,UCSD,9371,9194,7880,7868,7663,5460
0,UCSD,9418,9371,9194,7880,7868,7663
0,UCSD,9625,9418,9371,9194,7880,7868
0,UCSD,9836,9625,9418,9371,9194,7880
0,UCSD,9843,9836,9625,9418,9371,9194
0,UCSD,10013,9843,9836,9625,9418,9371
0,UCSD,10049,10013,9843,9836,9625,9418
0,UCSD,10114,10049,10013,9843,9836,9625
0,UCSD,10210,10114,10049,10013,9843,9836
0,UCSD,10211,10210,10114,10049,10013,9843
0,UCSD,10212,10211,10210,10114,10049,10013
0,UCSD,10215,10212,10211,10210,10114,10049
0,UCSD,10245,10215,10212,10211,10210,10114
0,UCSD,10269,10245,10215,10212,10211,10210
0,UCSD,10272,10269,10245,10215,10212,10211
0,UCSD,10273,10272,10269,10245,10215,10212
0,UCSD,10357,10273,10272,10269,10245,10215
0,UCSD,10384,10357,10273,10272,10269,10245
0,UCSD,10647,10384,10357,10273,10272,10269
0,UCSD,10666,10647,10384,10357,10273,10272
0,UCSD,10672,10666,10647,10384,10357,10273
0,UCSD,10837,10672,10666,10647,10384,10357
0,UCSD,10860,10837,10672,10666,10647,10384
0,UCSD,10942,10860,10837,10672,10666,10647
0,UCSD,11022,10942,10860,10837,10672,10666
0,UCSD,11029,11022,10942,10860,10837,10672
0,UCSD,11036,11029,11022,10942,10860,10837
0,UCSD,11051,11036,11029,11022,10942,10860
0,UCSD,11567,11051,11036,11029,11022,10942
0,UCSD,11581,11567,11051,11036,11029,11022
0,UGA,9457,9456,9359,9314,9293,9292
0,UGA,9583,9457,9456,9359,9314,9293
0,UGA,9585,9583,9457,9456,9359,9314
0,UGA,9862,9585,9583,9457,9456,9359
0,UGA,10138,9862,9585,9583,9457,9456
0,UGA,10139,10138,9862,9585,9583,9457
0,UGA,10155,10139,10138,9862,9585,9583
0,UGA,10157,10155,10139,10138,9862,9585
0,UGA,10190,10157,10155,10139,10138,9862
0,UGA,10198,10190,10157,10155,10139,10138
0,UGA,10230,10198,10190,10157,10155,10139
0,UGA,10240,10230,10198,10190,10157,10155
0,UGA,10282,10240,10230,10198,10190,10157
0,UGA,10345,10282,10240,10230,10198,10190
0,UGA,10365,10345,10282,10240,10230,10198
0,UGA,10753,10365,10345,10282,10240,10230
0,UGA,10779,10753,10365,10345,10282,10240
0,UGA,10968,10779,10753,10365,10345,10282
0,UGA,10969,10968,10779,10753,10365,10345
0,UGA,10986,10969,10968,10779,10753,10365
0,UGA,11020,10986,10969,10968,10779,10753
0,UGA,11044,11020,10986,10969,10968,10779
0,UGA,11573,11044,11020,10986,10969,10968
0,UGA,11584,11573,11044,11020,10986,10969
0,UGA,11774,11584,11573,11044,11020,10986
0,UGA,11775,11774,11584,11573,11044,11020
0,UGA,11777,11775,11774,11584,11573,11044
0,UMAS,8286,8281,7372,7277,5911,815
0,UMAS,8469,8286,8281,7372,7277,5911
0,UMAS,8893,8469,8286,8281,7372,7277
0,UMAS,9289,8893,8469,8286,8281,7372
0,UMAS,9293,9289,8893,8469,8286,8281
0,UMAS,9311,9293,9289,8893,8469,8286
0,UMAS,9316,9311,9293,9289,8893,8469
0,UMAS,9504,9316,9311,9293,9289,8893
0,UMAS,9627,9504,9316,9311,9293,9289
0,UMAS,9722,9627,9504,9316,9311,9293
0,UMAS,9727,9722,9627,9504,9316,9311
0,UMAS,9728,9727,9722,9627,9504,9316
0,UMAS,9902,9728,9727,9722,9627,9504
0,UMAS,10017,9902,9728,9727,9722,9627
0,UMAS,10067,10017,9902,9728,9727,9722
0,UMAS,10070,10067,10017,9902,9728,9727
0,UMAS,10092,10070,10067,10017,9902,9728
0,UMAS,10093,10092,10070,10067,10017,9902
0,UMAS,10187,10093,10092,10070,10067,10017
0,UMAS,10188,10187,10093,10092,10070,10067
0,UMAS,10196,10188,10187,10093,10092,10070
0,UMAS,10553,10196,10188,10187,10093,10092
0,UMAS,10570,10553,10196,10188,10187,10093
0,UMAS,10572,10570,10553,10196,10188,10187
0,UMAS,10633,10572,10570,10553,10196,10188
0,UMAS,10667,10633,10572,10570,10553,10196
0,UMAS,10778,10667,10633,10572,10570,10553
0,UMAS,10814,10778,10667,10633,10572,10570
0,UMAS,10888,10814,10778,10667,10633,10572
0,UMAS,10899,10888,10814,10778,10667,10633
0,UMAS,10929,10899,10888,10814,10778,10667
0,UMAS,10937,10929,10899,10888,10814,10778
0,UMAS,11013,10937,10929,10899,10888,10814
0,UMAS,11021,11013,10937,10929,10899,10888
0,UMAS,11301,11021,11013,10937,10929,10899
0,UMAS,11438,11301,11021,11013,10937,10929
0,UMAS,11479,11438,11301,11021,11013,10937
0,UMAS,11576,11479,11438,11301,11021,11013
0,UMAS,11635,11576,11479,11438,11301,11021
0,UMAS,11698,11635,11576,11479,11438,11301
0,UMAS,11709,11698,11635,11576,11479,11438
0,UMAS,11746,11709,11698,11635,11576,11479
0,UMAS,11757,11746,11709,11698,11635,11576
0,UNC,9195,9193,9160,7747,7740,7732
0,UNC,9289,9195,9193,9160,7747,7740
0,UNC,9312,9289,9195,9193,9160,7747
0,UNC,9316,9312,9289,9195,9193,9160
0,UNC,9494,9316,9312,9289,9195,9193
0,UNC,9502,9494,9316,9312,9289,9195
0,UNC,9718,9502,9494,9316,9312,9289
0,UNC,9731,9718,9502,9494,9316,9312
0,UNC,9737,9731,9718,9502,9494,9316
0,UNC,9842,9737,9731,9718,9502,9494
0,UNC,9848,9842,9737,9731,9718,9502
0,UNC,10097,9848,9842,9737,9731,9718
0,UNC,10116,10097,9848,9842,9737,9731
0,UNC,10189,10116,10097,9848,9842,9737
0,UNC,10195,10189,10116,10097,9848,9842
0,UNC,10358,10195,10189,10116,10097,9848
0,UNC,10384,10358,10195,10189,10116,10097
0,UNC,10443,10384,10358,10195,10189,10116
0,UNC,10459,10443,10384,10358,10195,10189
0,UNC,10752,10459,10443,10384,10358,10195
0,UNC,10784,10752,10459,10443,10384,10358
0,UNC,10929,10784,10752,10459,10443,10384
0,UNC,10937,10929,10784,10752,10459,10443
0,UNC,11014,10937,10929,10784,10752,10459
0,UNC,11021,11014,10937,10929,10784,10752
0,UNC,11474,11021,11014,10937,10929,10784
0,UNC,11486,11474,11021,11014,10937,10929
0,UNC,11505,11486,11474,11021,11014,10937
0,UNC,11566,11505,11486,11474,11021,11014
0,UNC,11590,11566,11505,11486,11474,11021
0,UNC,11751,11590,11566,11505,11486,11474
0,UNH,7206,5897,5724,3923,3922,420
0,UNH,7217,7206,5897,5724,3923,3922
0,UNH,7277,7217,7206,5897,5724,3923
0,UNH,7726,7277,7217,7206,5897,5724
0,UNH,7740,7726,7277,7217,7206,5897
0,UNH,7744,7740,7726,7277,7217,7206
0,UNH,8706,7744,7740,7726,7277,7217
0,UNH,8878,8706,7744,7740,7726,7277
0,UNH,8928,8878,8706,7744,7740,7726
0,UNH,9290,8928,8878,8706,7744,7740
0,UNH,9294,9290,8928,8878,8706,7744
0,UNH,9311,9294,9290,8928,8878,8706
0,UNH,9316,9311,9294,9290,8928,8878
0,UNH,9416,9316,9311,9294,9290,8928
0,UNH,9627,9416,9316,9311,9294,9290
0,UNH,9858,9627,9416,9316,9311,9294
0,UNH,9869,9858,9627,9416,9316,9311
0,UNH,9899,9869,9858,9627,9416,9316
0,UNH,10000,9899,9869,9858,9627,9416
0,UNH,10037,10000,9899,9869,9858,9627
0,UNH,10070,10037,10000,9899,9869,9858
0,UNH,10092,10070,10037,10000,9899,9869
0,UNH,10093,10092,10070,10037,10000,9899
0,UNH,10187,10093,10092,10070,10037,10000
0,UNH,10194,10187,10093,10092,10070,10037
0,UNH,10643,10194,10187,10093,10092,10070
0,UNH,10671,10643,10194,10187,10093,10092
0,UNH,10739,10671,10643,10194,10187,10093
0,UNH,10778,10739,10671,10643,10194,10187
0,UNH,10890,10778,10739,10671,10643,10194
0,UNH,10897,10890,10778,10739,10671,10643
0,UNH,10922,10897,10890,10778,10739,10671
0,UNH,10931,10922,10897,10890,10778,10739
0,UNH,11020,10931,10922,10897,10890,10778
0,UNH,11469,11020,10931,10922,10897,10890
0,UNH,11572,11469,11020,10931,10922,10897
0,UNH,11646,11572,11469,11020,10931,10922
0,UNH,11705,11646,11572,11469,11020,10931
0,UNH,11712,11705,11646,11572,11469,11020
0,UNH,11762,11712,11705,11646,11572,11469
0,UNH,11766,11762,11712,11705,11646,11572
0,UNIO,1069,1020,942,736,652,419
0,UNIO,1072,1069,1020,942,736,652
0,UNIO,1202,1072,1069,1020,942,736
0,UNIO,1205,1202,1072,1069,1020,942
0,UNIO,3707,1205,1202,1072,1069,1020
0,UNIO,3840,3707,1205,1202,1072,1069
0,UNIO,4061,3840,3707,1205,1202,1072
0,UNIO,4275,4061,3840,3707,1205,1202
0,UNIO,5512,4275,4061,3840,3707,1205
0,UNIO,5616,5512,4275,4061,3840,3707
0,UNIO,5742,5616,5512,4275,4061,3840
0,UNIO,5843,5742,5616,5512,4275,4061
0,UNIO,5913,5843,5742,5616,5512,4275
0,UNIO,6010,5913,5843,5742,5616,5512
0,UNIO,6988,6010,5913,5843,5742,5616
0,UNIO,7083,6988,6010,5913,5843,5742
0,UNIO,7280,7083,6988,6010,5913,5843
0,UNIO,7381,7280,7083,6988,6010,5913
0,UNIO,8771,7381,7280,7083,6988,6010
0,UNIO,8901,8771,7381,7280,7083,6988
0,UNIO,9729,8901,8771,7381,7280,7083
0,UNIO,9954,9729,8901,8771,7381,7280
0,UNIO,10658,9954,9729,8901,8771,7381
0,UNIO,10726,10658,9954,9729,8901,8771
0,UNIO,10745,10726,10658,9954,9729,8901
0,UNIO,10870,10745,10726,10658,9954,9729
0,UNIO,11300,10870,10745,10726,10658,9954
0,UNIO,11564,11300,10870,10745,10726,10658
0,UNIO,11679,11564,11300,10870,10745,10726
0,URI,4508,4110,3730,815,750,420
0,URI,5492,4508,4110,3730,815,750
0,URI,5519,5492,4508,4110,3730,815
0,URI,5641,5519,5492,4508,4110,3730
0,URI,5911,5641,5519,5492,4508,4110
0,URI,9494,5911,5641,5519,5492,4508
0,URI,9505,9494,5911,5641,5519,5492
0,URI,9627,9505,9494,5911,5641,5519
0,URI,9720,9627,9505,9494,5911,5641
0,URI,9733,9720,9627,9505,9494,5911
0,URI,9751,9733,9720,9627,9505,9494
0,URI,9919,9751,9733,9720,9627,9505
0,URI,10068,9919,9751,9733,9720,9627
0,URI,10072,10068,9919,9751,9733,9720
0,URI,10443,10072,10068,9919,9751,9733
0,URI,10454,10443,10072,10068,9919,9751
0,URI,10530,10454,10443,10072,10068,9919
0,URI,10643,10530,10454,10443,10072,10068
0,URI,10671,10643,10530,10454,10443,10072
0,URI,10742,10671,10643,10530,10454,10443
0,URI,10777,10742,10671,10643,10530,10454
0,URI,10778,10777,10742,10671,10643,10530
0,URI,10893,10778,10777,10742,10671,10643
0,URI,10897,10893,10778,10777,10742,10671
0,URI,11472,10897,10893,10778,10777,10742
0,URI,11509,11472,10897,10893,10778,10777
0,URI,11698,11509,11472,10897,10893,10778
0,URI,11705,11698,11509,11472,10897,10893
0,USC,4563,4523,4150,3680,3658,1091
0,USC,5088,4563,4523,4150,3680,3658
0,USC,6394,5088,4563,4523,4150,3680
0,USC,6525,6394,5088,4563,4523,4150
0,USC,7208,6525,6394,5088,4563,4523
0,USC,7873,7208,6525,6394,5088,4563
0,USC,7910,7873,7208,6525,6394,5088
0,USC,8142,7910,7873,7208,6525,6394
0,USC,8932,8142,7910,7873,7208,6525
0,USC,10239,8932,8142,7910,7873,7208
0,USC,10550,10239,8932,8142,7910,7873
0,USC,10834,10550,10239,8932,8142,7910
0,USC,10866,10834,10550,10239,8932,8142
0,USD,4526,3852,3680,3297,131,31
0,USD,5088,4526,3852,3680,3297,131
0,USD,7599,5088,4526,3852,3680,3297
0,USD,7663,7599,5088,4526,3852,3680
0,USD,7910,7663,7599,5088,4526,3852
0,USD,9194,7910,7663,7599,5088,4526
0,USD,9408,9194,7910,7663,7599,5088
0,USD,9418,9408,9194,7910,7663,7599
0,USD,9625,9418,9408,9194,7910,7663
0,USD,9773,9625,9418,9408,9194,7910
0,USD,9839,9773,9625,9418,9408,9194
0,USD,10114,9839,9773,9625,9418,9408
0,USD,10268,10114,9839,9773,9625,9418
0,USD,10273,10268,10114,9839,9773,9625
0,USD,10274,10273,10268,10114,9839,9773
0,USD,10275,10274,10273,10268,10114,9839
0,USD,10356,10275,10274,10273,10268,10114
0,USD,10377,10356,10275,10274,10273,10268
0,USD,10673,10377,10356,10275,10274,10273
0,USD,10680,10673,10377,10356,10275,10274
0,USD,10837,10680,10673,10377,10356,10275
0,USD,10860,10837,10680,10673,10377,10356
0,USD,10942,10860,10837,10680,10673,10377
0,USD,11027,10942,10860,10837,10680,10673
0,USD,11028,11027,10942,10860,10837,10680
0,USD,11035,11028,11027,10942,10860,10837
0,UVA,5447,5434,3984,3945,3882,1206
0,UVA,5452,5447,5434,3984,3945,3882
0,UVA,6815,5452,5447,5434,3984,3945
0,UVA,6995,6815,5452,5447,5434,3984
0,UVA,7001,6995,6815,5452,5447,5434
0,UVA,7726,7001,6995,6815,5452,5447
0,UVA,7740,7726,7001,6995,6815,5452
0,UVA,7747,7740,7726,7001,6995,6815
0,UVA,8335,7747,7740,7726,7001,6995
0,UVA,8470,8335,7747,7740,7726,7001
0,UVA,9166,8470,8335,7747,7740,7726
0,UVA,9188,9166,8470,8335,7747,7740
0,UVA,9196,9188,9166,8470,8335,7747
0,UVA,9294,9196,9188,9166,8470,8335
0,UVA,9312,9294,9196,9188,9166,8470
0,UVA,9316,9312,9294,9196,9188,9166
0,UVA,9499,9316,9312,9294,9196,9188
0,UVA,9505,9499,9316,9312,9294,9196
0,UVA,9718,9505,9499,9316,9312,9294
0,UVA,9731,9718,9505,9499,9316,9312
0,UVA,9751,9731,9718,9505,9499,9316
0,UVA,9811,9751,9731,9718,9505,9499
0,UVA,9842,9811,9751,9731,9718,9505
0,UVA,10098,9842,9811,9751,9731,9718
0,UVA,10116,10098,9842,9811,9751,9731
0,UVA,10188,10116,10098,9842,9811,9751
0,UVA,10195,10188,10116,10098,9842,9811
0,UVA,10448,10195,10188,10116,10098,9842
0,UVA,10464,10448,10195,10188,10116,10098
0,UVA,10656,10464,10448,10195,10188,10116
0,UVA,10666,10656,10464,10448,10195,10188
0,UVA,10680,10666,10656,10464,10448,10195
0,UVA,10751,10680,10666,10656,10464,10448
0,UVA,10784,10751,10680,10666,10656,10464
0,UVA,10925,10784,10751,10680,10666,10656
0,UVA,10933,10925,10784,10751,10680,10666
0,UVA,11013,10933,10925,10784,10751,10680
