,raceid,date,crewtype,racetype,file,number,teams,racename,distance,team,time,minutes,seconds,time_in_secs
1403,495,2011-04-02,MHJ,Final,RowData2011.csv,2,"['BRWN', 'BU']",Boston University vs. Brown,2000.0,BU,7:01.2,7,1.2,421.2
1404,496,2011-04-02,MHN,Final,RowData2011.csv,1,"['BU', 'BRWN']",Boston University vs. Brown,2000.0,BU,6:49.0,6,49.0,409.0
1405,496,2011-04-02,MHN,Final,RowData2011.csv,2,"['BU', 'BRWN']",Boston University vs. Brown,2000.0,BRWN,7:12.0,7,12.0,432.0
1406,497,2011-04-02,MHV,Final,RowData2011.csv,1,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,DART,5:53.6,5,53.6,353.6
1407,497,2011-04-02,MHV,Final,RowData2011.csv,2,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,HC,6:05.8,6,5.8,365.8
1408,498,2011-04-02,MHN,Final,RowData2011.csv,1,"['PRIN', 'SYRA', 'GEOR']",Annual Skirmish,2000.0,PRIN,6:06.3,6,6.3,366.3
1409,498,2011-04-02,MHN,Final,RowData2011.csv,2,"['PRIN', 'SYRA', 'GEOR']",Annual Skirmish,2000.0,SYRA,6:18.4,6,18.4,378.4
1410,498,2011-04-02,MHN,Final,RowData2011.csv,3,"['PRIN', 'SYRA', 'GEOR']",Annual Skirmish,2000.0,GEOR,6:24.9,6,24.9,384.9
1411,499,2011-04-02,MHJ,Final,RowData2011.csv,1,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,DART,6:08.2,6,8.2,368.2
1412,499,2011-04-02,MHJ,Final,RowData2011.csv,2,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,HC,6:19.6,6,19.6,379.6
1413,500,2011-04-02,MHN,Final,RowData2011.csv,1,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,DART,6:13.2,6,13.2,373.2
1414,500,2011-04-02,MHN,Final,RowData2011.csv,2,"['DART', 'HC']",Holy Cross vs. Dartmouth,2000.0,HC,6:17.4,6,17.4,377.4
1415,501,2011-04-02,MHV,Final,RowData2011.csv,1,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,HARV,6:58.9,6,58.9,418.9
1416,501,2011-04-02,MHV,Final,RowData2011.csv,2,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,CORN,7:16.8,7,16.8,436.8
1417,502,2011-04-02,MHJ,Final,RowData2011.csv,1,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,HARV,6:50.7,6,50.7,410.7
1418,502,2011-04-02,MHJ,Final,RowData2011.csv,2,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,CORN,7:00.0,7,0.0,420.0
1419,503,2011-04-02,MHN,Final,RowData2011.csv,1,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,HARV,6:48.3,6,48.3,408.3
1420,503,2011-04-02,MHN,Final,RowData2011.csv,2,"['HARV', 'CORN']",Harvard University vs. Cornell University,2000.0,CORN,7:02.6,7,2.6,422.6
1421,504,2011-04-02,WHV,Final,RowData2011.csv,1,"['CORN', 'YALE', 'SYRA']",Cayuga Cup,2000.0,CORN,6:14.5,6,14.5,374.5
1422,504,2011-04-02,WHV,Final,RowData2011.csv,2,"['CORN', 'YALE', 'SYRA']",Cayuga Cup,2000.0,YALE,6:17.9,6,17.9,377.9
1423,504,2011-04-02,WHV,Final,RowData2011.csv,3,"['CORN', 'YALE', 'SYRA']",Cayuga Cup,2000.0,SYRA,6:39.5,6,39.5,399.5
1424,505,2011-04-02,WHJ,Final,RowData2011.csv,1,"['YALE', 'CORN', 'SYRA']",Cayuga Cup,2000.0,YALE,6:30.0,6,30.0,390.0
1425,505,2011-04-02,WHJ,Final,RowData2011.csv,2,"['YALE', 'CORN', 'SYRA']",Cayuga Cup,2000.0,CORN,6:31.6,6,31.6,391.6
1426,505,2011-04-02,WHJ,Final,RowData2011.csv,3,"['YALE', 'CORN', 'SYRA']",Cayuga Cup,2000.0,SYRA,6:44.5,6,44.5,404.5
1427,506,2011-04-02,WHV,Final,RowData2011.csv,1,"['UNH', 'HC']",Holy Cross vs. UNH,2000.0,UNH,6:55.8,6,55.8,415.8
1428,506,2011-04-02,WHV,Final,RowData2011.csv,2,"['UNH', 'HC']",Holy Cross vs. UNH,2000.0,HC,6:59.6,6,59.6,419.6
1429,507,2011-04-03,MHV,Final,RowData2011.csv,1,"['HAML', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,6:47.1,6,47.1,407.1
1430,507,2011-04-03,MHV,Final,RowData2011.csv,2,"['HAML', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:11.6,7,11.6,431.6
1431,508,2011-04-03,WHV,Final,RowData2011.csv,1,"['CONN', 'MRST', 'LASL']",Connecticut/LaSalle/Marist,2000.0,CONN,6:50.4,6,50.4,410.4
1432,508,2011-04-03,WHV,Final,RowData2011.csv,2,"['CONN', 'MRST', 'LASL']",Connecticut/LaSalle/Marist,2000.0,MRST,6:51.2,6,51.2,411.2
1433,508,2011-04-03,WHV,Final,RowData2011.csv,3,"['CONN', 'MRST', 'LASL']",Connecticut/LaSalle/Marist,2000.0,LASL,7:12.2,7,12.2,432.2
1434,509,2011-04-03,MHV,Final,RowData2011.csv,1,"['MRST', 'LASL', 'CONN']",Connecticut/LaSalle/Marist,2000.0,MRST,6:03.0,6,3.0,363.0
1435,509,2011-04-03,MHV,Final,RowData2011.csv,2,"['MRST', 'LASL', 'CONN']",Connecticut/LaSalle/Marist,2000.0,LASL,6:23.5,6,23.5,383.5
1436,509,2011-04-03,MHV,Final,RowData2011.csv,3,"['MRST', 'LASL', 'CONN']",Connecticut/LaSalle/Marist,2000.0,CONN,6:43.5,6,43.5,403.5
1437,510,2011-04-03,MHN,Final,RowData2011.csv,1,"['LASL', 'MRST', 'CONN']",Connecticut/LaSalle/Marist,2000.0,LASL,6:11.4,6,11.4,371.4
1438,510,2011-04-03,MHN,Final,RowData2011.csv,2,"['LASL', 'MRST', 'CONN']",Connecticut/LaSalle/Marist,2000.0,MRST,6:20.5,6,20.5,380.5
1439,510,2011-04-03,MHN,Final,RowData2011.csv,3,"['LASL', 'MRST', 'CONN']",Connecticut/LaSalle/Marist,2000.0,CONN,6:46.4,6,46.4,406.4
1440,511,2011-04-03,WHJ,Final,RowData2011.csv,1,"['HC', 'SIMM']",Holy Cross vs. Simmons,2000.0,HC,7:13.0,7,13.0,433.0
1441,511,2011-04-03,WHJ,Final,RowData2011.csv,2,"['HC', 'SIMM']",Holy Cross vs. Simmons,2000.0,SIMM,7:28.0,7,28.0,448.0
1442,512,2011-04-03,WHJ,Final,RowData2011.csv,1,"['BC', 'MIT']",BC vs. MIT Cup Race,2000.0,BC,8:27.0,8,27.0,507.0
1443,512,2011-04-03,WHJ,Final,RowData2011.csv,2,"['BC', 'MIT']",BC vs. MIT Cup Race,2000.0,MIT,8:38.7,8,38.7,518.7
1444,513,2011-04-03,WHV,Final,RowData2011.csv,1,"['HC', 'SIMM']",Holy Cross vs. Simmons,2000.0,HC,7:00.0,7,0.0,420.0
1445,513,2011-04-03,WHV,Final,RowData2011.csv,2,"['HC', 'SIMM']",Holy Cross vs. Simmons,2000.0,SIMM,7:07.5,7,7.5,427.5
1446,514,2011-04-03,MHV,Final,RowData2011.csv,1,"['TULN', 'UVM']",Tufts/Hamilton/Vermont/Tulane,0.0,TULN,6:51.8,6,51.8,411.8
1447,514,2011-04-03,MHV,Final,RowData2011.csv,2,"['TULN', 'UVM']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:16.9,7,16.9,436.9
1448,515,2011-04-03,MHJ,Final,RowData2011.csv,1,"['MRST', 'CONN']",Connecticut/LaSalle/Marist,2000.0,MRST,6:22.1,6,22.1,382.1
1449,515,2011-04-03,MHJ,Final,RowData2011.csv,2,"['MRST', 'CONN']",Connecticut/LaSalle/Marist,2000.0,CONN,6:45.6,6,45.6,405.6
1450,516,2011-04-03,MHV,Final,RowData2011.csv,1,"['TULN', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,TULN,6:52.7,6,52.7,412.7
1451,516,2011-04-03,MHV,Final,RowData2011.csv,2,"['TULN', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,7:08.8,7,8.8,428.8
1452,517,2011-04-03,MHV,Final,RowData2011.csv,1,"['ROCH', 'CARN', 'CWES']",University Rowing Association,2000.0,ROCH,6:25.0,6,25.0,385.0
1453,517,2011-04-03,MHV,Final,RowData2011.csv,2,"['ROCH', 'CARN', 'CWES']",University Rowing Association,2000.0,CARN,6:42.0,6,42.0,402.0
1454,517,2011-04-03,MHV,Final,RowData2011.csv,3,"['ROCH', 'CARN', 'CWES']",University Rowing Association,2000.0,CWES,7:37.0,7,37.0,457.0
1455,518,2011-04-03,WHJ,Final,RowData2011.csv,1,"['TUFT', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:15.4,7,15.4,435.4
1456,518,2011-04-03,WHJ,Final,RowData2011.csv,2,"['TUFT', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,7:19.5,7,19.5,439.5
1457,519,2011-04-03,WHJ,Final,RowData2011.csv,1,"['UVM', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:46.6,7,46.6,466.6
1458,519,2011-04-03,WHJ,Final,RowData2011.csv,2,"['UVM', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,8:17.8,8,17.8,497.8
1459,520,2011-04-03,WHJ,Final,RowData2011.csv,1,"['UVM', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:44.9,7,44.9,464.9
1460,520,2011-04-03,WHJ,Final,RowData2011.csv,2,"['UVM', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:45.9,7,45.9,465.9
1461,521,2011-04-03,WHV,Final,RowData2011.csv,1,"['HAML', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,7:16.4,7,16.4,436.4
1462,521,2011-04-03,WHV,Final,RowData2011.csv,2,"['HAML', 'TUFT']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:23.6,7,23.6,443.6
1463,522,2011-04-03,WHV,Final,RowData2011.csv,1,"['UVM', 'TULN']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:25.9,7,25.9,445.9
1464,522,2011-04-03,WHV,Final,RowData2011.csv,2,"['UVM', 'TULN']",Tufts/Hamilton/Vermont/Tulane,0.0,TULN,7:47.6,7,47.6,467.6
1465,523,2011-04-03,WHV,Final,RowData2011.csv,1,"['UVM', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:42.1,7,42.1,462.1
1466,523,2011-04-03,WHV,Final,RowData2011.csv,2,"['UVM', 'HAML']",Tufts/Hamilton/Vermont/Tulane,0.0,HAML,7:50.9,7,50.9,470.9
1467,524,2011-04-03,WHV,Final,RowData2011.csv,1,"['TUFT', 'TULN']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:43.8,7,43.8,463.8
1468,524,2011-04-03,WHV,Final,RowData2011.csv,2,"['TUFT', 'TULN']",Tufts/Hamilton/Vermont/Tulane,0.0,TULN,8:08.3,8,8.3,488.3
1469,525,2011-04-03,WHV,Final,RowData2011.csv,1,"['ROCH', 'CWES']",University Rowing Association,2000.0,ROCH,7:22.0,7,22.0,442.0
1470,525,2011-04-03,WHV,Final,RowData2011.csv,2,"['ROCH', 'CWES']",University Rowing Association,2000.0,CWES,7:59.1,7,59.1,479.1
1471,526,2011-04-03,WHJ,Final,RowData2011.csv,1,"['OHST', 'CLEM']",Big Ten/ACC Challenge,0.0,OHST,7:15.3,7,15.3,435.3
1472,526,2011-04-03,WHJ,Final,RowData2011.csv,2,"['OHST', 'CLEM']",Big Ten/ACC Challenge,0.0,CLEM,7:26.6,7,26.6,446.6
1473,527,2011-04-03,MHV,Final,RowData2011.csv,1,"['TUFT', 'UVM']",Tufts/Hamilton/Vermont/Tulane,0.0,TUFT,7:09.3,7,9.3,429.3
1474,527,2011-04-03,MHV,Final,RowData2011.csv,2,"['TUFT', 'UVM']",Tufts/Hamilton/Vermont/Tulane,0.0,UVM,7:12.5,7,12.5,432.5
1475,528,2011-04-03,WHJ,Final,RowData2011.csv,1,"['UVA', 'MICH']",Big Ten/ACC Challenge,0.0,UVA,7:05.0,7,5.0,425.0
1476,528,2011-04-03,WHJ,Final,RowData2011.csv,2,"['UVA', 'MICH']",Big Ten/ACC Challenge,0.0,MICH,7:12.9,7,12.9,432.9
1477,529,2011-04-03,WHV,Final,RowData2011.csv,1,"['MIT', 'BC']",BC vs. MIT Cup Race,2000.0,MIT,7:51.8,7,51.8,471.8
1478,529,2011-04-03,WHV,Final,RowData2011.csv,2,"['MIT', 'BC']",BC vs. MIT Cup Race,2000.0,BC,8:12.3,8,12.3,492.3
1479,530,2011-04-03,WHV,Final,RowData2011.csv,1,"['UVA', 'MICH']",Big Ten/ACC Challenge,0.0,UVA,6:48.2,6,48.2,408.2
1480,530,2011-04-03,WHV,Final,RowData2011.csv,2,"['UVA', 'MICH']",Big Ten/ACC Challenge,0.0,MICH,6:56.6,6,56.6,416.6
1481,531,2011-04-03,WHV,Final,RowData2011.csv,1,"['CLEM', 'OHST']",Big Ten/ACC Challenge,0.0,CLEM,6:56.3,6,56.3,416.3
1482,531,2011-04-03,WHV,Final,RowData2011.csv,2,"['CLEM', 'OHST']",Big Ten/ACC Challenge,0.0,OHST,6:59.6,6,59.6,419.6
1483,532,2011-04-03,WHJ,Final,RowData2011.csv,1,"['ORST', 'IOWA', 'ALAB', 'OKLA', 'S']",San Diego Crew Classic,0.0,ORST,6:54.6,6,54.6,414.6
1484,532,2011-04-03,WHJ,Final,RowData2011.csv,2,"['ORST', 'IOWA', 'ALAB', 'OKLA', 'S']",San Diego Crew Classic,0.0,IOWA,6:58.1,6,58.1,418.1
1485,532,2011-04-03,WHJ,Final,RowData2011.csv,3,"['ORST', 'IOWA', 'ALAB', 'OKLA', 'S']",San Diego Crew Classic,0.0,ALAB,6:58.9,6,58.9,418.9
1486,532,2011-04-03,WHJ,Final,RowData2011.csv,4,"['ORST', 'IOWA', 'ALAB', 'OKLA', 'S']",San Diego Crew Classic,0.0,OKLA,7:06.1,7,6.1,426.1
1488,533,2011-04-03,MHJ,Final,RowData2011.csv,1,"['BATE', 'UCDV', 'OC', 'UCSB', 'U', 'S']",San Diego Crew Classic,0.0,BATE,6:26.4,6,26.4,386.4
1489,533,2011-04-03,MHJ,Final,RowData2011.csv,2,"['BATE', 'UCDV', 'OC', 'UCSB', 'U', 'S']",San Diego Crew Classic,0.0,UCDV,6:28.4,6,28.4,388.4
1490,533,2011-04-03,MHJ,Final,RowData2011.csv,3,"['BATE', 'UCDV', 'OC', 'UCSB', 'U', 'S']",San Diego Crew Classic,0.0,OC,6:31.5,6,31.5,391.5
1491,533,2011-04-03,MHJ,Final,RowData2011.csv,4,"['BATE', 'UCDV', 'OC', 'UCSB', 'U', 'S']",San Diego Crew Classic,0.0,UCSB,6:37.8,6,37.8,397.8
1494,534,2011-04-03,WHV,Final,RowData2011.csv,1,"['BATE', 'UVIC', 'DREX', 'SDSU', 'S', 'S']",San Diego Crew Classic,0.0,BATE,6:52.9,6,52.9,412.9
1495,534,2011-04-03,WHV,Final,RowData2011.csv,2,"['BATE', 'UVIC', 'DREX', 'SDSU', 'S', 'S']",San Diego Crew Classic,0.0,UVIC,6:53.9,6,53.9,413.9
1496,534,2011-04-03,WHV,Final,RowData2011.csv,3,"['BATE', 'UVIC', 'DREX', 'SDSU', 'S', 'S']",San Diego Crew Classic,0.0,DREX,6:55.1,6,55.1,415.1
1497,534,2011-04-03,WHV,Final,RowData2011.csv,4,"['BATE', 'UVIC', 'DREX', 'SDSU', 'S', 'S']",San Diego Crew Classic,0.0,SDSU,6:56.7,6,56.7,416.7
1500,535,2011-04-03,MHV,Final,RowData2011.csv,1,"['PURD', 'WAST', 'BATE', 'SACS', 'U', 'F']",San Diego Crew Classic,0.0,PURD,6:10.1,6,10.1,370.1
1501,535,2011-04-03,MHV,Final,RowData2011.csv,2,"['PURD', 'WAST', 'BATE', 'SACS', 'U', 'F']",San Diego Crew Classic,0.0,WAST,6:12.1,6,12.1,372.1
1502,535,2011-04-03,MHV,Final,RowData2011.csv,3,"['PURD', 'WAST', 'BATE', 'SACS', 'U', 'F']",San Diego Crew Classic,0.0,BATE,6:13.1,6,13.1,373.1
1503,535,2011-04-03,MHV,Final,RowData2011.csv,4,"['PURD', 'WAST', 'BATE', 'SACS', 'U', 'F']",San Diego Crew Classic,0.0,SACS,6:13.4,6,13.4,373.4
1506,536,2011-04-03,WHV,Final,RowData2011.csv,1,"['OKLA', 'UCLA', 'IOWA', 'USD', 'O', 'P']",San Diego Crew Classic,0.0,OKLA,6:45.6,6,45.6,405.6
1507,536,2011-04-03,WHV,Final,RowData2011.csv,2,"['OKLA', 'UCLA', 'IOWA', 'USD', 'O', 'P']",San Diego Crew Classic,0.0,UCLA,6:46.0,6,46.0,406.0
1508,536,2011-04-03,WHV,Final,RowData2011.csv,3,"['OKLA', 'UCLA', 'IOWA', 'USD', 'O', 'P']",San Diego Crew Classic,0.0,IOWA,6:46.8,6,46.8,406.8
1509,536,2011-04-03,WHV,Final,RowData2011.csv,4,"['OKLA', 'UCLA', 'IOWA', 'USD', 'O', 'P']",San Diego Crew Classic,0.0,USD,6:51.1,6,51.1,411.1
1512,537,2011-04-03,MHV,Final,RowData2011.csv,1,"['NORT', 'BUCK', 'JAX']",San Diego Crew Classic,0.0,NORT,6:07.9,6,7.9,367.9
1513,537,2011-04-03,MHV,Final,RowData2011.csv,2,"['NORT', 'BUCK', 'JAX']",San Diego Crew Classic,0.0,BUCK,6:09.4,6,9.4,369.4
1514,537,2011-04-03,MHV,Final,RowData2011.csv,3,"['NORT', 'BUCK', 'JAX']",San Diego Crew Classic,0.0,JAX,6:16.4,6,16.4,376.4
1515,538,2011-04-03,WHV,Final,RowData2011.csv,1,"['USC', 'STAN', 'CAL', 'WISC', 'W', 'W']",San Diego Crew Classic,0.0,USC,6:32.9,6,32.9,392.9
1516,538,2011-04-03,WHV,Final,RowData2011.csv,2,"['USC', 'STAN', 'CAL', 'WISC', 'W', 'W']",San Diego Crew Classic,0.0,STAN,6:35.5,6,35.5,395.5
1517,538,2011-04-03,WHV,Final,RowData2011.csv,3,"['USC', 'STAN', 'CAL', 'WISC', 'W', 'W']",San Diego Crew Classic,0.0,CAL,6:37.8,6,37.8,397.8
1518,538,2011-04-03,WHV,Final,RowData2011.csv,4,"['USC', 'STAN', 'CAL', 'WISC', 'W', 'W']",San Diego Crew Classic,0.0,WISC,6:42.2,6,42.2,402.2
1521,539,2011-04-03,MHV,Final,RowData2011.csv,1,"['CAL', 'STAN', 'MICH', 'ORST', 'U', 'T']",San Diego Crew Classic,0.0,CAL,5:54.9,5,54.9,354.9
1522,539,2011-04-03,MHV,Final,RowData2011.csv,2,"['CAL', 'STAN', 'MICH', 'ORST', 'U', 'T']",San Diego Crew Classic,0.0,STAN,5:57.8,5,57.8,357.8
1523,539,2011-04-03,MHV,Final,RowData2011.csv,3,"['CAL', 'STAN', 'MICH', 'ORST', 'U', 'T']",San Diego Crew Classic,0.0,MICH,6:08.2,6,8.2,368.2
1524,539,2011-04-03,MHV,Final,RowData2011.csv,4,"['CAL', 'STAN', 'MICH', 'ORST', 'U', 'T']",San Diego Crew Classic,0.0,ORST,6:11.1,6,11.1,371.1
1527,540,2011-04-03,WHJ,Final,RowData2011.csv,1,"['WASH', 'STAN', 'USC', 'WISC', 'W', 'U']",San Diego Crew Classic,0.0,WASH,6:44.8,6,44.8,404.8
1528,540,2011-04-03,WHJ,Final,RowData2011.csv,2,"['WASH', 'STAN', 'USC', 'WISC', 'W', 'U']",San Diego Crew Classic,0.0,STAN,6:49.0,6,49.0,409.0
1529,540,2011-04-03,WHJ,Final,RowData2011.csv,3,"['WASH', 'STAN', 'USC', 'WISC', 'W', 'U']",San Diego Crew Classic,0.0,USC,6:52.6,6,52.6,412.6
1530,540,2011-04-03,WHJ,Final,RowData2011.csv,4,"['WASH', 'STAN', 'USC', 'WISC', 'W', 'U']",San Diego Crew Classic,0.0,WISC,6:52.7,6,52.7,412.7
1533,541,2011-04-03,MHJ,Final,RowData2011.csv,1,"['CAL', 'STAN', 'ORST', 'UCSD', 'N']",San Diego Crew Classic,0.0,CAL,6:04.7,6,4.7,364.7
1534,541,2011-04-03,MHJ,Final,RowData2011.csv,2,"['CAL', 'STAN', 'ORST', 'UCSD', 'N']",San Diego Crew Classic,0.0,STAN,6:12.3,6,12.3,372.3
1535,541,2011-04-03,MHJ,Final,RowData2011.csv,3,"['CAL', 'STAN', 'ORST', 'UCSD', 'N']",San Diego Crew Classic,0.0,ORST,6:16.3,6,16.3,376.3
1536,541,2011-04-03,MHJ,Final,RowData2011.csv,4,"['CAL', 'STAN', 'ORST', 'UCSD', 'N']",San Diego Crew Classic,0.0,UCSD,6:17.3,6,17.3,377.3
1538,542,2011-04-03,WHV,Final,RowData2011.csv,1,"['SONO', 'UCIR', 'CHAP']",San Diego Crew Classic,0.0,SONO,7:26.3,7,26.3,446.3
1539,542,2011-04-03,WHV,Final,RowData2011.csv,2,"['SONO', 'UCIR', 'CHAP']",San Diego Crew Classic,0.0,UCIR,7:39.8,7,39.8,459.8
1540,542,2011-04-03,WHV,Final,RowData2011.csv,3,"['SONO', 'UCIR', 'CHAP']",San Diego Crew Classic,0.0,CHAP,7:54.5,7,54.5,474.5
1541,543,2011-04-03,MHV,Final,RowData2011.csv,1,"['UBC', 'DREX', 'ND', 'OKC', 'U', 'U']",San Diego Crew Classic,0.0,UBC,6:14.0,6,14.0,374.0
1542,543,2011-04-03,MHV,Final,RowData2011.csv,2,"['UBC', 'DREX', 'ND', 'OKC', 'U', 'U']",San Diego Crew Classic,0.0,DREX,6:18.2,6,18.2,378.2
1543,543,2011-04-03,MHV,Final,RowData2011.csv,3,"['UBC', 'DREX', 'ND', 'OKC', 'U', 'U']",San Diego Crew Classic,0.0,ND,6:19.7,6,19.7,379.7
1544,543,2011-04-03,MHV,Final,RowData2011.csv,4,"['UBC', 'DREX', 'ND', 'OKC', 'U', 'U']",San Diego Crew Classic,0.0,OKC,6:23.2,6,23.2,383.2
1547,544,2011-04-03,WHV,Final,RowData2011.csv,1,"['ALAB', 'TULS', 'KAST', 'GEOR', 'S']",San Diego Crew Classic,0.0,ALAB,6:56.9,6,56.9,416.9
1548,544,2011-04-03,WHV,Final,RowData2011.csv,2,"['ALAB', 'TULS', 'KAST', 'GEOR', 'S']",San Diego Crew Classic,0.0,TULS,6:58.1,6,58.1,418.1
1549,544,2011-04-03,WHV,Final,RowData2011.csv,3,"['ALAB', 'TULS', 'KAST', 'GEOR', 'S']",San Diego Crew Classic,0.0,KAST,6:59.4,6,59.4,419.4
1550,544,2011-04-03,WHV,Final,RowData2011.csv,4,"['ALAB', 'TULS', 'KAST', 'GEOR', 'S']",San Diego Crew Classic,0.0,GEOR,7:05.9,7,5.9,425.9
1552,545,2011-04-03,WHJ,Final,RowData2011.csv,1,"['CLEM', 'MICH']",Big Ten/ACC Challenge,0.0,CLEM,6:57.2,6,57.2,417.2
1553,545,2011-04-03,WHJ,Final,RowData2011.csv,2,"['CLEM', 'MICH']",Big Ten/ACC Challenge,0.0,MICH,6:57.4,6,57.4,417.4
1554,546,2011-04-03,WHJ,Final,RowData2011.csv,1,"['UVA', 'OHST']",Big Ten/ACC Challenge,0.0,UVA,6:45.7,6,45.7,405.7
1555,546,2011-04-03,WHJ,Final,RowData2011.csv,2,"['UVA', 'OHST']",Big Ten/ACC Challenge,0.0,OHST,6:51.6,6,51.6,411.6
1556,547,2011-04-03,WHV,Final,RowData2011.csv,1,"['CLEM', 'MICH']",Big Ten/ACC Challenge,0.0,CLEM,6:44.4,6,44.4,404.4
1557,547,2011-04-03,WHV,Final,RowData2011.csv,2,"['CLEM', 'MICH']",Big Ten/ACC Challenge,0.0,MICH,6:47.9,6,47.9,407.9
1558,548,2011-04-03,WHV,Final,RowData2011.csv,1,"['UVA', 'OHST']",Big Ten/ACC Challenge,0.0,UVA,6:40.4,6,40.4,400.4
1559,548,2011-04-03,WHV,Final,RowData2011.csv,2,"['UVA', 'OHST']",Big Ten/ACC Challenge,0.0,OHST,6:44.5,6,44.5,404.5
1560,549,2011-04-03,WHV,Final,RowData2011.csv,1,"['COLU', 'NORT']",Woodbury Cup,2000.0,COLU,7:04.2,7,4.2,424.2
1561,549,2011-04-03,WHV,Final,RowData2011.csv,2,"['COLU', 'NORT']",Woodbury Cup,2000.0,NORT,7:06.6,7,6.6,426.6
1562,550,2011-04-03,WHV,Final,RowData2011.csv,1,"['OC', 'UCSB', 'MILL', 'COK', 'U']",San Diego Crew Classic,0.0,OC,7:20.1,7,20.1,440.1
1563,550,2011-04-03,WHV,Final,RowData2011.csv,2,"['OC', 'UCSB', 'MILL', 'COK', 'U']",San Diego Crew Classic,0.0,UCSB,7:24.9,7,24.9,444.9
1564,550,2011-04-03,WHV,Final,RowData2011.csv,3,"['OC', 'UCSB', 'MILL', 'COK', 'U']",San Diego Crew Classic,0.0,MILL,7:26.3,7,26.3,446.3
1565,550,2011-04-03,WHV,Final,RowData2011.csv,4,"['OC', 'UCSB', 'MILL', 'COK', 'U']",San Diego Crew Classic,0.0,COK,7:36.5,7,36.5,456.5
1567,551,2011-04-03,MHN,Final,RowData2011.csv,1,"['CAL', 'OC', 'ORST', 'UCSD', 'U', 'U']",San Diego Crew Classic,0.0,CAL,6:06.0,6,6.0,366.0
1568,551,2011-04-03,MHN,Final,RowData2011.csv,2,"['CAL', 'OC', 'ORST', 'UCSD', 'U', 'U']",San Diego Crew Classic,0.0,OC,6:18.0,6,18.0,378.0
1569,551,2011-04-03,MHN,Final,RowData2011.csv,3,"['CAL', 'OC', 'ORST', 'UCSD', 'U', 'U']",San Diego Crew Classic,0.0,ORST,6:18.3,6,18.3,378.3
1570,551,2011-04-03,MHN,Final,RowData2011.csv,4,"['CAL', 'OC', 'ORST', 'UCSD', 'U', 'U']",San Diego Crew Classic,0.0,UCSD,6:24.0,6,24.0,384.0
1573,552,2011-04-03,WLV,Final,RowData2011.csv,1,"['STAN', 'UVIC', 'GEOR', 'UBC']",San Diego Crew Classic,0.0,STAN,7:06.0,7,6.0,426.0
1574,552,2011-04-03,WLV,Final,RowData2011.csv,2,"['STAN', 'UVIC', 'GEOR', 'UBC']",San Diego Crew Classic,0.0,UVIC,7:12.0,7,12.0,432.0
1575,552,2011-04-03,WLV,Final,RowData2011.csv,3,"['STAN', 'UVIC', 'GEOR', 'UBC']",San Diego Crew Classic,0.0,GEOR,7:20.4,7,20.4,440.4
1576,552,2011-04-03,WLV,Final,RowData2011.csv,4,"['STAN', 'UVIC', 'GEOR', 'UBC']",San Diego Crew Classic,0.0,UBC,7:24.0,7,24.0,444.0
1577,553,2011-04-03,WHJ,Final,RowData2011.csv,1,"['NORT', 'COLU']",Woodbury Cup,2000.0,NORT,7:18.5,7,18.5,438.5
1578,553,2011-04-03,WHJ,Final,RowData2011.csv,2,"['NORT', 'COLU']",Woodbury Cup,2000.0,COLU,7:19.8,7,19.8,439.8
1579,554,2011-04-09,WHV,Final,RowData2011.csv,1,"['NAVY', 'MIT']",George Washington Univ Invitational Regatta,0.0,NAVY,6:35.2,6,35.2,395.2
1580,554,2011-04-09,WHV,Final,RowData2011.csv,2,"['NAVY', 'MIT']",George Washington Univ Invitational Regatta,0.0,MIT,6:38.2,6,38.2,398.2
