,raceid,date,crewtype,racetype,file,number,teams,racename,distance,team,time,minutes,seconds,time_in_secs
0,0,2011-03-05,WHV,Final,RowData2011.csv,1,"['UCLA', 'LOMY']",UCLA vs. Loyola Marymount University,2000.0,UCLA,6:31.4,6,31.4,391.4
1,0,2011-03-05,WHV,Final,RowData2011.csv,2,"['UCLA', 'LOMY']",UCLA vs. Loyola Marymount University,2000.0,LOMY,7:04.0,7,4.0,424.0
2,1,2011-03-05,WHV,Final,RowData2011.csv,1,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,CLEM,6:54.1,6,54.1,414.1
3,1,2011-03-05,WHV,Final,RowData2011.csv,2,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,NORT,7:02.2,7,2.2,422.2
4,1,2011-03-05,WHV,Final,RowData2011.csv,3,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,EMIC,7:59.2,7,59.2,479.2
5,2,2011-03-05,WHV,Final,RowData2011.csv,1,"['MILL', 'PACL']",Mills vs. PLU,2000.0,MILL,8:38.5,8,38.5,518.5
6,2,2011-03-05,WHV,Final,RowData2011.csv,2,"['MILL', 'PACL']",Mills vs. PLU,2000.0,PACL,8:44.8,8,44.8,524.8
7,3,2011-03-05,MHV,Final,RowData2011.csv,1,"['UCLA', 'LOMY']",UCLA vs. LMU,2000.0,UCLA,6:07.8,6,7.8,367.8
8,3,2011-03-05,MHV,Final,RowData2011.csv,2,"['UCLA', 'LOMY']",UCLA vs. LMU,2000.0,LOMY,6:26.1,6,26.1,386.1
9,4,2011-03-05,WHV,Final,RowData2011.csv,1,"['DUQN', 'ROLL']",Metro Cup Regatta,1950.0,DUQN,7:41.0,7,41.0,461.0
10,4,2011-03-05,WHV,Final,RowData2011.csv,2,"['DUQN', 'ROLL']",Metro Cup Regatta,1950.0,ROLL,8:13.3,8,13.3,493.3
11,5,2011-03-05,MHV,Final,RowData2011.csv,1,"['VILN', 'ROLL', 'CFLA']",Metro Cup Regatta,1950.0,VILN,6:47.5,6,47.5,407.5
12,5,2011-03-05,MHV,Final,RowData2011.csv,2,"['VILN', 'ROLL', 'CFLA']",Metro Cup Regatta,1950.0,ROLL,6:54.1,6,54.1,414.1
13,5,2011-03-05,MHV,Final,RowData2011.csv,3,"['VILN', 'ROLL', 'CFLA']",Metro Cup Regatta,1950.0,CFLA,7:40.4,7,40.4,460.4
14,6,2011-03-05,MHN,Final,RowData2011.csv,1,"['ROLL', 'VILN', 'DUQN']",Metro Cup Regatta,1950.0,ROLL,7:04.6,7,4.6,424.6
15,6,2011-03-05,MHN,Final,RowData2011.csv,2,"['ROLL', 'VILN', 'DUQN']",Metro Cup Regatta,1950.0,VILN,7:30.6,7,30.6,450.6
16,6,2011-03-05,MHN,Final,RowData2011.csv,3,"['ROLL', 'VILN', 'DUQN']",Metro Cup Regatta,1950.0,DUQN,8:28.7,8,28.7,508.7
17,7,2011-03-05,MHV,Final,RowData2011.csv,1,"['TAMP', 'FLA', 'EMBR']",Florida Crew Classic,2000.0,TAMP,6:50.7,6,50.7,410.7
18,7,2011-03-05,MHV,Final,RowData2011.csv,2,"['TAMP', 'FLA', 'EMBR']",Florida Crew Classic,2000.0,FLA,6:52.9,6,52.9,412.9
19,7,2011-03-05,MHV,Final,RowData2011.csv,3,"['TAMP', 'FLA', 'EMBR']",Florida Crew Classic,2000.0,EMBR,7:10.8,7,10.8,430.8
20,8,2011-03-05,MHV,Final,RowData2011.csv,1,"['FLA', 'TAMP', 'EMBR']",Florida Crew Classic,2000.0,FLA,6:22.1,6,22.1,382.1
21,8,2011-03-05,MHV,Final,RowData2011.csv,2,"['FLA', 'TAMP', 'EMBR']",Florida Crew Classic,2000.0,TAMP,6:28.7,6,28.7,388.7
22,8,2011-03-05,MHV,Final,RowData2011.csv,3,"['FLA', 'TAMP', 'EMBR']",Florida Crew Classic,2000.0,EMBR,7:04.1,7,4.1,424.1
23,9,2011-03-05,MHN,Final,RowData2011.csv,1,"['FLA', 'EMBR']",Florida Crew Classic,2000.0,FLA,7:14.0,7,14.0,434.0
24,9,2011-03-05,MHN,Final,RowData2011.csv,2,"['FLA', 'EMBR']",Florida Crew Classic,2000.0,EMBR,7:34.9,7,34.9,454.9
25,10,2011-03-05,WHV,Final,RowData2011.csv,1,"['ORST', 'UVIC', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,ORST,6:22.3,6,22.3,382.3
26,10,2011-03-05,WHV,Final,RowData2011.csv,2,"['ORST', 'UVIC', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,UVIC,6:32.1,6,32.1,392.1
27,10,2011-03-05,WHV,Final,RowData2011.csv,3,"['ORST', 'UVIC', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,UBC,6:43.5,6,43.5,403.5
28,11,2011-03-05,MHN,Final,RowData2011.csv,1,"['AZST', 'SDSU']",Desert Sprints/Elk Head Regatta,0.0,AZST,5:07.9,5,7.9,307.9
29,11,2011-03-05,MHN,Final,RowData2011.csv,2,"['AZST', 'SDSU']",Desert Sprints/Elk Head Regatta,0.0,SDSU,6:50.7,6,50.7,410.7
30,12,2011-03-05,MHV,Final,RowData2011.csv,1,"['AZST', 'SDSU']",Desert Sprints/Elk Head Regatta,0.0,AZST,5:00.0,5,0.0,300.0
31,12,2011-03-05,MHV,Final,RowData2011.csv,2,"['AZST', 'SDSU']",Desert Sprints/Elk Head Regatta,0.0,SDSU,5:13.7,5,13.7,313.7
32,13,2011-03-05,MHV,Final,RowData2011.csv,1,"['GATC', 'CLEM', 'VAND', 'UGA']",SERCS Regatta,0.0,GATC,6:36.1,6,36.1,396.1
33,13,2011-03-05,MHV,Final,RowData2011.csv,2,"['GATC', 'CLEM', 'VAND', 'UGA']",SERCS Regatta,0.0,CLEM,6:45.3,6,45.3,405.3
34,13,2011-03-05,MHV,Final,RowData2011.csv,3,"['GATC', 'CLEM', 'VAND', 'UGA']",SERCS Regatta,0.0,VAND,6:52.6,6,52.6,412.6
35,13,2011-03-05,MHV,Final,RowData2011.csv,4,"['GATC', 'CLEM', 'VAND', 'UGA']",SERCS Regatta,0.0,UGA,8:19.0,8,19.0,499.0
36,14,2011-03-05,WHV,Final,RowData2011.csv,1,"['GATC', 'CLEC', 'VAND', 'UCHR']",SERCS Regatta,0.0,GATC,7:39.9,7,39.9,459.9
37,14,2011-03-05,WHV,Final,RowData2011.csv,2,"['GATC', 'CLEC', 'VAND', 'UCHR']",SERCS Regatta,0.0,CLEC,7:52.3,7,52.3,472.3
38,14,2011-03-05,WHV,Final,RowData2011.csv,3,"['GATC', 'CLEC', 'VAND', 'UCHR']",SERCS Regatta,0.0,VAND,7:57.9,7,57.9,477.9
39,14,2011-03-05,WHV,Final,RowData2011.csv,4,"['GATC', 'CLEC', 'VAND', 'UCHR']",SERCS Regatta,0.0,UCHR,8:16.3,8,16.3,496.3
40,15,2011-03-05,MHN,Final,RowData2011.csv,1,"['GATC', 'VAND', 'CLEM', 'AUBN']",SERCS Regatta,0.0,GATC,6:45.1,6,45.1,405.1
41,15,2011-03-05,MHN,Final,RowData2011.csv,2,"['GATC', 'VAND', 'CLEM', 'AUBN']",SERCS Regatta,0.0,VAND,7:02.1,7,2.1,422.1
42,15,2011-03-05,MHN,Final,RowData2011.csv,3,"['GATC', 'VAND', 'CLEM', 'AUBN']",SERCS Regatta,0.0,CLEM,7:30.2,7,30.2,450.2
43,15,2011-03-05,MHN,Final,RowData2011.csv,4,"['GATC', 'VAND', 'CLEM', 'AUBN']",SERCS Regatta,0.0,AUBN,8:13.7,8,13.7,493.7
44,16,2011-03-05,WHJ,Final,RowData2011.csv,1,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,CLEM,7:05.7,7,5.7,425.7
45,16,2011-03-05,WHJ,Final,RowData2011.csv,2,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,NORT,7:10.0,7,10.0,430.0
46,16,2011-03-05,WHJ,Final,RowData2011.csv,3,"['CLEM', 'NORT', 'EMIC']",Clemson vs. Northeastern and Eastern Michigan,2000.0,EMIC,8:16.9,8,16.9,496.9
47,17,2011-03-05,MHV,Final,RowData2011.csv,1,"['UVIC', 'ORST', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,UVIC,5:39.6,5,39.6,339.6
48,17,2011-03-05,MHV,Final,RowData2011.csv,2,"['UVIC', 'ORST', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,ORST,5:44.5,5,44.5,344.5
49,17,2011-03-05,MHV,Final,RowData2011.csv,3,"['UVIC', 'ORST', 'UBC']",Desert Sprints/Elk Head Regatta,0.0,UBC,5:48.2,5,48.2,348.2
50,18,2011-03-06,MHN,Final,RowData2011.csv,1,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,STAN,6:35.7,6,35.7,395.7
51,18,2011-03-06,MHN,Final,RowData2011.csv,2,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,UCDV,7:03.6,7,3.6,423.6
52,18,2011-03-06,MHN,Final,RowData2011.csv,3,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,SCLA,7:22.6,7,22.6,442.6
53,19,2011-03-06,MHV,Final,RowData2011.csv,1,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,STAN,6:11.4,6,11.4,371.4
54,19,2011-03-06,MHV,Final,RowData2011.csv,2,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,UCDV,6:35.0,6,35.0,395.0
55,19,2011-03-06,MHV,Final,RowData2011.csv,3,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,SCLA,6:39.0,6,39.0,399.0
56,20,2011-03-06,MHJ,Final,RowData2011.csv,1,"['UCSB', 'UCIR']",Opening Day Alamitos Bay,2000.0,UCSB,7:04.3,7,4.3,424.3
57,20,2011-03-06,MHJ,Final,RowData2011.csv,2,"['UCSB', 'UCIR']",Opening Day Alamitos Bay,2000.0,UCIR,7:07.4,7,7.4,427.4
58,21,2011-03-06,MHJ,Final,RowData2011.csv,1,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,STAN,6:21.9,6,21.9,381.9
59,21,2011-03-06,MHJ,Final,RowData2011.csv,2,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,UCDV,6:50.8,6,50.8,410.8
60,21,2011-03-06,MHJ,Final,RowData2011.csv,3,"['STAN', 'UCDV', 'SCLA']",Davis Invitational,0.0,SCLA,6:58.9,6,58.9,418.9
61,22,2011-03-06,MHN,Final,RowData2011.csv,1,"['UCSB', 'CSLB', 'UCIR']",Opening Day Alamitos Bay,2000.0,UCSB,6:34.0,6,34.0,394.0
62,22,2011-03-06,MHN,Final,RowData2011.csv,2,"['UCSB', 'CSLB', 'UCIR']",Opening Day Alamitos Bay,2000.0,CSLB,6:50.4,6,50.4,410.4
63,22,2011-03-06,MHN,Final,RowData2011.csv,3,"['UCSB', 'CSLB', 'UCIR']",Opening Day Alamitos Bay,2000.0,UCIR,6:52.6,6,52.6,412.6
64,23,2011-03-06,MHV,Final,RowData2011.csv,1,"['UCIR', 'UCSB', 'CSLB']",Opening Day Alamitos Bay,2000.0,UCIR,6:17.3,6,17.3,377.3
65,23,2011-03-06,MHV,Final,RowData2011.csv,2,"['UCIR', 'UCSB', 'CSLB']",Opening Day Alamitos Bay,2000.0,UCSB,6:23.5,6,23.5,383.5
66,23,2011-03-06,MHV,Final,RowData2011.csv,3,"['UCIR', 'UCSB', 'CSLB']",Opening Day Alamitos Bay,2000.0,CSLB,7:04.6,7,4.6,424.6
67,24,2011-03-06,WHJ,Final,RowData2011.csv,1,"['UCSB', 'UCSD']",Opening Day Alamitos Bay,2000.0,UCSB,7:39.8,7,39.8,459.8
68,24,2011-03-06,WHJ,Final,RowData2011.csv,2,"['UCSB', 'UCSD']",Opening Day Alamitos Bay,2000.0,UCSD,7:48.5,7,48.5,468.5
69,25,2011-03-06,WHV,Final,RowData2011.csv,1,"['UCSB', 'UCSD', 'UCIR', 'CSLB']",Opening Day Alamitos Bay,2000.0,UCSB,7:19.0,7,19.0,439.0
70,25,2011-03-06,WHV,Final,RowData2011.csv,2,"['UCSB', 'UCSD', 'UCIR', 'CSLB']",Opening Day Alamitos Bay,2000.0,UCSD,7:35.9,7,35.9,455.9
71,25,2011-03-06,WHV,Final,RowData2011.csv,3,"['UCSB', 'UCSD', 'UCIR', 'CSLB']",Opening Day Alamitos Bay,2000.0,UCIR,7:36.7,7,36.7,456.7
72,25,2011-03-06,WHV,Final,RowData2011.csv,4,"['UCSB', 'UCSD', 'UCIR', 'CSLB']",Opening Day Alamitos Bay,2000.0,CSLB,8:09.5,8,9.5,489.5
73,26,2011-03-11,MHV,Final,RowData2011.csv,1,"['FLTC', 'JAX', 'TEMP']",Keuper Cup,0.0,FLTC,6:09.0,6,9.0,369.0
74,26,2011-03-11,MHV,Final,RowData2011.csv,2,"['FLTC', 'JAX', 'TEMP']",Keuper Cup,0.0,JAX,6:20.1,6,20.1,380.1
75,26,2011-03-11,MHV,Final,RowData2011.csv,3,"['FLTC', 'JAX', 'TEMP']",Keuper Cup,0.0,TEMP,6:20.7,6,20.7,380.7
76,27,2011-03-11,MHJ,Final,RowData2011.csv,1,"['TEMP', 'JAX']",Keuper Cup,0.0,TEMP,6:22.0,6,22.0,382.0
77,27,2011-03-11,MHJ,Final,RowData2011.csv,2,"['TEMP', 'JAX']",Keuper Cup,0.0,JAX,6:29.0,6,29.0,389.0
78,28,2011-03-11,WHV,Final,RowData2011.csv,1,"['TEMP', 'FLTC']",Keuper Cup,0.0,TEMP,7:17.7,7,17.7,437.7
79,28,2011-03-11,WHV,Final,RowData2011.csv,2,"['TEMP', 'FLTC']",Keuper Cup,0.0,FLTC,7:33.2,7,33.2,453.2
80,29,2011-03-11,MHN,Final,RowData2011.csv,1,"['GONZ', 'UCSD']",UCSD / Gonzaga / USD Regatta,2000.0,GONZ,6:27.0,6,27.0,387.0
81,29,2011-03-11,MHN,Final,RowData2011.csv,2,"['GONZ', 'UCSD']",UCSD / Gonzaga / USD Regatta,2000.0,UCSD,6:27.4,6,27.4,387.4
82,30,2011-03-11,MHJ,Final,RowData2011.csv,1,"['UCSD', 'GONZ']",UCSD / Gonzaga / USD Regatta,2000.0,UCSD,6:19.3,6,19.3,379.3
83,30,2011-03-11,MHJ,Final,RowData2011.csv,2,"['UCSD', 'GONZ']",UCSD / Gonzaga / USD Regatta,2000.0,GONZ,6:22.0,6,22.0,382.0
84,31,2011-03-11,MHV,Final,RowData2011.csv,1,"['UCSD', 'USD', 'GONZ']",UCSD / Gonzaga / USD Regatta,2000.0,UCSD,6:21.9,6,21.9,381.9
85,31,2011-03-11,MHV,Final,RowData2011.csv,2,"['UCSD', 'USD', 'GONZ']",UCSD / Gonzaga / USD Regatta,2000.0,USD,6:28.3,6,28.3,388.3
86,31,2011-03-11,MHV,Final,RowData2011.csv,3,"['UCSD', 'USD', 'GONZ']",UCSD / Gonzaga / USD Regatta,2000.0,GONZ,6:31.0,6,31.0,391.0
87,32,2011-03-11,WHJ,Final,RowData2011.csv,1,"['TEMP', 'FLTC']",Keuper Cup,0.0,TEMP,7:33.8,7,33.8,453.8
88,32,2011-03-11,WHJ,Final,RowData2011.csv,2,"['TEMP', 'FLTC']",Keuper Cup,0.0,FLTC,7:38.2,7,38.2,458.2
89,33,2011-03-12,WHJ,Final,RowData2011.csv,1,"['STJO', 'DELA', 'DREX']",St Josephs v Delaware & Drexel,2000.0,STJO,7:07.1,7,7.1,427.1
90,33,2011-03-12,WHJ,Final,RowData2011.csv,2,"['STJO', 'DELA', 'DREX']",St Josephs v Delaware & Drexel,2000.0,DELA,7:09.2,7,9.2,429.2
91,33,2011-03-12,WHJ,Final,RowData2011.csv,3,"['STJO', 'DELA', 'DREX']",St Josephs v Delaware & Drexel,2000.0,DREX,7:38.0,7,38.0,458.0
92,34,2011-03-12,WHJ,Final,RowData2011.csv,1,"['SACS', 'STMY', 'HUMS', 'UCSD']",Sacramento State Invitational,2000.0,SACS,6:57.5,6,57.5,417.5
93,34,2011-03-12,WHJ,Final,RowData2011.csv,2,"['SACS', 'STMY', 'HUMS', 'UCSD']",Sacramento State Invitational,2000.0,STMY,7:19.5,7,19.5,439.5
94,34,2011-03-12,WHJ,Final,RowData2011.csv,3,"['SACS', 'STMY', 'HUMS', 'UCSD']",Sacramento State Invitational,2000.0,HUMS,7:22.8,7,22.8,442.8
95,34,2011-03-12,WHJ,Final,RowData2011.csv,4,"['SACS', 'STMY', 'HUMS', 'UCSD']",Sacramento State Invitational,2000.0,UCSD,7:49.3,7,49.3,469.3
96,35,2011-03-12,MHV,Final,RowData2011.csv,1,"['DREX', 'STJO']",St Josephs v Delaware & Drexel,2000.0,DREX,6:10.5,6,10.5,370.5
97,35,2011-03-12,MHV,Final,RowData2011.csv,2,"['DREX', 'STJO']",St Josephs v Delaware & Drexel,2000.0,STJO,6:23.0,6,23.0,383.0
98,36,2011-03-12,WHV,Final,RowData2011.csv,1,"['SACS', 'STMY', 'HUMS', 'UCSD', 'S', 'M', 'P']",Sacramento State Invitational,2000.0,SACS,6:53.7,6,53.7,413.7
99,36,2011-03-12,WHV,Final,RowData2011.csv,2,"['SACS', 'STMY', 'HUMS', 'UCSD', 'S', 'M', 'P']",Sacramento State Invitational,2000.0,STMY,7:06.2,7,6.2,426.2
100,36,2011-03-12,WHV,Final,RowData2011.csv,3,"['SACS', 'STMY', 'HUMS', 'UCSD', 'S', 'M', 'P']",Sacramento State Invitational,2000.0,HUMS,7:12.9,7,12.9,432.9
101,36,2011-03-12,WHV,Final,RowData2011.csv,4,"['SACS', 'STMY', 'HUMS', 'UCSD', 'S', 'M', 'P']",Sacramento State Invitational,2000.0,UCSD,7:26.6,7,26.6,446.6
105,37,2011-03-12,MHJ,Final,RowData2011.csv,1,"['DREX', 'STJO']",St Josephs v Delaware & Drexel,2000.0,DREX,6:26.2,6,26.2,386.2
106,37,2011-03-12,MHJ,Final,RowData2011.csv,2,"['DREX', 'STJO']",St Josephs v Delaware & Drexel,2000.0,STJO,6:31.1,6,31.1,391.1
107,38,2011-03-12,WHV,Final,RowData2011.csv,1,"['STJO', 'DREX', 'DELA']",St Josephs v Delaware & Drexel,2000.0,STJO,6:51.4,6,51.4,411.4
108,38,2011-03-12,WHV,Final,RowData2011.csv,2,"['STJO', 'DREX', 'DELA']",St Josephs v Delaware & Drexel,2000.0,DREX,7:04.3,7,4.3,424.3
109,38,2011-03-12,WHV,Final,RowData2011.csv,3,"['STJO', 'DREX', 'DELA']",St Josephs v Delaware & Drexel,2000.0,DELA,7:11.4,7,11.4,431.4
110,39,2011-03-12,MHV,Final,RowData2011.csv,1,"['UCLA', 'UCIR', 'UCSB']",UC Irvine vs. UCLA & UCSB,2000.0,UCLA,6:12.3,6,12.3,372.3
111,39,2011-03-12,MHV,Final,RowData2011.csv,2,"['UCLA', 'UCIR', 'UCSB']",UC Irvine vs. UCLA & UCSB,2000.0,UCIR,6:16.5,6,16.5,376.5
112,39,2011-03-12,MHV,Final,RowData2011.csv,3,"['UCLA', 'UCIR', 'UCSB']",UC Irvine vs. UCLA & UCSB,2000.0,UCSB,6:20.4,6,20.4,380.4
113,40,2011-03-12,MHN,Final,RowData2011.csv,1,"['FLA', 'WESL', 'EMOR', 'EMBR']",Spring Break Race,1950.0,FLA,6:13.2,6,13.2,373.2
114,40,2011-03-12,MHN,Final,RowData2011.csv,2,"['FLA', 'WESL', 'EMOR', 'EMBR']",Spring Break Race,1950.0,WESL,6:30.7,6,30.7,390.7
115,40,2011-03-12,MHN,Final,RowData2011.csv,3,"['FLA', 'WESL', 'EMOR', 'EMBR']",Spring Break Race,1950.0,EMOR,6:52.9,6,52.9,412.9
116,40,2011-03-12,MHN,Final,RowData2011.csv,4,"['FLA', 'WESL', 'EMOR', 'EMBR']",Spring Break Race,1950.0,EMBR,7:22.1,7,22.1,442.1
117,41,2011-03-12,MHV,Final,RowData2011.csv,1,"['SACS', 'SONO', 'SCLA', 'HUMS', 'C', 'P']",Sacramento State Invitational,2000.0,SACS,6:17.1,6,17.1,377.1
118,41,2011-03-12,MHV,Final,RowData2011.csv,2,"['SACS', 'SONO', 'SCLA', 'HUMS', 'C', 'P']",Sacramento State Invitational,2000.0,SONO,6:27.5,6,27.5,387.5
119,41,2011-03-12,MHV,Final,RowData2011.csv,3,"['SACS', 'SONO', 'SCLA', 'HUMS', 'C', 'P']",Sacramento State Invitational,2000.0,SCLA,6:33.4,6,33.4,393.4
120,41,2011-03-12,MHV,Final,RowData2011.csv,4,"['SACS', 'SONO', 'SCLA', 'HUMS', 'C', 'P']",Sacramento State Invitational,2000.0,HUMS,7:04.2,7,4.2,424.2
123,42,2011-03-12,MHN,Final,RowData2011.csv,1,"['HUMS', 'SCLA']",Sacramento State Invitational,2000.0,HUMS,6:40.1,6,40.1,400.1
124,42,2011-03-12,MHN,Final,RowData2011.csv,2,"['HUMS', 'SCLA']",Sacramento State Invitational,2000.0,SCLA,6:50.4,6,50.4,410.4
125,43,2011-03-12,MHV,Final,RowData2011.csv,1,"['WESL', 'ROLL', 'EMOR', 'FLA', 'E']",Spring Break Race,1950.0,WESL,6:00.0,6,0.0,360.0
126,43,2011-03-12,MHV,Final,RowData2011.csv,2,"['WESL', 'ROLL', 'EMOR', 'FLA', 'E']",Spring Break Race,1950.0,ROLL,6:10.2,6,10.2,370.2
127,43,2011-03-12,MHV,Final,RowData2011.csv,3,"['WESL', 'ROLL', 'EMOR', 'FLA', 'E']",Spring Break Race,1950.0,EMOR,6:11.6,6,11.6,371.6
128,43,2011-03-12,MHV,Final,RowData2011.csv,4,"['WESL', 'ROLL', 'EMOR', 'FLA', 'E']",Spring Break Race,1950.0,FLA,6:28.8,6,28.8,388.8
130,44,2011-03-12,MHJ,Final,RowData2011.csv,1,"['WESL', 'ROLL', 'FLA']",Spring Break Race,1950.0,WESL,6:15.9,6,15.9,375.9
131,44,2011-03-12,MHJ,Final,RowData2011.csv,2,"['WESL', 'ROLL', 'FLA']",Spring Break Race,1950.0,ROLL,6:18.3,6,18.3,378.3
132,44,2011-03-12,MHJ,Final,RowData2011.csv,3,"['WESL', 'ROLL', 'FLA']",Spring Break Race,1950.0,FLA,6:36.9,6,36.9,396.9
133,45,2011-03-12,WHV,Final,RowData2011.csv,1,"['FLA', 'EMOR', 'WESL', 'ROLL']",Spring Break Race,1950.0,FLA,6:41.1,6,41.1,401.1
134,45,2011-03-12,WHV,Final,RowData2011.csv,2,"['FLA', 'EMOR', 'WESL', 'ROLL']",Spring Break Race,1950.0,EMOR,6:45.6,6,45.6,405.6
135,45,2011-03-12,WHV,Final,RowData2011.csv,3,"['FLA', 'EMOR', 'WESL', 'ROLL']",Spring Break Race,1950.0,WESL,6:55.4,6,55.4,415.4
136,45,2011-03-12,WHV,Final,RowData2011.csv,4,"['FLA', 'EMOR', 'WESL', 'ROLL']",Spring Break Race,1950.0,ROLL,7:06.1,7,6.1,426.1
137,46,2011-03-12,WHJ,Final,RowData2011.csv,1,"['EMOR', 'WESL', 'FLA']",Spring Break Race,1950.0,EMOR,7:11.1,7,11.1,431.1
138,46,2011-03-12,WHJ,Final,RowData2011.csv,2,"['EMOR', 'WESL', 'FLA']",Spring Break Race,1950.0,WESL,7:15.3,7,15.3,435.3
139,46,2011-03-12,WHJ,Final,RowData2011.csv,3,"['EMOR', 'WESL', 'FLA']",Spring Break Race,1950.0,FLA,7:16.5,7,16.5,436.5
140,47,2011-03-12,MHV,Final,RowData2011.csv,1,"['WLMT', 'PUGS']",Governor's Cup - Puget Sound at Willamette,0.0,WLMT,6:21.0,6,21.0,381.0
141,47,2011-03-12,MHV,Final,RowData2011.csv,2,"['WLMT', 'PUGS']",Governor's Cup - Puget Sound at Willamette,0.0,PUGS,6:37.3,6,37.3,397.3
142,48,2011-03-12,MHJ,Final,RowData2011.csv,1,"['UCSB', 'UCIR']",UC Irvine vs. UCLA & UCSB,2000.0,UCSB,6:25.2,6,25.2,385.2
143,48,2011-03-12,MHJ,Final,RowData2011.csv,2,"['UCSB', 'UCIR']",UC Irvine vs. UCLA & UCSB,2000.0,UCIR,6:28.6,6,28.6,388.6
144,49,2011-03-12,WHV,Final,RowData2011.csv,1,"['PUGS', 'WLMT']",Governor's Cup - Puget Sound at Willamette,0.0,PUGS,9:00.4,9,0.4,540.4
145,49,2011-03-12,WHV,Final,RowData2011.csv,2,"['PUGS', 'WLMT']",Governor's Cup - Puget Sound at Willamette,0.0,WLMT,10:00.,10,0.0,600.0
146,50,2011-03-12,WHJ,Final,RowData2011.csv,1,"['SMU', 'CREI']",Oklahoma Invitational,0.0,SMU,7:42.7,7,42.7,462.7
147,50,2011-03-12,WHJ,Final,RowData2011.csv,2,"['SMU', 'CREI']",Oklahoma Invitational,0.0,CREI,7:48.5,7,48.5,468.5
148,51,2011-03-12,WHJ,Final,RowData2011.csv,1,"['CFLA', 'JAX']",UCF vs. Jacksonville University,2000.0,CFLA,6:56.7,6,56.7,416.7
149,51,2011-03-12,WHJ,Final,RowData2011.csv,2,"['CFLA', 'JAX']",UCF vs. Jacksonville University,2000.0,JAX,7:29.5,7,29.5,449.5
150,52,2011-03-12,WHV,Final,RowData2011.csv,1,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,DRAK,6:17.0,6,17.0,377.0
151,52,2011-03-12,WHV,Final,RowData2011.csv,2,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,WICH,6:23.0,6,23.0,383.0
152,53,2011-03-12,WHJ,Final,RowData2011.csv,1,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,DRAK,6:55.2,6,55.2,415.2
153,53,2011-03-12,WHJ,Final,RowData2011.csv,2,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,WICH,6:58.5,6,58.5,418.5
154,54,2011-03-12,WHV,Final,RowData2011.csv,1,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,DRAK,6:23.8,6,23.8,383.8
155,54,2011-03-12,WHV,Final,RowData2011.csv,2,"['DRAK', 'WICH']",Charlie Thomas Memorial Row,1000.0,WICH,6:27.7,6,27.7,387.7
156,55,2011-03-12,WHJ,Final,RowData2011.csv,1,"['WLMT', 'PUGS']",Governor's Cup - Puget Sound at Willamette,0.0,WLMT,6:06.5,6,6.5,366.5
157,55,2011-03-12,WHJ,Final,RowData2011.csv,2,"['WLMT', 'PUGS']",Governor's Cup - Puget Sound at Willamette,0.0,PUGS,6:39.7,6,39.7,399.7
158,56,2011-03-12,WHJ,Final,RowData2011.csv,1,"['OKLA', 'TULS']",Oklahoma Invitational,0.0,OKLA,7:22.6,7,22.6,442.6
159,56,2011-03-12,WHJ,Final,RowData2011.csv,2,"['OKLA', 'TULS']",Oklahoma Invitational,0.0,TULS,7:30.0,7,30.0,450.0
160,57,2011-03-12,WHV,Final,RowData2011.csv,1,"['OKLA', 'TULS']",Oklahoma Invitational,0.0,OKLA,7:03.9,7,3.9,423.9
161,57,2011-03-12,WHV,Final,RowData2011.csv,2,"['OKLA', 'TULS']",Oklahoma Invitational,0.0,TULS,7:13.6,7,13.6,433.6
162,58,2011-03-12,WHJ,Final,RowData2011.csv,1,"['USD', 'KANS']",Oklahoma Invitational,0.0,USD,7:29.4,7,29.4,449.4
163,58,2011-03-12,WHJ,Final,RowData2011.csv,2,"['USD', 'KANS']",Oklahoma Invitational,0.0,KANS,7:38.7,7,38.7,458.7
