RaceID,Date,CrewType,Distance,Team1,Time1,Team2,Time2,Team3,Time3,Team4,Time4,Team5,Time5,Team6,Time6,Team7,Time7,Team8,Time8,RaceType,RaceName
44,3/11/2017,WHV,2000,MICH,06:29.0,ND,06:43.3,TENN,06:44.4,KANS,06:54.4,,,,,,,,,Final,"Cardinal Invite: Michigan, Notre Dame, T"
45,3/11/2017,WHV,2000,MIST,06:38.4,MINN,06:49.9,CLEM,06:53.0,WV,07:04.6,,,,,,,,,Final,"Cardinal Invite: Michigan State, Minneso"
46,3/11/2017,WHV,2000,SACS,06:33.2,UPOR,06:36.4,STMY,06:47.7,HUMS,06:48.2,UCSD,06:49.1,OC,07:15.8,MILL,07:35.9,,,Final,Sac State Invite
47,3/11/2017,WHV,2000,SMU,07:02.9,CREI,07:23.3,,,,,,,,,,,,,Final,"SMU, Creighton University"
48,3/11/2017,WHV,2000,STAN,06:27.2,UCLA,06:43.2,SDSU,06:51.9,,,,,,,,,,,Final,"UCLA vs Stanford, SDSU"
49,3/11/2017,WHV,2000,TEXC,07:27.2,LSU,07:33.0,,,,,,,,,,,,,Final,Texas Crew vs. LSU
50,3/11/2017,WHV,2000,TULN,07:56.8,NWST,08:23.3,,,,,,,,,,,,,Final,"Tulane vs. Vanderbilt, Northwestern St,"
51,3/11/2017,WHV,2000,UMIA,06:36.9,MINN,06:37.7,TULS,06:37.9,TENN,06:40.3,,,,,,,,,Final,"Cardinal Invite: Tulsa vs. Tennessee, Mi"
52,3/11/2017,WHV,2000,UVA,06:30.9,UMIA,06:43.3,LOUV,06:47.5,TULS,06:59.0,,,,,,,,,Final,"Cardinal Invite: Virginia, Miami, Louisv"
53,3/11/2017,WHV,2000,UVA,06:32.6,MIST,06:38.8,ND,06:46.6,WV,07:03.4,,,,,,,,,Final,"Cardinal Invite: Virginia, Michigan Stat"
54,3/12/2017,MHV,2000,USD,05:55.4,OC,05:56.4,UCIR,05:59.5,UCSB,05:59.8,SDSU,06:13.5,UCLA,06:15.4,CSLB,06:31.4,,,Final,Newport Regatta
55,3/12/2017,WHV,2,HUMS,07:06.0,UCDV,07:17.0,SCLA,07:29.0,OC,07:33.0,,,,,,,,,Final,DOSH Scrimmage
56,3/12/2017,WHV,2000,LOUV,06:25.1,TULS,06:27.1,ND,06:29.3,WV,06:40.2,,,,,,,,,Final,"Cardinal Invite: Louisville, Tulsa, Notr"
57,3/12/2017,WHV,2000,MICH,06:23.2,UVA,06:28.8,MIST,06:35.1,TENN,06:51.6,,,,,,,,,Final,"Cardinal Invite: Michigan, Virginia, Mic"
58,3/12/2017,WHV,2000,MINN,06:40.4,UMIA,06:42.3,CLEM,06:45.5,KANS,06:45.9,,,,,,,,,Final,"Cardinal Invite: Minnesota, Miami, Clems"
59,3/17/2017,MHV,2000,CONN,06:47.1,BOWD,06:50.4,,,,,,,,,,,,,Final,UConn Men vs. Bowdoin College
60,3/17/2017,MHV,2000,MINN,06:14.0,MARI,06:15.7,GENS,06:19.7,UNH,06:21.7,ITHA,06:27.1,MALW,06:45.0,,,,,Final,Lake Lanier Spring Training Scrimmage
61,3/17/2017,MHV,2000,SCLA,06:00.0,USD,06:06.5,UCSD,06:12.4,GONZ,06:16.3,,,,,,,,,Final,"UC San Diego vs. Gonzaga University, San"
62,3/17/2017,WHV,2000,BOWD,07:49.0,MANH,08:12.5,,,,,,,,,,,,,Final,Wyboo Sprints
63,3/17/2017,WHV,2000,CFLA,06:31.1,CONN,06:48.2,JAX,06:57.5,NOVS,07:01.3,STET,07:24.2,,,,,,,Final,"UCF, UConn, Jacksonville, Stetson, Nova"
64,3/17/2017,WHV,2000,FRMA,06:50.5,STMD,07:09.5,,,,,,,,,,,,,Final,St. Mary's College of Maryland vs. Frank
65,3/17/2017,WHV,2000,JAX,07:01.8,STET,07:32.9,,,,,,,,,,,,,Final,Jacksonville vs. Stetson
66,3/18/2017,MHV,2000,DELA,06:00.9,LEHI,06:11.7,LOYO,06:33.3,,,,,,,,,,,Final,Lehigh vs. Delaware & Loyola
67,3/18/2017,MHV,2000,DREX,06:05.8,LASL,06:40.9,,,,,,,,,,,,,Final,Drexel vs. LaSalle
68,3/18/2017,MHV,2000,LECL,06:34.4,ORGN,06:40.7,,,,,,,,,,,,,Final,Hagg Lake Invitational Regatta
69,3/18/2017,MHV,2000,STET,06:24.2,WASU,06:34.6,,,,,,,,,,,,,Final,2017 Stetson Sprints #2
70,3/18/2017,MHV,2000,TEMP,05:27.6,JAX,05:33.4,,,,,,,,,,,,,Final,Temple University vs. Jacksonville Unive
71,3/18/2017,MHV,2000,TEMP#,06:04.0,LEHI,06:06.2,,,,,,,,,,,,,Final,Temple University vs. Lehigh University
72,3/18/2017,MHV,2000,UCDV,06:14.2,CALM,06:22.3,SONO,06:35.2,,,,,,,,,,,Final,"UC Davis vs Sonoma St, Cal Maritime"
73,3/18/2017,MLV,2000,UCDV,06:46.0,CALM,06:51.5,SONO,06:59.9,,,,,,,,,,,Final,"UC Davis vs Sonoma St, Cal Maritime"
74,3/18/2017,WHV,1950,ROLL,06:55.3,FLA,06:57.7,BRYA,07:48.8,,,,,,,,,,,Final,"Rollins Spring Break Race (Rollins, U of"
75,3/18/2017,WHV,2000,GMAS,07:09.3,LASL,07:24.8,,,,,,,,,,,,,Final,Drexel vs George Mason vs La Salle
76,3/18/2017,WHV,2000,LECL,07:13.6,ORGN,07:23.9,,,,,,,,,,,,,Final,Hagg Lake Invitational Regatta
77,3/18/2017,WHV,2000,LEHI,07:01.1,LOYO,07:23.4,,,,,,,,,,,,,Final,Lehigh vs Loyola
78,3/18/2017,WHV,2000,LOMY,06:43.6,DREX,06:47.7,STMY,06:58.9,,,,,,,,,,,Final,Hornet Invite: Drexel vs St Marys vs LMU
79,3/18/2017,WHV,2000,PACL,06:44.3,LECL,06:53.3,,,,,,,,,,,,,Final,Hagg Lake Invitational Regatta
80,3/18/2017,WHV,2000,PACL,07:09.1,PACI,08:15.0,,,,,,,,,,,,,Final,Hagg Lake Invitational Regatta
81,3/18/2017,WHV,2000,PENN,06:38.3,DELA,06:48.4,STJO,06:57.4,,,,,,,,,,,Final,"St. Joseph's v Pennsylvania, Delaware"
82,3/18/2017,WHV,2000,SACS,06:42.2,DREX,06:43.8,LOMY,06:44.4,,,,,,,,,,,Final,Hornet Invite: Sac State vs Drexel vs LM
83,3/18/2017,WHV,2000,SDSU,06:45.9,STMY,07:04.5,,,,,,,,,,,,,Final,Hornet Invite: SDSU vs St Marys
84,3/18/2017,WHV,2000,SDSU,06:46.6,SACS,06:51.9,,,,,,,,,,,,,Final,Hornet Invite: Sac State vs SDSU
85,3/18/2017,WHV,2000,TEMP,06:47.9,LEHI,07:02.8,,,,,,,,,,,,,Final,Temple/Lehigh
86,3/18/2017,WHV,2000,TULS,06:41.3,KAST,06:45.1,,,,,,,,,,,,,Final,Tulsa vs. Kansas State
87,3/18/2017,WHV,2000,UCDV,07:14.1,SONO,08:08.6,,,,,,,,,,,,,Final,"UC Davis vs Sonoma St, Cal Maritime"
88,3/19/2017,WHV,2000,COLU,06:47.4,BARR,07:13.7,,,,,,,,,,,,,Final,Governor's Cup: Barry vs Columbia Univer
89,3/19/2017,WHV,2000,DREX,06:43.1,LOMY,06:43.7,SDSU,06:46.9,,,,,,,,,,,Final,Hornet Invite: LMU vs Drexel vs SDSU
90,3/19/2017,WHV,2000,DUKE,06:41.3,CLEM,06:54.5,UNC,06:55.5,,,,,,,,,,,Final,Carolinas Cup
91,3/19/2017,WHV,2000,FLTC,06:54.4,BARR,07:05.8,,,,,,,,,,,,,Final,Governors Cup: FIT vs Barry
92,3/19/2017,WHV,2000,UCSD,06:47.1,HUMS,06:56.9,OC,07:14.5,UCIR,07:29.1,CSLB,07:51.8,,,,,,,Final,"Berg Cup OCC v. UCSD, Humboldt, UCI, Cha"
93,3/19/2017,WHV,2000,UMIA,06:45.9,COLU,06:47.3,,,,,,,,,,,,,Final,Governor's Cup 2017 Miami vs Columbia Un
94,3/19/2017,WHV,2000,UMIA,06:50.5,FLTC,07:01.7,,,,,,,,,,,,,Final,Governor's Cup: Miami vs FIT
95,3/24/2017,MHV,2000,FLA,06:25.7,ALAB,06:30.4,DEPA,06:35.0,ILLI,06:39.8,NORW,06:44.2,CFLA,07:07.8,,,,,Final,John Hunter Regatta
96,3/24/2017,MHV,2000,MICH,06:05.5,GATC,06:16.6,VAND,06:23.6,COLB,06:26.3,UGA,06:46.3,EMOR,06:58.2,,,,,Final,John Hunter Regatta
97,3/24/2017,MHV,2000,COLB,06:16.9,UGA,06:20.1,DEPA,06:20.8,CFLA,06:39.0,LSU,06:40.8,TENN,07:12.3,,,,,Heat,John Hunter Regatta
98,3/24/2017,MHV,2000,GATC,06:17.4,EMOR,06:27.3,ILLI,06:29.1,NORW,06:29.4,TULN,06:36.7,CCHR,07:40.1,,,,,Heat,John Hunter Regatta
99,3/24/2017,MHV,2000,MICH,05:58.5,VAND,06:07.6,FLA,06:13.0,ALAB,06:13.1,CLEM,06:40.8,NCST,06:47.1,NWST,07:12.2,,,Heat,John Hunter Regatta
100,3/24/2017,MHV,500,OKC,01:23.3,TEX,01:27.1,KANS,01:29.2,WICH,01:37.8,,,,,,,,,Final,Oklahoma City University Night Sprints
101,3/24/2017,WHV,2000,COLB,07:15.6,UGA,07:23.1,GATC,07:26.9,CLEC,07:30.9,ROLL,07:31.2,FLA,07:34.9,,,,,Final,John Hunter Regatta
102,3/24/2017,WHV,2000,MIST,06:53.6,RUTG,07:16.2,,,,,,,,,,,,,Final,Michigan St at Rutgers
103,3/24/2017,WHV,2000,TULN,07:46.7,EMOR,07:49.2,DEPA,07:51.1,WHEA,07:56.8,NORW,07:56.9,TENC,08:22.0,,,,,Final,John Hunter Regatta
104,3/24/2017,WHV,2000,COLB,06:59.2,GATC,07:11.4,EMOR,07:26.7,TULN,07:29.9,CCHR,07:56.3,NWST,08:30.2,AUBN,09:03.6,,,Heat,John Hunter Regatta
105,3/24/2017,WHV,2000,ROLL,07:09.2,CLEC,07:17.2,DEPA,07:37.4,WHEA,07:38.7,LSU,08:02.8,DAVS,08:16.6,,,,,Heat,John Hunter Regatta
106,3/24/2017,WHV,2000,UGA,07:05.3,FLA,07:10.2,NORW,07:29.9,TENC,07:39.9,LBTY,07:40.1,UTCH,08:28.8,,,,,Heat,John Hunter Regatta
107,3/25/2017,HV,2000,OKC,06:40.6,TEX,06:47.0,KANS,07:15.1,WICH,07:25.0,,,,,,,,,Final,Oklahoma City University vs. Wichita Sta
108,3/25/2017,MHV,1800,FAIR,06:13.0,CONN,06:24.0,AMHR,06:37.0,,,,,,,,,,,Final,Fairfield University vs. Amherst College
109,3/25/2017,MHV,2,MIT,06:07.6,CSTG,06:18.8,,,,,,,,,,,,,Final,MIT vs. Coast Guard
110,3/25/2017,MHV,2000,CALM,06:07.2,HUMS,06:18.1,CHCO,06:27.9,,,,,,,,,,,Final,Blue Heron Regatta
111,3/25/2017,MHV,2000,COLU,05:55.0,RUTG,06:03.0,,,,,,,,,,,,,Final,Collins Cup
112,3/25/2017,MHV,2000,DELA,05:50.8,BUCK,05:53.1,URI,05:54.8,UNC,05:55.1,WESL,05:58.4,LEHI,06:10.5,,,,,Final,35th Murphy Cup
113,3/25/2017,MHV,2000,FLTC,06:21.6,JAX,06:58.5,,,,,,,,,,,,,Final,FIT vs. Jacksonville University
114,3/25/2017,MHV,2000,MARI,07:16.3,PURD,07:21.3,,,,,,,,,,,,,Final,Purdue / Marietta Challenge Cup
115,3/25/2017,MHV,2000,ND,07:03.2,MARI,07:07.6,PURD,07:24.3,CINC,08:07.0,,,,,,,,,Final,Purdue Invitational
116,3/25/2017,MHV,2000,PRIN,05:49.7,GEOR,06:04.3,,,,,,,,,,,,,Final,Annual Scrimmage
117,3/25/2017,MHV,2000,STJO,05:42.5,UVA,05:49.0,HC,05:51.4,DREX,05:51.5,TEMP,05:54.9,BATE,06:01.8,,,,,Final,35th Murphy Cup
118,3/25/2017,MHV,2000,TUFT,06:06.0,STET*,06:15.6,EMBR,06:53.0,,,,,,,,,,,Final,Stetson Sprints #3
119,3/25/2017,MHV,2000,YALE,05:33.9,BRWN,05:40.5,,,,,,,,,,,,,Final,Albert Cup
120,3/25/2017,MHV,2000,BATE,05:55.0,TEMP,05:55.0,UNC,06:01.8,LEHI,06:11.7,PSU,06:27.0,FRMA,06:29.5,,,,,Heat,35th Murphy Cup
121,3/25/2017,MHV,2000,DREX,05:56.4,BUCK,05:57.8,WESL,06:00.2,LASL,06:29.6,PITT,06:31.8,,,,,,,Heat,35th Murphy Cup
122,3/25/2017,MHV,2000,STJO,05:52.4,DELA,06:00.4,UMAS,06:15.2,HAML,06:16.6,LOYO,06:26.5,STMD,07:20.9,,,,,Heat,35th Murphy Cup
123,3/25/2017,MHV,2000,UVA,05:51.6,HC,05:54.5,URI,05:55.8,VILN,06:17.9,LAFA,06:24.4,,,,,,,Heat,35th Murphy Cup
124,3/25/2017,MLV,2000,DELA,05:57.9,GEOR,06:01.7,,,,,,,,,,,,,Final,Georgetown University vs. University of
125,3/25/2017,MLV,2000,NAVY,05:57.5,PRIN,06:01.1,,,,,,,,,,,,,Final,Murtaugh Cup
126,3/25/2017,MLV,2000,PRIN,06:20.5,GEOR,06:23.0,,,,,,,,,,,,,Final,Fosburgh Cup
127,3/25/2017,WHV,1800,FAIR,07:52.9,SMIT,07:54.8,,,,,,,,,,,,,Final,"Smith v Fairfield, UMass, Mount Holyoke"
128,3/25/2017,WHV,2,MICH,06:29.5,YALE,06:33.6,,,,,,,,,,,,,Final,"Big Ten Double Dual: Michigan, Yale (Mic"
129,3/25/2017,WHV,2,MICH,06:36.9,RADC,06:42.2,,,,,,,,,,,,,Final,"Big Ten Double Dual: Michigan, Harvard-R"
130,3/25/2017,WHV,2,OHST,06:34.2,RADC,06:37.1,,,,,,,,,,,,,Final,"Big Ten Double Dual: Ohio State, Harvard"
131,3/25/2017,WHV,2,OHST,06:38.6,YALE,06:42.5,,,,,,,,,,,,,Final,"Big Ten Double Dual: Ohio State, Yale (M"
132,3/25/2017,WHV,2000,ALAB,06:55.3,DAYT,07:20.2,,,,,,,,,,,,,Final,University of Alabama vs. University of
133,3/25/2017,WHV,2000,COLU,07:02.7,RUTG,07:23.5,,,,,,,,,,,,,Final,"Columbia, Rutgers"
134,3/25/2017,WHV,2000,DREX,06:35.9,GW,06:36.8,BATE,06:39.0,WESL,06:42.7,DELA,06:44.2,FORD,06:44.8,,,,,Final,35th Murphy Cup
135,3/25/2017,WHV,2000,GEOR,06:10.7,WV,06:17.4,,,,,,,,,,,,,Final,Georgetown vs. West Virginia
136,3/25/2017,WHV,2000,HUMS,07:05.0,MILL,07:18.0,CHCO,07:35.6,,,,,,,,,,,Final,Blue Heron Regatta
137,3/25/2017,WHV,2000,NORT,06:19.0,PENN,06:22.9,NAVY,06:30.0,BC,06:35.6,TEMP,06:36.0,UMAS,06:36.6,,,,,Final,35th Murphy Cup
138,3/25/2017,WHV,2000,OKLA,06:15.4,USD,06:18.3,ND,06:19.7,ORST,06:28.4,,,,,,,,,Final,Longhorn Invite
139,3/25/2017,WHV,2000,OLDD,07:07.0,GMAS*,07:28.8,,,,,,,,,,,,,Final,Old Dominion vs. George Mason
140,3/25/2017,WHV,2000,PRIN,06:28.5,BRWN,06:30.9,MIST,06:31.5,,,,,,,,,,,Final,"Class of 1987 Trophy: Princeton, Brown,"
141,3/25/2017,WHV,2000,PURD,08:05.9,CINC,08:39.6,,,,,,,,,,,,,Final,Purdue Invitational
142,3/25/2017,WHV,2000,PURD,08:22.6,CINC,08:54.8,,,,,,,,,,,,,Final,Purdue Invitational (AM)
143,3/25/2017,WHV,2000,STMY,07:17.1,HAML,07:17.5,CABR,08:01.5,,,,,,,,,,,Final,35th Murphy Cup
144,3/25/2017,WHV,2000,TEX,06:09.2,IOWA,06:20.5,CFLA,06:24.8,DUKE,06:24.9,,,,,,,,,Final,Longhorn Invite
145,3/25/2017,WHV,2000,TUFT,07:09.0,STET,07:39.6,,,,,,,,,,,,,Final,"Stetson Sprints #3 - Stetson, Tufts, Emb"
146,3/25/2017,WHV,2000,URI,06:47.7,MIT,06:48.6,CSTG,07:33.7,,,,,,,,,,,Final,"Coast Guard, Rhode Island, MIT"
147,3/25/2017,WHV,2000,WASC,06:49.4,PHIL,06:53.7,BRYN,06:59.1,FRMA,07:02.1,,,,,,,,,Final,35th Murphy Cup
148,3/25/2017,WHV,2000,WAST,07:03.4,GONZ,07:16.2,,,,,,,,,,,,,Final,Gonzaga at Washington State (Fawley Cup)
149,3/25/2017,WHV,2000,BC,06:43.1,BATE,06:44.0,HC,07:03.4,LASL,07:25.0,,,,,,,,,Heat,35th Murphy Cup
150,3/25/2017,WHV,2000,IOWA,06:11.5,USD,06:14.2,DUKE,06:19.4,OKLA,06:19.6,,,,,,,,,Heat,Longhorn Invite
151,3/25/2017,WHV,2000,NAVY,06:39.6,FORD,06:45.1,HAML,06:55.9,COLG,07:06.5,,,,,,,,,Heat,35th Murphy Cup
152,3/25/2017,WHV,2000,NORT,06:37.9,DELA,06:49.3,STJO,06:51.9,ROMO,07:14.2,,,,,,,,,Heat,35th Murphy Cup
153,3/25/2017,WHV,2000,PENN,06:35.3,GW,06:44.7,CONN,06:46.0,LOYO,07:26.1,PSU,07:27.5,,,,,,,Heat,35th Murphy Cup
154,3/25/2017,WHV,2000,PHIL,07:04.3,BRYN,07:04.5,HAML,07:28.3,CABR,08:03.8,,,,,,,,,Heat,35th Murphy Cup
155,3/25/2017,WHV,2000,TEMP,06:40.5,DREX,06:42.8,VILN,06:52.6,PITT,07:13.5,,,,,,,,,Heat,35th Murphy Cup
156,3/25/2017,WHV,2000,TEX,06:03.3,CFLA,06:13.5,ND,06:19.9,ORST,06:32.1,,,,,,,,,Heat,Longhorn Invite
157,3/25/2017,WHV,2000,UMAS,06:39.1,WESL,06:43.8,LEHI,07:00.7,CANI,07:03.7,,,,,,,,,Heat,35th Murphy Cup
158,3/25/2017,WHV,2000,WASC,07:06.9,STMD,07:29.4,,,,,,,,,,,,,Heat,35th Murphy Cup
159,3/25/2017,WHV,25,KANS,06:33.5,CREI,06:55.5,,,,,,,,,,,,,Final,"Kansas, Creighton"
160,3/25/2017,WHV,25,SMU,07:19.3,COK,07:21.4,,,,,,,,,,,,,Final,"SMU, University of Central Oklahoma"
161,3/25/2017,WLV,2000,GEOR,06:09.7,RADC,06:17.6,,,,,,,,,,,,,Final,Class of 2004 Cup
162,3/26/2017,MHV,2000,OC,05:56.3,UCLA,06:10.4,,,,,,,,,,,,,Final,Orange Coast College vs. UCLA
163,3/26/2017,MHV,2000,ORST,06:07.2,GONZ,06:29.4,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
164,3/28/2017,MHV,2000,UCLA,06:29.0,COLO,06:36.0,,,,,,,,,,,,,Final,Spring Break Scrimmage
165,3/31/2017,WHV,2000,CFLA,06:31.7,TULS,06:32.7,ALAB,06:38.6,UMIA,06:41.2,KAST,06:48.0,JAX,06:51.7,UNC,06:55.9,STET,07:36.5,Final,FIRA Championships (DI invitational heat
166,3/31/2017,WHV,2000,CFLA,06:31.7,TULS,06:32.7,ALAB,06:38.6,UMIA,06:41.2,KAST,06:48.0,JAX,06:51.7,UNC,06:55.9,STET,07:36.5,Final,Sunshine State Invitational
167,3/31/2017,WHV,2000,MIT#,07:00.9,SIMM,07:35.7,,,,,,,,,,,,,Final,MIT Lighweight Women vs SImmons College
168,4/1/2017,MHV,1,BC,06:38.0,ALAB,06:45.0,COLO,06:52.2,HUMS,06:57.8,CSLB,06:58.9,CHAP,07:50.6,,,,,Final,San Diego Crew Classic
169,4/1/2017,MHV,1,CAL,05:42.1,MICH,06:00.6,UCSB,06:04.1,,,,,,,,,,,Heat,San Diego Crew Classic
170,4/1/2017,MHV,1,OC,06:21.3,UCDV,06:28.2,UCLA,06:32.2,PURD,06:36.3,ALAB,06:41.1,,,,,,,Heat,San Diego Crew Classic
171,4/1/2017,MHV,1,SCLA,06:10.3,USD,06:17.4,UCIR,06:20.4,VAND,06:29.4,BC,06:29.6,COLO,06:52.9,,,,,Heat,San Diego Crew Classic
172,4/1/2017,MHV,1,UBC,06:10.6,ND,06:16.7,MIT,06:21.4,SDSU,06:39.3,HUMS,07:00.7,CHAP,07:34.1,,,,,Heat,San Diego Crew Classic
173,4/1/2017,MHV,1,UCSD,06:13.9,GV,06:17.4,GONZ,06:28.0,CALM,06:31.5,CSLB,06:59.3,,,,,,,Heat,San Diego Crew Classic
174,4/1/2017,MHV,1,YALE,05:42.8,STAN,05:46.5,UVIC,05:53.9,,,,,,,,,,,Heat,San Diego Crew Classic
175,4/1/2017,MHV,1500,FAIR,07:05.3,IONA,07:45.1,,,,,,,,,,,,,Final,Fairfield vs. Iona
176,4/1/2017,MHV,2000,BUCK,06:28.0,MERC,06:41.8,,,,,,,,,,,,,Final,Cayuga Duals: PM pairings
177,4/1/2017,MHV,2000,CINC,06:42.2,DAYT,06:43.6,MIOH,07:26.7,JCAR,07:50.8,XAV,07:51.9,,,,,,,Final,Cincinnati Regatta
178,4/1/2017,MHV,2000,COLU,07:12.5,MIT,07:29.9,,,,,,,,,,,,,Final,Alumni Cup
179,4/1/2017,MHV,2000,CORN#,06:09.0,BUCK,06:24.5,,,,,,,,,,,,,Final,Cayuga Duals: AM Pairings
