RaceId,Date,CrewType,Distance,Team1,Time1,Team2,Time2,Team3,Time3,Team4,Time4,Team5,Time5,Team6,Time6,Team7,Time7,Team8,Time8,RaceType,RaceName
1,2/27/2016,MHV,2000,CFLA,06:52.0,FLA,06:59.0,EMBR,07:01.0,FLST,07:01.3,,,,,,,,,Final,Duel In The Swamp
2,2/27/2016,WHJ,1000,ALAB,03:21.4,EMIC,03:39.4,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
3,2/27/2016,WHJ,1000,ALAB,03:24.4,EMIC,03:43.9,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
4,2/27/2016,WHJ,1000,ALAB,03:31.3,EMIC,03:37.7,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
5,2/27/2016,WHJ,1700,SDSU,06:23.6,LOMY,06:33.3,,,,,,,,,,,,,Final,San Diego State vs. Loyola Marymount
6,2/27/2016,WHV,1000,ALAB,03:01.8,EMIC,03:11.2,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
7,2/27/2016,WHV,1000,ALAB,03:31.4,EMIC,03:41.9,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
8,2/27/2016,WHV,1000,ALAB,03:34.4,EMIC,03:42.8,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
9,2/27/2016,WHV,1000,ALAB,03:43.3,EMIC,03:56.4,,,,,,,,,,,,,Final,Alabama vs. Eastern Michigan
10,2/27/2016,WHV,1700,LOMY,05:57.8,SDSU,06:03.9,,,,,,,,,,,,,Final,San Diego State vs. Loyola Marymount
11,2/27/2016,WHV,2000,FLA,08:03.0,EMBR,08:16.0,FLST,09:34.0,,,,,,,,,,,Final,Duel In The Swamp
12,2/28/2016,MHV,,CAL#,06:21.0,SACS,06:49.0,CHCO,06:54.0,,,,,,,,,,,Final,Cal-Lght v Sac State & Chico State
13,2/28/2016,MLV,,SACS,06:26.0,CAL,06:31.0,,,,,,,,,,,,,Final,Cal-Lght v Sac State & Chico State
14,2/28/2016,WHJ,1700,USC,05:31.9,SDSU,05:51.4,,,,,,,,,,,,,Final,San Diego State vs. USC
15,2/28/2016,WHV,,CAL#,07:21.0,CHCO,07:51.0,,,,,,,,,,,,,Final,Cal-Lght v Sac State & Chico State
16,2/28/2016,WHV,1700,USC,05:19.6,SDSU,05:35.2,,,,,,,,,,,,,Final,San Diego State vs. USC
17,3/3/2016,WHV,1950,ROLL,07:36.0,JOWA,08:16.3,,,,,,,,,,,,,Final,Rollins vs. Johnson & Wales
18,3/3/2016,WHV,1950,ROLL,07:51.9,JOWA*,08:45.2,,,,,,,,,,,,,Final,Rollins vs. Johnson & Wales
19,3/5/2016,MHJ,2000,ORST,06:01.5,STAN,06:02.6,GONZ,06:28.2,,,,,,,,,,,Final,Oregon St vs. Stanford & Gonzaga
20,3/5/2016,MHJ,2000,SACS,07:02.1,SONO,07:36.1,,,,,,,,,,,,,Final,Sac State Men's Tri Invite
21,3/5/2016,MHJ,2000,TEMP,06:57.5,EMBR,08:52.6,,,,,,,,,,,,,Final,Stetson Sprints 2016 - #1
22,3/5/2016,MHJ,2000,UCSB,06:01.8,UCSD,06:04.0,UCLA,06:29.3,UCIR,06:34.6,,,,,,,,,Final,UC Challenge Cup
23,3/5/2016,MHV,1950,ROLL,06:03.0,CFLA,06:05.5,,,,,,,,,,,,,Final,Metro Cup Regatta
24,3/5/2016,MHV,2000,CALM,06:23.7,SACS,06:28.1,SONO,06:42.6,,,,,,,,,,,Final,Sac State Men's Tri Invite
25,3/5/2016,MHV,2000,STAN,05:45.5,ORST,05:46.2,GONZ,06:09.1,,,,,,,,,,,Final,Oregon St vs. Stanford & Gonzaga
26,3/5/2016,MHV,2000,TEMP,06:48.1,STET,07:02.5,EMBR#,07:18.9,,,,,,,,,,,Final,Stetson Sprints 2016 - #1
27,3/5/2016,MHV,2000,UCSD,05:51.4,UCSB,05:51.9,UCIR,06:00.5,UCLA,06:17.3,,,,,,,,,Final,UC Challenge Cup
28,3/5/2016,MLV,,CAL,05:52.2,UCSB,05:57.1,,,,,,,,,,,,,Final,UCSB vs. Cal Lwts
29,3/5/2016,WHJ,1950,CFLA,06:53.6,DUQN,06:57.3,VILN,07:25.1,,,,,,,,,,,Final,Metro Cup Regatta
30,3/5/2016,WHJ,2000,STET,08:46.4,JOWA,09:59.9,,,,,,,,,,,,,Final,Stetson Sprints 2016 - #1
31,3/5/2016,WHJ,2000,UCLA,06:21.5,SDSU,06:42.5,,,,,,,,,,,,,Final,UCLA vs. San Diego State
32,3/5/2016,WHV,1950,CFLA,06:34.0,DUQN,06:45.2,VILN,06:55.5,ROLL,07:23.2,,,,,,,,,Final,Metro Cup Regatta
33,3/5/2016,WHV,2000,OC,06:48.9,UCIR,07:11.0,,,,,,,,,,,,,Final,UC Challenge Cup
34,3/5/2016,WHV,2000,STET,08:16.4,EMBR,08:34.2,JOWA,09:29.5,,,,,,,,,,,Final,Stetson Sprints 2016 - #1
35,3/5/2016,WHV,2000,UCLA,06:15.9,SDSU,06:20.8,,,,,,,,,,,,,Final,UCLA vs. San Diego State
36,3/6/2016,MHJ,,SCLA,06:36.9,UCDV,07:03.3,SONO,07:56.9,,,,,,,,,,,Final,UC Davis Invitational
