RaceId,Date,CrewType,Distance,Team1,Time1,Team2,Time2,Team3,Time3,Team4,Time4,Team5,Time5,Team6,Time6,Team7,Time7,Team8,Time8,RaceType,RaceName
138,2011-03-19,MHV,2000,GEOR,6:16.1,STJO,6:28.1,BC,6:48.5,,,,,,,,,,,Final,Jesuit Invitational
139,2011-03-19,MHJ,2000,GEOR,6:29.5,STJO,6:35.2,,,,,,,,,,,,,Final,Jesuit Invitational
140,2011-03-19,WHV,2000,STJO,7:11.8,BC,7:12.9,GEOR,7:13.9,LOYO,7:26.9,,,,,,,,,Final,Jesuit Invitational
141,2011-03-19,WHJ,2000,GEOR,7:11.0,STJO,7:16.0,BC,7:31.8,,,,,,,,,,,Final,Jesuit Invitational
142,2011-03-19,MHN,0,WASU,7:25.0,WICH,7:32.0,,,,,,,,,,,,,Final,Washington Univ v Wichita State
143,2011-03-19,MHV,0,WICH,7:04.0,WASU,7:04.9,,,,,,,,,,,,,Final,Washington Univ v Wichita State
144,2011-03-19,WHV,0,WICH,7:40.0,WASU,7:56.9,,,,,,,,,,,,,Final,Washington Univ v Wichita State
145,2011-03-19,MHV,0,TULN,6:43.2,VAND,6:46.7,,,,,,,,,,,,,Final,ACRA Challenge South
146,2011-03-19,MHV,0,TEX,6:39.0,EMOR,6:52.9,,,,,,,,,,,,,Final,ACRA Challenge South
147,2011-03-19,WHV,0,TULN,7:42.0,VAND,7:59.0,,,,,,,,,,,,,Final,ACRA Challenge South
148,2011-03-19,WHV,0,EMOR,7:47.7,TEXC,7:58.6,,,,,,,,,,,,,Final,ACRA Challenge South
149,2011-03-19,MHN,0,VAND,6:56.5,TULN,7:05.2,,,,,,,,,,,,,Final,ACRA Challenge South
150,2011-03-19,MHN,0,TEX,7:11.9,LSU,7:24.0,,,,,,,,,,,,,Final,ACRA Challenge South
151,2011-03-19,MHV,0,EMOR,7:04.0,VAND,7:15.0,,,,,,,,,,,,,Final,ACRA Challenge South
152,2011-03-19,MHV,0,TEX,6:45.9,TULN,6:49.1,,,,,,,,,,,,,Final,ACRA Challenge South
153,2011-03-19,WHV,0,EMOR,7:51.0,VAND,8:20.0,,,,,,,,,,,,,Final,ACRA Challenge South
154,2011-03-19,WHV,0,TULN,7:53.2,TEXC,8:06.8,,,,,,,,,,,,,Final,ACRA Challenge South
155,2011-03-19,MHN,0,VAND,7:15.0,LSU,7:39.0,,,,,,,,,,,,,Final,ACRA Challenge South
156,2011-03-19,MHN,0,TULN,7:10.8,TEX,7:15.3,,,,,,,,,,,,,Final,ACRA Challenge South
157,2011-03-19,WHV,0,NOVS,7:03.4,COK,7:25.2,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
158,2011-03-19,WHV,0,BARR,7:06.6,PHIL,7:19.2,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
159,2011-03-19,WHV,0,COLU,6:44.1,JAX,6:59.8,FLTC,7:18.3,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
160,2011-03-19,MHV,0,COLU,5:47.9,FLTC,5:53.0,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
161,2011-03-19,MHJ,0,COLU,6:02.8,JAX,6:17.7,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
162,2011-03-19,WHJ,0,COLU,0:00.0,JAX,0:45.5,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
163,2011-03-19,MHN,0,COLU,5:59.3,JAX,6:52.7,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
164,2011-03-19,WHV,0,NOVS,7:04.5,PHIL,7:28.7,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
165,2011-03-19,WHV,0,JAX,6:58.1,BARR,7:09.9,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
166,2011-03-19,WHV,0,FLTC,7:11.9,COK,7:12.8,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
167,2011-03-19,MHV,0,FLTC,6:01.6,PHIL,6:44.9,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
168,2011-03-19,MHV,0,COLU,6:03.8,JAX,6:17.8,,,,,,,,,,,,,Final,Governor's Cup Fellsmere FL
169,2011-03-19,MHV,1950,ARMY,5:57.2,ROLL,6:08.8,,,,,,,,,,,,,Final,Rollins Invitational
170,2011-03-19,MHJ,1950,ARMY,6:08.1,ROLL,6:20.1,,,,,,,,,,,,,Final,Rollins Invitational
171,2011-03-19,WHV,1950,ARMY,6:51.8,ROLL,7:11.6,,,,,,,,,,,,,Final,Rollins Invitational
172,2011-03-19,MHN,0,FLST,5:23.2,UTCH,5:26.5,,,,,,,,,,,,,Final,Tampa Mayors Cup
173,2011-03-19,WHJ,0,STLA,5:28.5,HAML,5:35.5,,,,,,,,,,,,,Final,Tampa Mayors Cup
174,2011-03-19,MHJ,0,STLA,5:12.3,UTCH,5:23.7,,,,,,,,,,,,,Final,Tampa Mayors Cup
175,2011-03-19,MHV,0,HAML,4:57.7,STLA,4:58.6,UTCH,5:01.5,,,,,,,,,,,Final,Tampa Mayors Cup
176,2011-03-19,WHV,0,STLA,5:24.8,HAML,5:33.9,STET,5:41.5,UTCH,5:47.7,F,5,,,,,,,Final,Tampa Mayors Cup
177,2011-03-19,MHV,2000,UCLA,6:36.2,OC,6:39.2,USD,6:43.2,,,,,,,,,,,Final,Orange Coast College vs. USD & UCLA
178,2011-03-19,MHN,2000,OC,6:49.8,USD,6:58.9,UCLA,7:51.8,,,,,,,,,,,Final,Orange Coast College vs. USD & UCLA
179,2011-03-19,MHN,0,NCST,7:33.9,CCHR,8:25.9,,,,,,,,,,,,,Final,Augusta Invitational
180,2011-03-19,MHV,0,CCHR,6:39.3,NCST,6:54.7,,,,,,,,,,,,,Final,Augusta Invitational
181,2011-03-19,MHV,2000,DREX,5:43.3,LASL,5:53.4,VILN,6:04.2,,,,,,,,,,,Final,Drexel v Villanova & LaSalle
182,2011-03-19,MHN,2000,DREX,5:53.1,LASL,6:01.3,VILN,6:40.2,,,,,,,,,,,Final,Drexel v Villanova & LaSalle
183,2011-03-20,WHJ,0,TEX,7:12.7,USD,7:30.8,,,,,,,,,,,,,Final,Longhorn Invitational
184,2011-03-20,WHV,0,TEX,7:02.6,USD,7:18.5,,,,,,,,,,,,,Final,Longhorn Invitational
185,2011-03-20,WHJ,0,WISC,7:19.7,LOUV,7:31.0,,,,,,,,,,,,,Final,Longhorn Invitational
186,2011-03-20,WHV,0,LOUV,7:04.3,WISC,7:04.3,,,,,,,,,,,,,Final,Longhorn Invitational
187,2011-03-20,WHJ,0,OKLA,7:25.9,CFLA,7:35.4,,,,,,,,,,,,,Final,Longhorn Invitational
188,2011-03-20,WHV,0,OKLA,7:19.8,CFLA,7:31.2,,,,,,,,,,,,,Final,Longhorn Invitational
189,2011-03-20,WHJ,0,IOWA,7:32.7,KAST,7:44.3,,,,,,,,,,,,,Final,Longhorn Invitational
190,2011-03-20,WHV,0,IOWA,7:23.7,KAST,7:34.7,,,,,,,,,,,,,Final,Longhorn Invitational
191,2011-03-20,MHV,0,TEX,6:28.5,VAND,6:48.4,,,,,,,,,,,,,Final,ACRA Challenge South
192,2011-03-20,MHV,0,EMOR,6:32.2,TULN,6:34.1,,,,,,,,,,,,,Final,ACRA Challenge South
193,2011-03-20,WHV,0,TEXC,7:32.6,VAND,7:38.1,,,,,,,,,,,,,Final,ACRA Challenge South
194,2011-03-20,WHV,0,EMOR,7:24.5,TULN,7:33.0,,,,,,,,,,,,,Final,ACRA Challenge South
195,2011-03-20,MHN,0,VAND,6:50.0,TEX,7:04.0,,,,,,,,,,,,,Final,ACRA Challenge South
196,2011-03-20,MHV,2000,ORST,6:38.7,GONZ,6:48.3,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
197,2011-03-20,MHJ,2000,ORST,6:58.4,GONZ,7:14.8,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
198,2011-03-20,MHN,2000,ORST,6:55.9,GONZ,7:00.8,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
199,2011-03-20,WHV,2000,ORST,7:51.9,GONZ,8:03.5,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
200,2011-03-20,WHJ,2000,ORST,7:50.4,GONZ,8:26.0,,,,,,,,,,,,,Final,Gonzaga vs. Oregon State
201,2011-03-23,MHV,1000,WICH,4:17.8,NORW,5:19.8,,,,,,,,,,,,,Scrim,Wichita State vs Northwestern State
202,2011-03-23,WHV,1000,WICH,4:43.0,NWST,5:11.6,,,,,,,,,,,,,Scrim,Wichita State vs Northwestern State
203,2011-03-24,WHV,2000,WELL,7:36.0,WASC,7:55.0,,,,,,,,,,,,,Final,Wellesley College vs. Washington College
204,2011-03-24,WHJ,2000,WELL,7:52.0,WASC,7:55.0,,,,,,,,,,,,,Final,Wellesley College vs. Washington College
205,2011-03-25,WHV,0,NOVS,6:45.6,UCHR,7:26.6,,,,,,,,,,,,,Final,DII Duals
206,2011-03-25,WHV,0,BARR,6:57.8,FAIR,7:10.6,,,,,,,,,,,,,Final,DII Duals
