,Unnamed: 0,raceid,date,crewtype,racetype,file,number,teams,racename,distance,team,time,minutes,seconds,time_in_secs,race,idlag1,idlag2,idlag3,idlag4,idlag5,date_lag_1,racetype_lag_1,time_in_secs_lag_1,teams_lag_1,racename_lag_1,date_lag_2,racetype_lag_2,time_in_secs_lag_2,teams_lag_2,racename_lag_2,date_lag_3,racetype_lag_3,time_in_secs_lag_3,teams_lag_3,racename_lag_3,date_lag_4,racetype_lag_4,time_in_secs_lag_4,teams_lag_4,racename_lag_4,date_lag_5,racetype_lag_5,time_in_secs_lag_5,teams_lag_5,racename_lag_5,race_year,race_year_lag1,race_year_lag2,race_year_lag3,race_year_lag4,average_time,race_year_lag1.1,average_time_lag2,race_year_lag2.1,average_time_lag3,race_year_lag3.1,average_time_lag4,race_year_lag4.1,teams_in_race,days_off,race_month,average_time_lag1,mean_race_time_lag_1,median_race_time_lag_1,upto_date_lag_1,mean_race_time_lag_2,median_race_time_lag_2,upto_date_lag_2,mean_race_time_lag_3,median_race_time_lag_3,upto_date_lag_3,mean_race_time_lag_4,median_race_time_lag_4,upto_date_lag_4,mean_race_time_lag_5,median_race_time_lag_5,upto_date_lag_5
0,0,9371,2017-03-04,MHV,Final,RowData2017.csv,1,"['UCSD', 'UCDV', 'UCLA', 'UCIR', 'UCSB']",Henry Nicholas III - UC Challenge Cup,2000.0,UCSD,05:56.9,5,56.9,356.9,9371,9194,7880,7868,7663,5460,2016-05-14,Final,374.2,"['SCLA', 'OKC', 'UCSD', 'GONZ', 'USD']",Western Sprints,2016-03-11,Final,375.2,"['SCLA', 'UCSD', 'GONZ']",UCSD vs. Santa Clara and Gonzaga,2016-03-05,Final,351.4,"['UCSD', 'UCSB', 'UCIR', 'UCLA']",UC Challenge Cup,2015-05-16,Final,384.9,"['OKC', 'SCLA', 'USD', 'UCSD', 'GONZ']",Western Sprints,2014-04-12,Final,358.5,"['GW', 'UCSD']",George Washington Invitational - Saturday,2017,2016,2015,2014,2013,366.9333333333333,2016,384.9,2015,364.8,2014,372.35,2013,5,294,3,366.9333333333333,374.314161692892,370.6,2016-05-14,372.49667128987517,369.15,2016-03-11,372.3259831460675,369.0,2016-03-05,374.9004132231409,371.9,2015-05-16,374.3966053748235,371.4,2014-04-12
1,70,9418,2017-03-17,MHV,Final,RowData2017.csv,2,"['SCLA', 'USD', 'UCSD', 'GONZ']","UC San Diego vs. Gonzaga University, San",2000.0,USD,06:06.5,6,6.5,366.5,9418,9408,9194,7910,7663,7599,2017-03-12,Final,355.4,"['USD', 'OC', 'UCIR', 'UCSB', 'SDSU', 'UCLA', 'CSLB']",Newport Regatta,2016-05-14,Final,382.3,"['SCLA', 'OKC', 'UCSD', 'GONZ', 'USD']",Western Sprints,2016-03-12,Final,379.9,"['UCSB', 'OC', 'USD', 'UCIR', 'UCLA', 'SDSU', 'USC']",Newport Regatta,2015-05-16,Final,384.4,"['OKC', 'SCLA', 'USD', 'UCSD', 'GONZ']",Western Sprints,2015-05-09,Final,375.1,"['UCIR', 'UCSB', 'USD', 'OC', 'UCLA']",50th Newport Regatta,2017,2016,2015,2014,2013,381.1,2016,379.75,2015,364.7,2014,374.875,2013,4,5,3,381.1,373.8229789318964,370.3,2017-03-12,374.314161692892,370.6,2016-05-14,372.50692041522484,369.2,2016-03-12,374.9004132231409,371.9,2015-05-16,374.94322527015845,371.8,2015-05-09
2,507,9620,2017-04-02,MHV,Final,RowData2017.csv,3,"['CAL', 'YALE', 'STAN', 'UVIC', 'UCSB', 'MICH']",San Diego Crew Classic,2000.0,STAN,05:50.0,5,50.0,350.0,9620,9244,9033,7862,7826,7813,2016-05-16,Final,356.2,"['CAL', 'WASH', 'STAN', 'ORST', 'WAST', 'COLO']",PAC-12 Championship,2016-04-30,Final,349.8,"['CAL', 'STAN']",Big Row,2016-03-05,Final,345.5,"['STAN', 'ORST', 'GONZ']",Oregon St vs. Stanford & Gonzaga,2015-06-01,Final,356.0,"['DART', 'FLTC', 'WISC', 'HOBR', 'HC', 'STAN']",IRA National Championship - Finals,2015-05-31,Heat,367.4,"['YALE', 'BRWN', 'PENN', 'STAN', 'GW', 'SYRA']",IRA National Championship - Heats,2017,2016,2015,2014,2013,350.5,2016,356.6,2015,353.0,2014,344.4000000000001,2013,6,321,4,350.5,374.1232694355697,370.4,2016-05-16,374.1495765104462,370.3,2016-04-30,372.3259831460675,369.0,2016-03-05,372.6884670487107,369.55,2015-06-01,373.5902402402404,370.55,2015-05-31
3,248,9495,2017-03-25,MHV,Final,RowData2017.csv,1,"['FLTC', 'JAX']",FIT vs. Jacksonville University,2000.0,FLTC,06:21.6,6,21.6,381.6,9495,9195,9188,9161,7826,7812,2016-05-14,Heat,347.6,"['FLTC', 'TEMP', 'PURD', 'UNC', 'ITHA', 'MALW']",Dad Vail Regatta,2016-05-14,Final,355.4,"['FLTC', 'DREX', 'TEMP', 'MICH', 'ARMY', 'UVA']",Dad Vail Regatta,2016-05-13,Heat,359.0,"['FLTC', 'STJO', 'ITHA', 'GENS', 'JCAR']",Dad Vail Regatta,2015-06-01,Final,344.1,"['DART', 'FLTC', 'WISC', 'HOBR', 'HC', 'STAN']",IRA National Championship - Finals,2015-05-31,Heat,359.5,"['WASH', 'BU', 'NAVY', 'FLTC', 'ORST', 'SCLA']",IRA National Championship - Heats,2017,2016,2015,2014,2013,354.0,2016,350.2833333333333,2015,346.9,2014,358.125,2013,2,315,3,354.0,374.314161692892,370.6,2016-05-14,374.314161692892,370.6,2016-05-14,374.009921962096,370.2,2016-05-13,372.6884670487107,369.55,2015-06-01,373.5902402402404,370.55,2015-05-31
4,570,9703,2017-04-08,MHV,Final,RowData2017.csv,1,"['WASH', 'ORST']",Oregon State University vs. University o,2000.0,WASH,05:53.1,5,53.1,353.1,9703,9244,8877,8468,7831,7817,2016-05-16,Final,342.0,"['CAL', 'WASH', 'STAN', 'ORST', 'WAST', 'COLO']",PAC-12 Championship,2016-04-23,Final,327.8,"['CAL', 'WASH']",California vs. Washington,2016-04-09,Final,350.4,"['WASH', 'ORST']",Washington vs. Oregon State,2015-06-01,Final,328.0,"['WASH', 'CAL', 'PRIN', 'BRWN', 'HARV', 'NORT']",IRA National Championship - Finals,2015-05-31,Heat,332.7,"['WASH', 'HARV', 'NORT', 'YALE', 'CORN', 'COLU']",IRA National Championship - Heats,2017,2016,2015,2014,2013,340.06666666666666,2016,336.425,2015,343.76666666666665,2014,344.3,2013,2,327,4,340.06666666666666,374.1232694355697,370.4,2016-05-16,373.61971411554515,369.9,2016-04-23,373.4618654822336,370.0,2016-04-09,372.6884670487107,369.55,2015-06-01,373.5902402402404,370.55,2015-05-31
5,640,9870,2017-04-15,MHV,Final,RowData2017.csv,1,"['OKC', 'MARI', 'ND', 'PURD', 'JAX', 'STET']",SIRA Championship (Saturday),2000.0,OKC,06:15.1,6,15.1,375.1,9870,9848,9194,7909,7825,7811,2017-04-15,Heat,368.7,"['FLTC', 'UNC', 'ND', 'OKC', 'TEX', 'ALAB']",SIRA Championship (Saturday),2016-05-14,Final,374.0,"['SCLA', 'OKC', 'UCSD', 'GONZ', 'USD']",Western Sprints,2016-03-12,Final,369.0,"['OKC', 'WICH']",Opening Day Regatta,2015-06-01,Final,353.5,"['SYRA', 'DREX', 'ORST', 'GW', 'OKC', 'SCLA']",IRA National Championship - Finals,2015-05-31,Heat,382.7,"['CAL', 'HARV', 'COLU', 'WISC', 'HC', 'OKC']",IRA National Championship - Heats,2017,2016,2015,2014,2013,371.5,2016,367.04285714285714,2015,389.9666666666667,2014,382.8666666666666,2013,6,0,4,371.5,375.7254306808866,371.85,2017-04-15,374.314161692892,370.6,2016-05-14,372.50692041522484,369.2,2016-03-12,372.6884670487107,369.55,2015-06-01,373.5902402402404,370.55,2015-05-31
6,639,9848,2017-04-15,MHV,Heat,RowData2017.csv,4,"['FLTC', 'UNC', 'ND', 'OKC', 'TEX', 'ALAB']",SIRA Championship (Saturday),2000.0,OKC,06:08.7,6,8.7,368.7,9848,9194,7909,7825,7811,7793,2016-05-14,Final,374.0,"['SCLA', 'OKC', 'UCSD', 'GONZ', 'USD']",Western Sprints,2016-03-12,Final,369.0,"['OKC', 'WICH']",Opening Day Regatta,2015-06-01,Final,353.5,"['SYRA', 'DREX', 'ORST', 'GW', 'OKC', 'SCLA']",IRA National Championship - Finals,2015-05-31,Heat,382.7,"['CAL', 'HARV', 'COLU', 'WISC', 'HC', 'OKC']",IRA National Championship - Heats,2015-05-31,Heat,359.2,"['HOBR', 'FLTC', 'STAN', 'DREX', 'OKC', 'SCLA']",IRA National Championship - Heats,2017,2016,2015,2014,2013,371.5,2016,367.04285714285714,2015,389.9666666666667,2014,382.8666666666666,2013,6,336,4,371.5,374.314161692892,370.6,2016-05-14,372.50692041522484,369.2,2016-03-12,372.6884670487107,369.55,2015-06-01,373.5902402402404,370.55,2015-05-31,373.5902402402404,370.55,2015-05-31
7,69,9408,2017-03-12,MHV,Final,RowData2017.csv,1,"['USD', 'OC', 'UCIR', 'UCSB', 'SDSU', 'UCLA', 'CSLB']",Newport Regatta,2000.0,USD,05:55.4,5,55.4,355.4,9408,9194,7910,7663,7599,5088,2016-05-14,Final,382.3,"['SCLA', 'OKC', 'UCSD', 'GONZ', 'USD']",Western Sprints,2016-03-12,Final,379.9,"['UCSB', 'OC', 'USD', 'UCIR', 'UCLA', 'SDSU', 'USC']",Newport Regatta,2015-05-16,Final,384.4,"['OKC', 'SCLA', 'USD', 'UCSD', 'GONZ']",Western Sprints,2015-05-09,Final,375.1,"['UCIR', 'UCSB', 'USD', 'OC', 'UCLA']",50th Newport Regatta,2014-03-23,Final,364.7,"['USD', 'UCSB', 'UCIR', 'OC', 'UCLA', 'SDSU', 'USC']",Newport Regatta,2017,2016,2015,2014,2013,381.1,2016,379.75,2015,364.7,2014,374.875,2013,7,302,3,381.1,374.314161692892,370.6,2016-05-14,372.50692041522484,369.2,2016-03-12,374.9004132231409,371.9,2015-05-16,374.94322527015845,371.8,2015-05-09,374.70279069767474,372.2,2014-03-23
8,363,9734,2017-04-09,MHV,Heat,RowData2017.csv,1,"['VILN', 'CONN', 'PSU', 'HIPT']",The Knecht Cup,2000.0,VILN,06:18.1,6,18.1,378.1,9734,9505,7924,7376,6751,6450,2017-03-25,Heat,377.9,"['UVA', 'HC', 'URI', 'VILN', 'LAFA']",35th Murphy Cup,2016-03-12,Final,415.8,"['DREX', 'LASL', 'VILN']",Drexel vs LaSalle vs Villanova,2015-04-25,Final,367.1,"['DREX', 'TEMP', 'VILN', 'STJO', 'LASL']",Bergen Cup,2015-04-04,Final,412.0,"['VILN', 'FRMA']",Philadelphia vs. Univ of Charleston,2015-03-14,Final,341.0,"['DREX', 'VILN', 'LASL']",La Salle University vs. Drexel/Villanova,2017,2016,2015,2014,2013,415.8,2016,373.3666666666666,2015,375.3,2014,398.55,2013,4,15,4,415.8,374.167536782155,370.8,2017-03-25,372.50692041522484,369.2,2016-03-12,374.4947879858664,371.7,2015-04-25,374.8485626283372,371.65,2015-04-04,374.47964989059136,371.8,2015-03-14
9,145,9437,2017-03-18,MHV,Final,RowData2017.csv,1,"['LECL', 'ORGN']",Hagg Lake Invitational Regatta,2000.0,LECL,06:34.4,6,34.4,394.4,9437,8929,8478,7282,7005,6452,2016-04-24,Final,401.4,"['PUGS', 'WWAS', 'LECL']",Cascade Cup Regatta,2016-04-09,Final,392.0,"['PUGS', 'LECL']",Logger Invitational,2015-04-19,Final,398.0,"['WWAS', 'PUGS', 'LECL']",Cascades Cup,2015-04-11,Final,383.9,"['LECL', 'PUGS']",Logger Invitational,2015-03-14,Final,394.9,"['LECL', 'ORGN']",Hagg Lake Invitational,2017,2016,2015,2014,2013,396.7,2016,392.26666666666665,2015,433.3,2014,456.6,2013,2,328,3,396.7,374.0589072282301,370.3,2016-04-24,373.4618654822336,370.0,2016-04-09,374.2286359530269,371.4,2015-04-19,373.7781746031752,371.35,2015-04-11,374.47964989059136,371.8,2015-03-14
10,341,9502,2017-03-25,MHV,Heat,RowData2017.csv,6,"['BATE', 'TEMP', 'UNC', 'LEHI', 'PSU', 'FRMA']",35th Murphy Cup,2000.0,FRMA,06:29.5,6,29.5,389.5,9502,8771,8284,7932,6751,5616,2016-04-17,Final,390.1,"['HAML', 'UNIO', 'FRMA']",Hamilton College vs. Franklin & Marshall College,2016-04-02,Final,394.6,"['WASC', 'LASL', 'FRMA']",Schuylkill River,2016-03-18,Final,373.0,"['FRMA', 'STMD']",St. Marys of MD vs. Franklin & Marshall,2015-04-04,Final,436.8,"['VILN', 'FRMA']",Philadelphia vs. Univ of Charleston,2014-04-13,Final,387.0,"['MALW', 'UNIO', 'FRMA']",Clark University vs. Mt. Holyoke,2017,2016,2015,2014,2013,385.9,2016,436.8,2015,259.1,2014,414.6333333333334,2013,6,342,3,385.9,373.6486518873578,369.9,2016-04-17,373.11722772277244,369.9,2016-04-02,372.6842357779301,369.5,2016-03-18,374.8485626283372,371.65,2015-04-04,374.3871428571434,371.35,2014-04-13
11,675,10004,2017-04-29,MHV,Final,RowData2017.csv,5,"['CONN', 'FAIR', 'GENS', 'IONA', 'RPI']",Spring Metropolitan Championship Regatta,2000.0,RPI,07:32.0,7,32.0,452.0,10004,9915,8890,7381,7292,5913,2017-04-22,Final,391.0,"['SKID', 'RPI', 'VASS', 'ALBY']","Albany vs. Skidmore, Vassar, and RPI",2016-04-23,Heat,381.4,"['FAIR', 'NYM', 'IONA', 'RPI', 'VASS']",Metropolitan Intercollegiate Rowing Association,2015-04-25,Final,411.0,"['UNIO', 'STJF', 'RPI']",Union/St. John Fisher/RPI,2015-04-19,Final,369.0,"['RPI', 'ALBY']",Albany vs. RPI,2014-04-26,Final,382.0,"['UNIO', 'RPI']",Union College vs. RPI,2017,2016,2015,2014,2013,381.4,2016,390.0,2015,383.2,2014,419.95,2013,5,7,4,381.4,375.99891304347886,372.2,2017-04-22,373.61971411554515,369.9,2016-04-23,374.4947879858664,371.7,2015-04-25,374.2286359530269,371.4,2015-04-19,374.78074608904967,372.0,2014-04-26
12,335,9502,2017-03-25,MHV,Heat,RowData2017.csv,5,"['BATE', 'TEMP', 'UNC', 'LEHI', 'PSU', 'FRMA']",35th Murphy Cup,2000.0,PSU,06:27.0,6,27.0,387.0,9502,9170,9159,8879,7451,5869,2016-05-13,Heat,401.0,"['ITHA', 'MRST', 'DEPA', 'GMAS', 'PSU', 'VASS']",Dad Vail Regatta,2016-05-13,Heat,389.8,"['DELA', 'GV', 'MINN', 'CWES', 'PSU']",Dad Vail Regatta,2016-04-23,Final,475.0,"['ARMY', 'PSU']",Faunce Cup,2015-04-27,Final,395.8,"['ARMY', 'PSU']",Capt. Brian R. Faunce Cup - Men,2014-04-26,Final,350.9,"['ARMY', 'PSU']",USMA vs. Penn State,2017,2016,2015,2014,2013,421.9333333333333,2016,395.8,2015,370.8,2014,392.5,2013,6,316,3,421.9333333333333,374.009921962096,370.2,2016-05-13,374.009921962096,370.2,2016-05-13,373.61971411554515,369.9,2016-04-23,375.1796624472579,372.0,2015-04-27,374.78074608904967,372.0,2014-04-26
13,591,9720,2017-04-08,MHV,Heat,RowData2017.csv,2,"['ARMY', 'TRIN', 'URI', 'RUTG', 'BC', 'GMAS']",The Knecht Cup - Heats,2000.0,TRIN,06:19.0,6,19.0,379.0,9720,8900,8706,7217,7205,5883,2016-04-23,Final,358.4,"['HC', 'WESL', 'TRIN']",Holy Cross vs. Trinity,2016-04-16,Final,365.2,"['WPI', 'TRIN', 'ITHA', 'WASC', 'COLB', 'UNH']",Worcester Racing,2015-04-18,Final,371.3,"['TRIN', 'UNH', 'WPI', 'ITHA']",Worcester Racing,2015-04-18,Heat,374.5,"['TRIN', 'WPI', 'WASC', 'CSTG']",Worcester Racing,2014-04-26,Final,378.8,"['TRIN', 'WESL']",Lake Onota Racing,2017,2016,2015,2014,2013,361.8,2016,372.9,2015,368.52,2014,346.76666666666665,2013,6,350,4,361.8,373.61971411554515,369.9,2016-04-23,373.6779889638261,369.9,2016-04-16,374.33427495291966,371.4,2015-04-18,374.33427495291966,371.4,2015-04-18,374.78074608904967,372.0,2014-04-26
14,1400,10742,2018-04-21,MHV,Final,RowData2018.csv,6,"['URI', 'MIDD', 'MALW', 'WENT', 'SKID', 'BOWD']",River Hawk Challenge,2000.0,BOWD,05:54.3,5,54.3,354.3,10742,9949,9417,8774,7436,5923,2017-04-23,Final,421.1,"['BATE', 'COLB', 'BOWD']",21st Presidents Cup,2017-03-17,Final,410.4,"['CONN', 'BOWD']",UConn Men vs. Bowdoin College,2016-04-17,Final,375.3,"['BATE', 'COLB', 'BOWD']",20th Presidents Cup,2015-04-26,Final,398.9,"['BATE', 'COLB', 'BOWD']",19th CBB Presidents Cup,2014-04-26,Final,410.3,"['BATE', 'COLB', 'BOWD']",Bates Invite/18th President's Cup,2018,2017,2016,2015,2014,415.75,2017,375.3,2016,398.9,2015,410.3,2014,6,363,4,415.75,375.97761363636425,372.2,2017-04-23,373.80083007812533,370.25,2017-03-17,373.6486518873578,369.9,2016-04-17,375.2813933729827,372.2,2015-04-26,374.78074608904967,372.0,2014-04-26
15,362,9505,2017-03-25,MHV,Heat,RowData2017.csv,4,"['UVA', 'HC', 'URI', 'VILN', 'LAFA']",35th Murphy Cup,2000.0,VILN,06:17.9,6,17.9,377.9,9505,7924,7376,6751,6450,5921,2016-03-12,Final,415.8,"['DREX', 'LASL', 'VILN']",Drexel vs LaSalle vs Villanova,2015-04-25,Final,367.1,"['DREX', 'TEMP', 'VILN', 'STJO', 'LASL']",Bergen Cup,2015-04-04,Final,412.0,"['VILN', 'FRMA']",Philadelphia vs. Univ of Charleston,2015-03-14,Final,341.0,"['DREX', 'VILN', 'LASL']",La Salle University vs. Drexel/Villanova,2014-04-26,Final,372.6,"['DREX', 'TEMP', 'STJO', 'VILN', 'LASL']",Bergen Cup,2017,2016,2015,2014,2013,415.8,2016,373.3666666666666,2015,375.3,2014,398.55,2013,5,378,3,415.8,372.50692041522484,369.2,2016-03-12,374.4947879858664,371.7,2015-04-25,374.8485626283372,371.65,2015-04-04,374.47964989059136,371.8,2015-03-14,374.78074608904967,372.0,2014-04-26
16,608,9729,2017-04-09,MHV,Final,RowData2017.csv,1,"['UNIO', 'VASS']",Union College vs. Vassar College,2000.0,UNIO,07:14.0,7,14.0,434.0,9729,8901,8771,7381,7280,7083,2016-04-23,Final,431.0,"['HOBR', 'RIT', 'SKID', 'STLA', 'ROCH', 'UNIO', 'STJF']",Liberty League Championship,2016-04-17,Final,381.9,"['HAML', 'UNIO', 'FRMA']",Hamilton College vs. Franklin & Marshall College,2015-04-25,Final,391.0,"['UNIO', 'STJF', 'RPI']",Union/St. John Fisher/RPI,2015-04-19,Final,385.8,"['STLA', 'UNIO']",St. Lawrence University vs. Union College,2015-04-12,Final,429.0,"['HAML', 'UNIO']",Union College vs. Hamilton College,2017,2016,2015,2014,2013,406.45,2016,427.95,2015,392.55,2014,397.725,2013,2,351,4,406.45,373.61971411554515,369.9,2016-04-23,373.6486518873578,369.9,2016-04-17,374.4947879858664,371.7,2015-04-25,374.2286359530269,371.4,2015-04-19,374.1024832855785,371.3,2015-04-12
17,531,9947,2017-04-23,MHV,Final,RowData2017.csv,2,"['MIDD', 'UVM']",Vermont Cup,2000.0,UVM,06:14.9,6,14.9,374.9,9947,9627,8878,8473,7281,7080,2017-04-02,Final,354.4,"['UMAS', 'URI', 'CONN', 'UVM', 'UNH', 'MALW']",Patriot Cup,2016-04-23,Final,386.6,"['COLB', 'UNH', 'UVM']",Colby College vs. UNH,2016-04-09,Final,404.6,"['MIDD', 'UVM']",Vermont Cup,2015-04-19,Final,370.8,"['WPI', 'WASC', 'TUFT', 'UVM', 'SKID', 'AMHR', 'CLRK']",Worcester Racing,2015-04-12,Final,392.3,"['UVM', 'CLRK', 'MALW']",Worcester Racing ,2017,2016,2015,2014,2013,395.6,2016,404.33333333333326,2015,367.0,2014,287.3,2013,2,21,4,395.6,375.26017025089635,371.55,2017-04-02,373.61971411554515,369.9,2016-04-23,373.4618654822336,370.0,2016-04-09,374.2286359530269,371.4,2015-04-19,374.1024832855785,371.3,2015-04-12
18,534,9682,2017-04-08,MHV,Final,RowData2017.csv,3,"['RIT', 'ITHA', 'ROCH']",Ithaca College vs. Rochester and RIT,2000.0,ROCH,07:19.3,7,19.3,439.3,9682,8901,8545,8474,8275,7085,2016-04-23,Final,427.9,"['HOBR', 'RIT', 'SKID', 'STLA', 'ROCH', 'UNIO', 'STJF']",Liberty League Championship,2016-04-10,Final,393.8,"['BATE', 'WPI', 'ROCH']",WPI vs. Rochester,2016-04-09,Final,383.3,"['MIT', 'WILL', 'WPI', 'ROCH']",Lake Quinsigamond Racing,2016-04-02,Final,445.4,"['ITHA', 'RIT', 'ROCH']",Ithaca College vs. U of Rochester & RIT,2015-04-12,Final,375.2,"['BATE', 'WPI', 'ROCH']",WPI vs. Bates & Rochester,2017,2016,2015,2014,2013,412.6,2016,367.05,2015,387.8,2014,384.8,2013,3,350,4,412.6,373.61971411554515,369.9,2016-04-23,373.5788402220854,369.9,2016-04-10,373.4618654822336,370.0,2016-04-09,373.11722772277244,369.9,2016-04-02,374.1024832855785,371.3,2015-04-12
19,443,9589,2017-04-01,MHV,Final,RowData2017.csv,2,"['LASL', 'WASC', 'STMD']",Washington College vs. St. Mary's Colleg,2000.0,WASC,07:58.4,7,58.4,478.4,9589,8783,8706,8284,7281,7205,2016-04-17,Final,363.5,"['WPI', 'TUFT', 'WASC', 'SKID']",Baker Cup,2016-04-16,Final,368.5,"['WPI', 'TRIN', 'ITHA', 'WASC', 'COLB', 'UNH']",Worcester Racing,2016-04-02,Final,372.6,"['WASC', 'LASL', 'FRMA']",Schuylkill River,2015-04-19,Final,365.5,"['WPI', 'WASC', 'TUFT', 'UVM', 'SKID', 'AMHR', 'CLRK']",Worcester Racing,2015-04-18,Heat,383.1,"['TRIN', 'WPI', 'WASC', 'CSTG']",Worcester Racing,2017,2016,2015,2014,2013,368.2,2016,376.83333333333326,2015,385.725,2014,414.7,2013,3,349,4,368.2,373.6486518873578,369.9,2016-04-17,373.6779889638261,369.9,2016-04-16,373.11722772277244,369.9,2016-04-02,374.2286359530269,371.4,2015-04-19,374.33427495291966,371.4,2015-04-18
20,635,9908,2017-04-22,MHV,Final,RowData2017.csv,3,"['HAML', 'ROCH', 'STLA']",Hamilton College vs. St. Lawrence Univ.,2000.0,STLA,06:31.5,6,31.5,391.5,9908,9838,8901,8472,7280,7234,2017-04-15,Final,393.9,"['ITHA', 'STLA']",Ithaca College vs. Skidmore and St. Lawr,2016-04-23,Final,417.3,"['HOBR', 'RIT', 'SKID', 'STLA', 'ROCH', 'UNIO', 'STJF']",Liberty League Championship,2016-04-09,Final,409.9,"['ITHA', 'STLA', 'SKID']",Cayuga Racing,2015-04-19,Final,385.1,"['STLA', 'UNIO']",St. Lawrence University vs. Union College,2015-04-18,Final,413.2,"['HAML', 'STLA']",Hamilton College vs. St. Lawrence University,2017,2016,2015,2014,2013,413.6,2016,400.8666666666666,2015,377.15,2014,407.3,2013,3,7,4,413.6,375.7254306808866,371.85,2017-04-15,373.61971411554515,369.9,2016-04-23,373.4618654822336,370.0,2016-04-09,374.2286359530269,371.4,2015-04-19,374.33427495291966,371.4,2015-04-18
21,666,9861,2017-04-15,MHV,Final,RowData2017.csv,2,"['VASS', 'ALBY']","Vassar College vs. Sarah Lawrence Women,",2000.0,ALBY,07:06.0,7,6.0,426.0,9861,8895,8880,8703,7292,7220,2016-04-23,Heat,387.1,"['ALBY', 'GENS', 'BING', 'STEV']",Metropolitan Intercollegiate Rowing Association,2016-04-23,Final,430.2,"['FAIR', 'NYM', 'GENS', 'BING', 'IONA', 'ALBY']",Metropolitan Intercollegiate Rowing Association,2016-04-16,Final,410.0,"['SKID', 'ALBY', 'VASS']",Albany vs. Skidmore & Vassar,2015-04-19,Final,399.0,"['RPI', 'ALBY']",Albany vs. RPI,2015-04-18,Final,371.0,"['SKID', 'ALBY', 'VASS']",Albany vs. Skidmore College,2017,2016,2015,2014,2013,409.10000000000014,2016,444.33333333333326,2015,433.25,2014,416.0,2013,2,357,4,409.10000000000014,373.61971411554515,369.9,2016-04-23,373.61971411554515,369.9,2016-04-23,373.6779889638261,369.9,2016-04-16,374.2286359530269,371.4,2015-04-19,374.33427495291966,371.4,2015-04-18
22,554,9698,2017-04-08,MHV,Final,RowData2017.csv,1,"['CSTG', 'TUFT']",Tufts University vs. US Coast Guard Acad,2000.0,CSTG,06:23.0,6,23.0,383.0,9698,8893,8469,8283,8255,7205,2016-04-23,Final,377.0,"['WPI', 'BC', 'UMAS', 'CSTG']",McCarthy/McGee Challenge Cup,2016-04-09,Final,368.7,"['COLB', 'UMAS', 'MALW', 'CSTG']",UMass Lowell Invite,2016-04-02,Final,378.6,"['TUFT', 'CSTG']",Malden River Racing,2016-04-02,Final,398.8,"['HAML', 'CSTG']",Malden River Racing,2015-04-18,Heat,398.5,"['TRIN', 'WPI', 'WASC', 'CSTG']",Worcester Racing,2017,2016,2015,2014,2013,380.775,2016,391.25,2015,384.65,2014,340.86,2013,2,350,4,380.775,373.61971411554515,369.9,2016-04-23,373.4618654822336,370.0,2016-04-09,373.11722772277244,369.9,2016-04-02,373.11722772277244,369.9,2016-04-02,374.33427495291966,371.4,2015-04-18
23,238,9503,2017-03-25,MHV,Heat,RowData2017.csv,3,"['DREX', 'BUCK', 'WESL', 'LASL', 'PITT']",35th Murphy Cup,2000.0,WESL,06:00.2,6,0.2,360.2,9503,9494,8900,8707,8286,7203,2017-03-25,Final,358.4,"['DELA', 'BUCK', 'URI', 'UNC', 'WESL', 'LEHI']",35th Murphy Cup,2016-04-23,Final,351.9,"['HC', 'WESL', 'TRIN']",Holy Cross vs. Trinity,2016-04-16,Final,386.9,"['WILL', 'WESL']",Little Three Regatta,2016-04-02,Final,371.5,"['WPI', 'WESL', 'UMAS', 'COLB']",Class of 2003 Cup,2015-04-18,Final,371.7,"['WILL', 'WESL']",Williams College vs. Wesleyan,2017,2016,2015,2014,2013,370.1,2016,381.85,2015,376.45,2014,353.84,2013,5,0,3,370.1,374.167536782155,370.8,2017-03-25,373.61971411554515,369.9,2016-04-23,373.6779889638261,369.9,2016-04-16,373.11722772277244,369.9,2016-04-02,374.33427495291966,371.4,2015-04-18
24,610,9729,2017-04-09,MHV,Final,RowData2017.csv,2,"['UNIO', 'VASS']",Union College vs. Vassar College,2000.0,VASS,07:41.0,7,41.0,461.0,9729,9170,9164,8890,8703,7220,2016-05-13,Heat,423.8,"['ITHA', 'MRST', 'DEPA', 'GMAS', 'PSU', 'VASS']",Dad Vail Regatta,2016-05-13,Heat,409.2,"['MICH', 'CINC', 'MARI', 'FLA', 'VASS']",Dad Vail Regatta,2016-04-23,Heat,404.2,"['FAIR', 'NYM', 'IONA', 'RPI', 'VASS']",Metropolitan Intercollegiate Rowing Association,2016-04-16,Final,431.6,"['SKID', 'ALBY', 'VASS']",Albany vs. Skidmore & Vassar,2015-04-18,Final,387.0,"['SKID', 'ALBY', 'VASS']",Albany vs. Skidmore College,2017,2016,2015,2014,2013,417.2,2016,387.0,2015,416.15,2014,415.7,2013,2,331,4,417.2,374.009921962096,370.2,2016-05-13,374.009921962096,370.2,2016-05-13,373.61971411554515,369.9,2016-04-23,373.6779889638261,369.9,2016-04-16,374.33427495291966,371.4,2015-04-18
